"","Short_name","Authors","Abstract","Title","Source","DocumentType","PubDate","PubYear","DoI","WoSCat","WoSID"
"11","PARRY LE, 2014, J ENVIRON MANAGE","PARRY LE;HOLDEN J;CHAPMAN PJ","THERE IS CONCERN THAT ECOSYSTEM SERVICES PROVIDED BY BLANKET PEATLANDS HAVE COME UNDER THREAT DUE TO INCREASING DEGRADATION. BLANKET PEATLANDS ARE SUBJECT TO A WIDE RANGE OF DRIVERS OF DEGRADATION AND ARE TOPOGRAPHICALLY VARIABLE. AS A RESULT, MANY DEGRADATION FORMS CAN DEVELOP, INCLUDING THOSE RESULTING FROM ERODING ARTIFICIAL DRAINAGE, INCISING GULLIES AND AREAS OF BARE PEAT. MANY DEGRADED BLANKET PEATLANDS HAVE UNDERGONE RESTORATION MEASURES SINCE THE TURN OF THE CENTURY. HOWEVER, THERE HAS BEEN LITTLE FORMAL COMMUNICATION OF THE TECHNIQUES USED AND THEIR SUCCESS. USING PRACTITIONER KNOWLEDGE AND A REVIEW OF THE AVAILABLE LITERATURE, THIS PAPER DISCUSSES THE METHODOLOGIES USED FOR RESTORING SLOPING BLANKET PEATLANDS. IT THEN CONSIDERS CURRENT UNDERSTANDING OF THE IMPACT OF RESTORATION ON BLANKET PEATLAND ECOSYSTEM SERVICES. THERE IS A PAUCITY OF RESEARCH INVESTIGATING IMPACTS OF SEVERAL COMMON RESTORATION TECHNIQUES AND MUCH MORE IS NEEDED IF INFORMED MANAGEMENT DECISIONS ARE TO BE MADE AND FUNDING IS TO BE APPROPRIATELY SPENT. WHERE DATA ARE AVAILABLE WE FIND THAT RESTORATION IS LARGELY BENEFICIAL TO MANY ECOSYSTEM SERVICES, WITH IMPROVEMENTS BEING OBSERVED IN WATER QUALITY AND ECOLOGY. HOWEVER, THE SAME RESTORATION TECHNIQUE DOES NOT ALWAYS RESULT IN THE SAME OUTCOMES IN ALL LOCATIONS. THE DIFFERENCE IN RESPONSE IS PREDOMINANTLY DUE TO THE SPATIAL AND TEMPORAL HETEROGENEITY INHERENT IN ALL BLANKET PEATLANDS. PEATLAND PRACTITIONERS MUST TAKE THIS VARIABILITY INTO ACCOUNT WHEN DESIGNING RESTORATION STRATEGIES AND MONITORING IMPACT. CROWN COPYRIGHT (C) 2013 PUBLISHED BY ELSEVIER LTD. ALL RIGHTS RESERVED.","RESTORATION OF BLANKET PEATLANDS","JOURNAL OF ENVIRONMENTAL MANAGEMENT","REVIEW","JAN 15",2014,"10.1016/j.jenvman.2013.11.033","ENVIRONMENTAL SCIENCES","WOS:000331341300022"
"12","ROURKE FO, 2009, RENEW SUST ENERG REV","ROURKE FO;BOYLE F;REYNOLDS A","THE ENERGY CONSUMED IN IRELAND IS PRIMARILY ACHIEVED BY THE COMBUSTION OF FOSSIL FUELS. IRELAND'S ONLY INDIGENOUS FOSSIL FUEL IS PEAT; ALL OTHER FOSSIL FUELS ARE IMPORTED. AS FOSSIL FUELS CONTINUALLY BECOME MORE EXPENSIVE, THEIR USE AS AN ENERGY SOURCE ALSO HAS A NEGATIVE IMPACT ON THE ENVIRONMENT. IRELAND'S ENERGY CONSUMPTION CAN BE SEPARATED INTO THREE DIVISIONS: TRANSPORTATION, ELECTRICITY GENERATION AND HEAT ENERGY. IRELAND HOWEVER HAS A VAST RANGE OF HIGH QUALITY RENEWABLE ENERGY RESOURCES. IRELAND HAS SET A TARGET THAT 33% OF ITS ELECTRICITY WILL BE GENERATED FROM RENEWABLE SOURCES BY 2020 [I. GOVERNMENT. DELIVERING A SUSTAINABLE ENERGY FUTURE FOR IRELAND; 2007.]. THE USE OF BIOMASS, WIND AND OCEAN ENERGY TECHNOLOGIES IS EXPECTED TO PLAY A MAJOR PART IN MEETING THIS TARGET. THE USE OF RENEWABLE ENERGY TECHNOLOGIES WILL ASSIST SUSTAINABLE DEVELOPMENT AS WELL AS BEING A SOLUTION TO SEVERAL ENERGY RELATED ENVIRONMENTAL PROBLEMS. THIS PAPER PRESENTS THE CURRENT STATE OF RENEWABLE ENERGY TECHNOLOGIES AND POTENTIAL RESOURCES AVAILABLE IN IRELAND. CONSIDERING IRELAND'S PRESENT ENERGY STATE, A FUTURE ENERGY MIX IS PROPOSED. (C) 2009 ELSEVIER LTD. ALL RIGHTS RESERVED.","RENEWABLE ENERGY RESOURCES AND TECHNOLOGIES APPLICABLE TO IRELAND","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","REVIEW","OCT",2009,"10.1016/j.rser.2009.01.014","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; ENERGY & FUELS","WOS:000269135000019"
"13","MANN MD, 1992, PROG ENERG COMBUST","MANN MD;COLLINGS ME;BOTROS PE","GROWING SCIENTIFIC AND PUBLIC CONCERN OVER GLOBAL WARMING AND OZONE LAYER DEPLETION HAS LED RESEARCHERS TO STUDY NITROUS OXIDE (N2O) EMISSIONS FROM NATURAL AND ANTHROPOGENIC SOURCES. N2O IS REPORTEDLY INCREASING IN THE ATMOSPHERE AT AN ESTIMATED RATE OF 0.7 PPB PER YEAR AND WAS MEASURED IN THE ATMOSPHERE AT 307 PPB IN 1988. SINCE N2O IS A STABLE COMPOUND, IT IS TRANSPORTED TO THE STRATOSPHERE WHERE IT IS PHOTOCHEMICALLY OXIDIZED TO NITRIC OXIDE (NO), A CONTRIBUTOR TO CATALYTIC OZONE DEPLETION. POTENTIAL ANTHROPOGENIC SOURCES OF N2O THAT HAVE BEEN INVESTIGATED INCLUDE BIOMASS BURNING, FERTILIZATION, GROUND-WATER RELEASE THROUGH IRRIGATION AND FOSSIL FUEL COMBUSTION. UNTIL RECENTLY, PULVERIZED-COAL COMBUSTION WAS IMPLICATED AS THE MAIN SOURCE OF N2O EMISSIONS DUE TO ERRORS ENCOUNTERED IN SAMPLING. EMISSIONS FROM THESE UNITS ARE TYPICALLY LESS THAN 10 PPM N2O. FLUIDIZED-BED COMBUSTION (FBC) HAS EMERGED AS AN ADVANCED METHOD OF ENERGY PRODUCTION BY UTILITIES, BUT UNDER CURRENT DESIGNS THESE UNITS HAVE BEEN SHOWN TO EMIT GREATER N2O) EMISSIONS THAN THEIR PULVERIZED-COAL COUNTERPARTS. THIS FACT IS RELATED TO LOWER COMBUSTION TEMPERATURES USED TO ENHANCE SOX/NOX CONTROL, WHICH, AS A CONSEQUENCE, INCREASES N2O EMISSIONS. NITROUS OXIDE EMISSIONS FROM FBCS RANGE FROM 50-200 PPM. AT N2O CONCENTRATIONS OF 10) PPM, AND ASSUMING A 2.5% GROWTH RATE IN U.S. COAL-DERIVED ENERGY PRODUCTION WITH 50% OF THIS GENERATED BY FBCS, BY THE YEAR 2000 THIS PRODUCTION WOULD ACCOUNT FOR ONLY 1% OF THE TOTAL CURRENT GLOBAL N2O INVENTORY. NITROUS OXIDE EMISSIONS FROM FBCS ARE STRONGLY DEPENDENT UPON FUEL TYPE, OPERATING TEMPERATURE, AND EXCESS AIR LEVEL. BASED ON CURRENT MEASUREMENTS AT STANDARD OPERATING CONDITIONS (1550-DEGREES-F AND 3.5% O2), FUELS SUCH AS WOOD, PEAT AND LIGNITE GENERALLY WILL HAVE N2O EMISSIONS RANGING FROM 15-50 PPM. SUBBITUMINOUS AND BITUMINOUS COAL COMBUSTION GENERATE EMISSIONS RANGING FROM 40-100 PPM AND 70-200 PPM, RESPECTIVELY. PETROLEUM COKE COMBUSTION IS SIMILAR TO BITUMINOUS COAL. ACTUAL EMISSIONS FROM A PLANT WILL DECREASE WITH INCREASING OPERATING TEMPERATURE (0.2-1.1 PPM N2O/DEGREES-F) OR DECREASING EXCESS AIR LEVELS (7-21 PPM N2O/% O2). POSSIBLE N2O ABATEMENT STRATEGIES INCLUDE AFTERBURNING OF A GASEOUS FUEL IN THE FREEBOARD OR CYCLONE, INCREASING BED TEMPERATURES, DECREASING EXCESS AIR, OR CATALYTIC REDUCTION OF N2O BY METAL OXIDES.","NITROUS-OXIDE EMISSIONS IN FLUIDIZED-BED COMBUSTION - FUNDAMENTAL CHEMISTRY AND COMBUSTION TESTING","PROGRESS IN ENERGY AND COMBUSTION SCIENCE","REVIEW",NA,1992,"10.1016/0360-1285(92)90010-X","THERMODYNAMICS; ENERGY & FUELS; ENGINEERING, CHEMICAL; ENGINEERING, MECHANICAL","WOS:A1992JG02200004"
"14","SCHEPETKIN I, 2002, DRUG DEVELOP RES","SCHEPETKIN I;KHLEBNIKOV A;KWON BS","IN THIS REVIEW, WE FOCUS ON THE MEDICINAL DRUGS FROM HUMUS MATTER SUCH AS PEAT, SAPROPEL, AND MUMIE. THE MOST CLINICALLY AVAILABLE MEDICINES, CONTAINING PEAT AND SAPROPEL EXTRACTS, ARE TORFOT, TOLPA PEAT PREPARATION (TPP), PELOIDODISTILLATE, HUMISOL, PELOIDIN, FIBS, AND EPLIR. MUCH ATTENTION IN THE REVIEW IS CONCENTRATED ON MUMIE COMPOSITION, ITS PHARMACOLOGICAL PROPERTIES, AND NEW PHARMACOLOGICAL DRUGS WITH MUMIE (SHILAGEN, ABANA, CYSTONE, DIABECON 400, EVECARE, GERIFORTE, LUKOL, PILEX, RUMALAVA, TENTEX FORTE, NEFROTEC, ADRENOTONE, SIOTONE, LA-TONE GOLD, ANDRO-SURGE, SOLANOVA LIBIDOPLEX). IT WAS CONCLUDED THAT THERAPEUTIC PROPERTIES OF CRUDE EXTRACTS FROM PEAT, SAPROPEL, AND MUMIE HAVE SIMILARITY TO THE ONES OF FULVIC AND HUMIC ACIDS. THEY ARE ANTIBACTERIAL, ANTITOXIC, ANTIRADICAL, ANTIULCEROGENIC, ANTIARTHRITIC, IMMUNOMODULATORY, AND ANTI INFLAMMATORY PROPERTIES. POSSIBLE DIRECTIONS FOR BETTER DEVELOPMENT OF NEW DRUGS FROM HUMUS MATTER ARE DISCUSSED. (C) 2002 WILEY-LISS, INC.","MEDICAL DRUGS FROM HUMUS MATTER: FOCUS ON MUMIE","DRUG DEVELOPMENT RESEARCH","REVIEW","NOV",2002,"10.1002/ddr.10058","CHEMISTRY, MEDICINAL; PHARMACOLOGY & PHARMACY","WOS:000180211900005"
"15","KLIMKOWSKA A, 2010, PERSPECT PLANT ECOL","KLIMKOWSKA A;VAN DIGGELEN R;GROOTJANS AP;KOTOWSKI W","THE MAJORITY OF FENS IN EUROPE HAVE BEEN TRANSFORMED FOR AGRICULTURAL PURPOSES AND HAVE DISAPPEARED OR BECOME DEGRADED. FEN MEADOWS THAT DEVELOPED UNDER LOW-INTENSITY MANAGEMENT OF FENS ALSO HAVE BECOME DEGRADED. IN THIS PAPER, WE CONSIDER THE AVAILABLE RESTORATION METHODS, BIOTIC CONSTRAINTS FOR RESTORATION AND NEW PROSPECTS AND APPROACHES FOR THE RESTORATION OF SEVERELY DEGRADED FENS. DUE TO IRREVERSIBLE CHANGES IN LANDSCAPE SETTINGS, HYDROLOGY, SOIL AND TROPHIC CONDITIONS, A FULL RESTORATION TO NATURAL MIRES IS UNLIKELY. YET, AN IMPROVEMENT OF THE ECOSYSTEM FUNCTIONS AND REVIVAL OF BIODIVERSITY IN DEGRADED FENS IS POSSIBLE. A RESTORATION OF SEMI-NATURAL MEADOWS IS ONE OF THE ALTERNATIVE TARGETS. IMPORTANT FOR RESTORATION EFFORTS TO SUCCEED ARE A SUFFICIENT REDUCTION OF NUTRIENT LEVELS AND PREVENTING ACIDIFICATION. IN GENERAL, A COMBINATION OF TOPSOIL REMOVAL AND SEED TRANSFER IS AN EFFECTIVE MEASURE FOR FEN MEADOW RESTORATION, PROVIDED THAT GROUNDWATER SEEPAGE CAN BE RE-ESTABLISHED. THERE ARE ALSO SEVERAL BIOTIC LIMITATIONS TO FEN MEADOW RESTORATION, DUE TO LIMITED PROPAGULE AVAILABILITY OF TARGET SPECIES AND THE LEGACY OF THE FORMER VEGETATION IN FORM OF ITS SOIL SEED BANK AND HIGH SEED PRODUCTION BY UNWANTED SPECIES. UNDER THE PRESENT ENVIRONMENTAL CONDITIONS, THE RE-DEVELOPMENT OF FEN MEADOWS ON DEGRADED FENS WILL RESULT IN SPECIES COMPOSITIONS DIFFERENT FROM THOSE OBSERVED IN THE PAST AND SUCH RESTORATION MAY REQUIRE CONSIDERABLE TIME AND EFFORT. (C) 2010 RUBEL FOUNDATION, ETH ZURICH. PUBLISHED BY ELSEVIER GMBH. ALL RIGHTS RESERVED.","PROSPECTS FOR FEN MEADOW RESTORATION ON SEVERELY DEGRADED FENS","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","REVIEW",NA,2010,"10.1016/j.ppees.2010.02.004","PLANT SCIENCES; ECOLOGY","WOS:000282729000009"
"16","KOK MV, 1995, J ANAL APPL PYROL","KOK MV;PAMIR MR","INSTANCES WHERE DIFFERENTIAL SCANNING CALORIMETRY, THERMOGRAVIMETRY AND DIFFERENTIAL THERMAL ANALYSIS HAVE BEEN APPLIED TO STUDY THE PYROLYSIS AND COMBUSTION BEHAVIOUR OF FOSSIL FUELS (PEAT, LIGNITE, BITUMINOUS COALS, ANTHRACITE, OIL SHALES, CRUDE OILS, LIGNITE-OIL MIXTURES, ETC.) ARE REVIEWED. THE LITERATURE SURVEY SHOWED THAT THERMAL METHODS WERE IMPORTANT NOT ONLY THEORETICALLY BUT ALSO FROM A PRACTICAL POINT OF VIEW.","PYROLYSIS AND COMBUSTION STUDIES OF FOSSIL-FUELS BY THERMAL-ANALYSIS METHODS","JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","REVIEW","DEC",1995,"10.1016/0165-2370(95)00912-0","CHEMISTRY, ANALYTICAL; ENERGY & FUELS; ENGINEERING, CHEMICAL","WOS:A1995TK07700001"
"17","CHIMNER RA, 2017, RESTOR ECOL","CHIMNER RA;COOPER DJ;WURSTER FC;ROCHEFORT L","PEATLAND RESTORATION IN NORTH AMERICA (NA) WAS INITIATED APPROXIMATELY 25YEARS AGO ON PEAT-EXTRACTED BOGS. RECENT ADVANCES IN PEATLAND RESTORATION IN NA HAVE EXPANDED THE ORIGINAL CONCEPTS AND METHODOLOGY. RESTORATION EFFORTS IN NA NOW INCLUDE RESTORING PEATLANDS FROM MANY DIVERSE TYPES OF DISTURBANCES (E.G. ROADS, AGRICULTURE, GRAZING, EROSION, FORESTRY, AND PETROL INDUSTRY INFRASTRUCTURE IMPACTS) AND OCCUR IN A GREATER ARRAY OF PEATLAND TYPES (E.G. FENS AND SWAMPS). BECAUSE FENS ARE GROUNDWATER AND SURFACE FLOW DRIVEN, TECHNIQUES TO RESTORE THE HYDROLOGY OF FENS ARE GENERALLY MORE COMPLICATED THAN BOGS. RESTORING A GREATER VARIETY OF PEATLAND TYPES ON A LARGE-SCALE BASIS (> 10HA) COMMANDS NEW TECHNIQUES FOR REESTABLISHING A BROADER ARRAY OF PLANTS OTHER THAN SPHAGNUM SPP., INCLUDING NON-SPHAGNUM MOSSES, SEDGES, NONERICACEOUS SHRUBS, AND TREES. THE RATIONALE FOR RESTORING PEATLANDS HAS EXPANDED TO INCLUDE LEGAL REQUIREMENTS, WETLAND MITIGATION AND BANKING, CLIMATE MITIGATION, WATER QUALITY, AND AS PART OF RESPONSIBLE ECOSYSTEM MANAGEMENT FOR INDUSTRY OR SOCIETY. IN THE PAST 25 YEARS, PEATLAND RESTORATION IN NA HAS EVOLVED FROM (1) TRIAL AND ERROR TO A MORE EMPIRICALLY BASED SCIENTIFIC APPROACH, (2) SMALL SITE-SPECIFIC EXPERIMENTS TO LANDSCAPE-SCALE RESTORATION (E.G. HYDROLOGICAL CONNECTIVITY, ECOLOGICAL FRAGMENTATION), AND (3) INDIVIDUAL STAKEHOLDER (ACADEMIC) TO MULTIPLE STAKEHOLDERS ACROSS JURISDICTIONAL BOUNDARIES (PRIVATE, LOCAL, AND REGIONAL GOVERNMENTAL AGENCIES, NGOS, AND SO ON). HOWEVER, MANY RESEARCH GAPS STILL EXIST THAT MUST BE ADDRESSED TO ENHANCE OUR ABILITY TO RESTORE PEATLANDS SUCCESSFULLY.","AN OVERVIEW OF PEATLAND RESTORATION IN NORTH AMERICA: WHERE ARE WE AFTER 25 YEARS?","RESTORATION ECOLOGY","REVIEW","MAR",2017,"10.1111/rec.12434","ECOLOGY","WOS:000399303100016"
"18","KERN J, 2017, J ENVIRON ENG LANDSC","KERN J;TAMMEORG P;SHANSKIY M;SAKRABANI R;KNICKER H;KAMMANN C;TUHKANEN EM;SMIDT G;PRASAD M;TIILIKKALA K;SOHI S;GASCO G;STEINER C;GLASER B","PEAT IS USED AS A HIGH QUALITY SUBSTRATE FOR GROWING MEDIA IN HORTICULTURE. HOWEVER, UNSUSTAINABLE PEAT EXTRACTION DAMAGES PEATLAND ECOSYSTEMS, WHICH DISAPPEARED TO A LARGE EXTENT IN CENTRAL AND SOUTH EUROPE. FURTHERMORE, DISTURBED PEATLANDS ARE BECOMING A SOURCE OF GREENHOUSE GASES DUE TO DRAINAGE AND EXCAVATION. THIS STUDY IS THE RESULT OF A WORKSHOP WITHIN THE EU COST ACTION TD1107 (BIOCHAR AS OPTION FOR SUSTAINABLE RESOURCE MANAGEMENT), HELD IN TARTU (ESTONIA) IN 2015. THE VIEW OF STAKEHOLDERS WERE CONSULTED ON NEW BIOCHAR-BASED GROWING MEDIA AND TO WHAT EXTENT PEAT MAY BE REPLACED IN GROWING MEDIA BY NEW COMPOUNDS LIKE CARBONACEOUS MATERIALS FROM THERMOCHEMICAL CONVERSION. FIRST POSITIVE RESULTS FROM LABORATORY AND GREENHOUSE EXPERIMENTS HAVE BEEN REPORTED WITH BIOCHAR CONTENT IN GROWING MEDIA RANGING UP TO 50%. VARIOUS COMPANIES HAVE ALREADY STARTED TO USE BIOCHAR AS AN ADDITIVE IN THEIR GROWING MEDIA FORMULATIONS. BIOCHAR MIGHT PLAY A MORE IMPORTANT ROLE IN REPLACING PEAT IN GROWING MEDIA, WHEN BIOCHAR IS AVAILABLE, MEETS THE QUALITY REQUIREMENTS, AND THEIR USE IS ECONOMICALLY FEASIBLE.","SYNERGISTIC USE OF PEAT AND CHARRED MATERIAL IN GROWING MEDIA - AN OPTION TO REDUCE THE PRESSURE ON PEATLANDS?","JOURNAL OF ENVIRONMENTAL ENGINEERING AND LANDSCAPE MANAGEMENT","REVIEW",NA,2017,"10.3846/16486897.2017.1284665","ENVIRONMENTAL SCIENCES","WOS:000404721000007"
"19","ANDERSEN R, 2017, RESTOR ECOL","ANDERSEN R;FARRELL C;GRAF M;MULLER F;CALVAR E;FRANKARD P;CAPORN S;ANDERSON P","PEATLANDS ARE THE MOST EFFICIENT TERRESTRIAL CARBON STORE ON EARTH, AND DELIVER MULTIPLE OTHER ECOSYSTEM SERVICES INCLUDING CLIMATE REGULATION, WATER PURIFICATION, PRESERVATION OF ECOLOGICAL AND ARCHAEOLOGICAL RECORDS, ETC. DISTURBED AND DEGRADED PEATLANDS DO NOT PROVIDE THE SAME ECOLOGICAL SERVICES AND THUS BEAR A SIGNIFICANT COST TO SOCIETY. BECAUSE THIS COST MAY BE ALLEVIATED BY APPROPRIATE RESTORATION MEASURES, MONEY IS BEING INVESTED IN PEATLAND RESTORATION PROJECTS AROUND THE WORLD. HERE, WE REVIEW OVER 25 YEARS OF RESTORATION IN WESTERN EUROPE. FIRST, WE PROVIDE AN OVERVIEW OF TECHNIQUES USED IN DIFFERENT CONTEXTS AND EVALUATE THE STATUS OF THE EVIDENCE BASE FOR RESTORATION OUTCOMES. BETWEEN 1993 AND 2015, THE EU-LIFE NATURE PROGRAMME ALONE INVESTED 167.6M (SIC) IN 80 PROJECTS, WHICH AIM TO RESTORE OVER 913 KM(2) OF PEATLAND HABITATS IN WESTERN EUROPEAN COUNTRIES, MOSTLY IN PROTECTED SITES PART OF THE NATURA 2000 EU NETWORK. THIS REPRESENTS LESS THAN 2% OF THE TOTAL REMAINING AREA OF PEATLANDS IN THESE COUNTRIES, MOST OF WHICH HAVE BEEN IMPACTED TO SOME DEGREE BY ANTHROPOGENIC DISTURBANCES. POTENTIAL FOR RESTORATION SHOULD BE CONSIDERED IN NONDESIGNATED SITES. WE REVIEWED A NUMBER OF CASE STUDIES COVERING A RANGE OF RESTORATION APPROACHES USED IN DIFFERENT PARTS OF WESTERN EUROPE. WE FOUND THAT PUBLISHED EVIDENCE OF RESTORATION PROGRESS WAS LIMITED TO SPECIFIC SITES/AREAS, AND IN MANY CASES LACKED BASELINE MEASUREMENTS AND CLEAR GOALS, THAT IS, MEASURABLE TARGET OR CONTEMPORARY REFERENCE(S). WE DISCUSS BARRIERS AND OPPORTUNITIES TO TURN THE TIDE FOR PEATLAND RESTORATION IN WESTERN EUROPE AND PROMOTE THE ESTABLISHMENT OF ROBUST, STANDARDIZED MONITORING SCHEMES.","AN OVERVIEW OF THE PROGRESS AND CHALLENGES OF PEATLAND RESTORATION IN WESTERN EUROPE","RESTORATION ECOLOGY","REVIEW","MAR",2017,"10.1111/rec.12415","ECOLOGY","WOS:000399303100015"
"20","BOZKURT S, 2001, EARTH-SCI REV","BOZKURT S;LUCISANO M;MORENO L;NERETNIEKS I","A SURVEY OF THE EXISTING STUDIES ON PEAT AND ITS DECOMPOSITION PROCESSES IS PRESENTED WITH THE AIM TO CHARACTERISE THE LONG-TERM BEHAVIOUR OF PEAT ACCUMULATING SYSTEMS. THE CHEMICAL AND PHYSICAL CHARACTERISTICS OF PEAT TOGETHER WITH ITS ACCUMULATION AND DECAY PROCESSES HAVE BEEN ANALYSED. PEAT IS AN ACIDIC MIXTURE OF DEAD AND DECOMPOSED. MAINLY VEGETABLE, MATTER FORMED IN BOGGY AREAS; IT IS THE YOUNGEST AND LEAST ALTERED COMPONENT OF THE COMBUSTIBLE ROCKS AND IS CHARACTERISED BY THE LOWEST CONTENT OF FIXED CARBON AND THE HIGHEST CONTENT OF VOLATILE CONSTITUENTS. PEAT IS FORMED BY DEGENERATION PROCESSES UNDER EXCLUSION OF ATMOSPHERIC OXYGEN BY THE ACTION OF WATER; THE SPEED OF FORMATION DEPENDS UPON THE CLIMATIC AND ENVIRONMENTAL CONDITIONS. IN MOST PEATLANDS TWO LAYERS CAN BE CHARACTERISED: THE AEROBIC ACROTELM AND THE ANAEROBIC CATOTELM, THEIR RELATIVE IMPORTANCE BEING CONTROLLED MAINLY BY THE POSITION OF THE WATER TABLE. IN THE ACROTELM THE AEROBIC PROCESSES ARE RESPONSIBLE FOR THE LOSS OF UP TO 90% OF THE ORIGINAL MASS, DEGENERATION IN THE ACIDIC AND ANAEROBIC CATOTELM IS STILL IMPERFECTLY CHARACTERISED EVEN THOUGH THE CATOTELM IS THE REAL SITE OF PEAT ACCUMULATION. MOST OF THE RECENT LITERATURE CONSIDERS PEAT AS COMPOSED OF EASILY DEGRADABLE COMPOUNDS, E.G. POLYSACCHARIDES. AND RECALCITRANT MATTER (LIGNIN AND COMPLEX AROMATICS). THE LONE-TERM DESTINY OF PEAT HAS NOT BEEN SUFFICIENTLY CHARACTERISED: ALTHOUGH IN A LARGE MAJORITY OF CASES IT SEEMS PROBABLE THAT PEAT DECOMPOSES COMPLETELY (EVEN THOUGH SLOWLY) PROVIDED THAT IT IS GIVEN A SUFFICIENTLY LONG RESIDENCE RIME IN THE CATOTELM, SOME CASES CAN STILL BE INTERPRETED AS EXAMPLES OF SIMPLE ACCUMULATION. THE RATES OF INFLUX OF OXYGEN AND HENCE THE DEGRADATION OF ORGANIC MATTER INTO BOTH SATURATED AND PARTIALLY SATURATED PEAT HAVE BEEN ESTIMATED. THE DEPLETION RATE IS ABOUT 4500 G M(-1) YEAR(-1) FOR PARTIALLY SATURATED PEAT. THE AVERAGE DEPLETION RATE OF THE PEAT FOR THIS CASE WILL THEN BE SUCH THAT IT WILL TAKE ON THE ORDER OF 5 TO 50 YEARS TO DEGRADE HALF OF THE ORGANICS IN A 10 CM PARTIALLY SATURATED LAYER. FOR THE WATER-SATURATED CASE THE DEPLETION RATE VARIES BETWEEN 8 AND 12 G M(-2) YEAR(-1), WHICH IS CONSIDERABLY LOWER THAN IN THE PARTIALLY SATURATED REGION. THE MODELS USED TO ANALYSE THE FIELD AND LABORATORY DATA ON GENERATION, DIFFUSION AND EMISSION OF METHANE AND CARBON DIOXIDE INDICATE THAT LABORATORY DATA AND FIELD OBSERVATIONS AGREE REASONABLY WELL. IT IS SUGGESTED THAT PEAT-ACCUMULATING ECOSYSTEMS MAY BE VALUABLE NATURAL ANALOGUES FOR THE STUDY OF THE LONG-TERM DESTINY OF INDUSTRIAL AND MUNICIPAL SOLID WASTES. ACCURATE STUDIES OF ACTIVE MIRES TOGETHER WITH AN AD HOC REVIEW OF THE EXISTING LITERATURE GIVE VALUABLE INSIGHTS IN THIS PROBLEM. PEATLANDS MIGHT THEN BE CONSIDERED AS ORGANIC WASTE DEPOSITION EXPERIMENTS LASTING UP TO SEVERAL THOUSANDS YEARS. (C) 2001 ELSEVIER SCIENCE B.V. ALL RIGHTS RESERVED.","PEAT AS A POTENTIAL ANALOGUE FOR THE LONG-TERM EVOLUTION IN LANDFILLS","EARTH-SCIENCE REVIEWS","REVIEW","MAR",2001,"10.1016/S0012-8252(00)00036-2","GEOSCIENCES, MULTIDISCIPLINARY","WOS:000168159000003"
