"","Short_name","Authors","Abstract","Title","Source","DocumentType","PubDate","PubYear","DoI","WoSCat","WoSID"
"153","HE HX, 2016, ECOL MODEL","HE HX;JANSSON PE;SVENSSON M;MEYER A;KLEMEDTSSON L;KASIMIR A","HIGH NITROUS OXIDE (N2O) EMISSIONS HAVE BEEN IDENTIFIED IN HEMIBOREAL FORESTS IN ASSOCIATION WITH DRAINING ORGANIC SOILS. HOWEVER, THE SPECIFIC CONTROLLING FACTORS THAT REGULATE THE EMISSIONS REMAIN UNCLEAR. TO EXAMINE THE IMPORTANCE OF DIFFERENT FACTORS AFFECTING N2O EMISSIONS IN A SPRUCE FOREST ON DRAINED ORGANIC SOIL, A PROCESS-BASED MODEL, COUPMODEL, WAS CALIBRATED USING THE GENERALIZED LIKELIHOOD UNCERTAINTY ESTIMATION (GLUE) METHOD. THE CALIBRATION ALSO AIMS TO ESTIMATE PARAMETER DENSITY DISTRIBUTIONS, THE COVARIANCE MATRIX OF ESTIMATED PARAMETERS AND THE CORRELATION BETWEEN PARAMETERS AND VARIABLES INFORMATION, USEFUL WHEN APPLYING THE MODEL ON OTHER PEAT SOIL SITES AND FOR FURTHER MODEL IMPROVEMENTS. THE CALIBRATED MODEL REPRODUCED MOST OF THE HIGH RESOLUTION DATA (TOTAL NET RADIATION, SOIL TEMPERATURE, GROUNDWATER LEVEL, NET ECOSYSTEM EXCHANGE, ETC.) VERY WELL, AS WELL AS CUMULATIVE MEASURED N2O EMISSIONS (SIMULATED 8.7 +/- 1.1 KG N2O HA(-1) YEAR(-1) (N =97); MEASURED 8.7 +/- 2.7 KG N2O HA(-1) YEAR(-1) (N = 6)), BUT DID NOT CAPTURE EVERY MEASURED PEAK. PARAMETER UNCERTAINTIES WERE REDUCED AFTER CALIBRATION, IN WHICH 16 OUT OF 20 PARAMETERS CHANGED FROM UNIFORM DISTRIBUTIONS INTO NORMAL DISTRIBUTIONS OR LOG NORMAL DISTRIBUTIONS. FOUR PARAMETERS DESCRIBING BYPASS WATER FLOW, OXYGEN DIFFUSION AND SOIL FREEZING CHANGED SIGNIFICANTLY AFTER CALIBRATION. INTER-CONNECTIONS AND CORRELATIONS BETWEEN MANY CALIBRATED PARAMETERS AND VARIABLES REFLECT THE COMPLEX AND INTERRELATED NATURE OF PEDOSPHERE, BIOSPHERE AND ATMOSPHERE INTERACTIONS. THIS ALSO HIGHLIGHTS THE NEED TO CALIBRATE A NUMBER OF PARAMETERS SIMULTANEOUSLY. MODEL SENSITIVITY ANALYSIS INDICATED THAT N2O EMISSIONS DURING GROWING SEASONS ARE CONTROLLED BY COMPETITION BETWEEN PLANTS AND MICROBES FOR NITROGEN, WHILE DURING THE WINTER SEASON SNOW MELT PERIODS ARE IMPORTANT. OUR RESULTS ALSO INDICATE THAT N2O IS MAINLY PRODUCED IN THE CAPILLARY FRINGE CLOSE TO THE GROUNDWATER TABLE BY DENITRIFICATION IN THE ANAEROBIC ZONE. WE CONCLUDE THAT, IN AFFORESTED DRAINED PEATLANDS, THE PLANTS AND GROUNDWATER LEVEL HAVE IMPORTANT INFLUENCES ON SOIL N AVAILABILITY, ULTIMATELY CONTROLLING N2O EMISSIONS. (C) 2015 THE AUTHORS. PUBLISHED BY ELSEVIER B.V.","FACTORS CONTROLLING NITROUS OXIDE EMISSION FROM A SPRUCE FOREST ECOSYSTEM ON DRAINED ORGANIC SOIL, DERIVED USING THE COUPMODEL","ECOLOGICAL MODELLING","ARTICLE","FEB 10",2016,"10.1016/j.ecolmodel.2015.10.030","ECOLOGY","WOS:000368866600005"
"154","MCCARTER CPR, 2017, J HYDROL","MCCARTER CPR;PRICE JS","LADDER FEN PEATLANDS HAVE EXCELLENT POTENTIAL FOR WASTEWATER POLISHING AS THEY NATURALLY CONTAIN BOTH OPEN WATER (POOLS) AND SUBSURFACE (PEAT) TREATMENT LANDFORMS; HOWEVER, THERE IS A POOR UNDERSTANDING OF SOLUTE TRANSPORT IN LADDER FENS WITH AND WITHOUT THE INCREASED HYDROLOGICAL LOAD IMPOSED BY WASTEWATER DISCHARGE. TO BETTER UNDERSTAND SOLUTE TRANSPORT IN LADDER FENS UNDER WASTEWATER POLISHING CONDITIONS A CONTINUOUS SOLUTE (NACL) TRACER EXPERIMENT (38 M(3) DAY(-1) OF WATER, CHLORIDE - 47.2 MG L-1, AND SODIUM - 25.3 MG L-1) WAS CONDUCTED DURING THE SUMMER OF 2014 (DAY OF YEAR 192-243) IN A SMALL LADDER FEN IN THE JAMES BAY LOWLAND. THE TRANSMISSIVITY DISTRIBUTION AND EFFECTIVE POROSITY (AVERAGE 0.5) OF THE PEAT RIBS WERE DETERMINED THROUGH REPEATED BAIL TESTS AND THE DRAINABLE POROSITY OF 18 PEAT CORES AT -100 MB, RESPECTIVELY. WATER SAMPLES WERE TAKEN AT LEAST EVERY 7 DAYS TO CAPTURE THE SOLUTE (SODIUM AND CHLORIDE) PLUMES. BOTH SOLUTE PLUMES NEVER REACHED THE SITE OUTFLOW SIMILAR TO 250 M DOWNGRADIENT) AND DISPLAYED COMPLEX PLUME MORPHOLOGY, TYPICALLY FOLLOWING THE PATTERNS OF HIGHER HYDRAULIC CONDUCTIVITY WITHIN THE UPPER 0.1 M OF THE SATURATED PEAT, RATHER THAN THE MICROTOPOGRAPHY. BASED ON THE 50% BREAKTHROUGH ISOTHERMS, SODIUM AND CHLORIDE WERE TRANSPORTED AT AN AVERAGE SOLUTE VELOCITY OF 1.9 AND 1.1 M DAY(-1), RESPECTIVELY (AVERAGE LINEAR GROUNDWATER VELOCITY = 2.1 M DAY(-1)); THUS, THE SOLUTES WERE RETARDED BY A FACTOR OF 2.1 AND 1.2 FOR SODIUM AND CHLORIDE, RESPECTIVELY. DUE TO THE INHERENT RETARDATION OF SOLUTES INTO INACTIVE PORES AND RELATIVELY HIGH SOLUTE RESIDENCE TIMES, THIS STUDY DEMONSTRATES THE POTENTIAL FOR WASTEWATER POLISHING IN LADDER FENS. (C) 2017 ELSEVIER B.V. ALL RIGHTS RESERVED.","THE TRANSPORT DYNAMICS OF CHLORIDE AND SODIUM IN A LADDER FEN DURING A CONTINUOUS WASTEWATER POLISHING EXPERIMENT","JOURNAL OF HYDROLOGY","ARTICLE","JUN",2017,"10.1016/j.jhydrol.2017.04.033","ENGINEERING, CIVIL; GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES","WOS:000403855500044"
"155","PAAL J, 2016, MIRES PEAT","PAAL J;JURJENDAL I;SUIJA A;KULL A","THE EXTENT OF DRAINAGE IMPACT WAS STUDIED IN FIVE TRANSITIONAL MIRES ALONG A HYDROSEQUENCE. THE PRINCIPAL ENVIRONMENTAL VARIABLES DRIVEN BY DRAINAGE ARE THE MINIMUM WATER LEVEL IN THE PEAT LAYER, TOGETHER WITH THE DRY MATTER AND TOTAL-N CONTENTS OF PEAT. THE DRAWDOWN EFFECT OF A CUTOFF DITCH (INTERCEPTING SURFACE AND SUBSURFACE FLOW) ON THE MINIMUM WATER LEVEL EXTENDS TO A DISTANCE OF 250-320 M. PEAT WATER LEVELS ABOVE -50 CM ARE ASSOCIATED WITH A SHARP INCREASE IN SPHAGNUM COVER, AND THE PERCENTAGE OF BOG-SPECIFIC SPECIES INCREASES MARKEDLY WHEN THE MINIMUM WATER LEVEL IS HIGHER THAN -25 CM. THE GIRTHS AND HEIGHTS OF TREES AND CANOPY CLOSURE OF THE TREE LAYER DECREASE RAPIDLY UP TO A DISTANCE OF 200 M FROM THE CUTOFF DITCH. NEGATIVE IMPACTS OF THE CUTOFF DITCH ON THE CANOPY COVER AND AVERAGE HEIGHT OF TREES, ESTIMATED USING LIDAR DATA, CAN BE FOLLOWED FOR DISTANCES UP TO 400 M AND 350 M, RESPECTIVELY. THE DENSITY AND HEIGHT OF SHRUB STEMS START TO INCREASE AT A DISTANCE OF 16 M AND CONTINUE TO INCREASE UP TO 400 M FROM THE CUTOFF DITCH. THE PERCENTAGE OF BOG-SPECIFIC SPECIES INCREASES UP TO A DISTANCE OF 100 M, WHILST THE PERCENTAGE OF FEN-SPECIFIC SPECIES BEGINS TO DECREASE REMARKABLY AT A DISTANCE OF ABOUT 200 M FROM THE CUTOFF DITCH.","IMPACT OF DRAINAGE ON VEGETATION OF TRANSITIONAL MIRES IN ESTONIA","MIRES AND PEAT","ARTICLE",NA,2016,"10.19189/MaP.2015.OMB.183","ENVIRONMENTAL SCIENCES","WOS:000388384500002"
"156","STENBERG L, 2016, EARTH SURF PROC LAND","STENBERG L;TUUKKANEN T;FINER L;MARTTILA H;PIIRAINEN S;KLOVE B;KOIVUSALO H","ANTHROPOGENIC ACTIVITIES ON PEATLANDS, SUCH AS DRAINAGE, CAN INCREASE SEDIMENT TRANSPORT AND DEPOSITION DOWNSTREAM RESULTING IN HARMFUL ECOLOGICAL IMPACTS. THE OBJECTIVE OF THIS STUDY WAS TO QUANTIFY CHANGES IN EROSION/DEPOSITION QUANTITIES AND SURFACE ROUGHNESS IN PEATLAND FOREST DITCHES BY MEASURING CHANGES IN DITCH CROSS-SECTIONS AND SURFACE MICROTOPOGRAPHY WITH TWO ALTERNATIVE METHODS: MANUAL PIN METER AND TERRESTRIAL LASER SCANNING (TSL). THE METHODS WERE APPLIED TO A PEAT DITCH AND A DITCH WITH A THIN PEAT LAYER OVERLAYING EROSION SENSITIVE MINERAL SOIL WITHIN A PERIOD OF TWO YEARS FOLLOWING DITCH CLEANING. THE RESULTS SHOWED THAT EROSION WAS GREATER IN THE DITCH WITH EXPOSED MINERAL SOIL THAN IN THE PEAT DITCH. THE TWO METHODS REVEALED RATHER SIMILAR ESTIMATES OF EROSION AND DEPOSITION FOR THE DITCH WITH THE THIN PEAT LAYER WHERE CROSS-SECTIONAL CHANGES WERE LARGE, WHEREAS THE RESULTS FOR SMALLER SCALE EROSION AND DEPOSITION AT THE PEAT DITCH DIFFERED. THE TLS-BASED EROSION AND DEPOSITION QUANTITIES DEPENDED ON THE SIZE OF THE SAMPLING WINDOW USED IN THE ESTIMATIONS. SURFACE ROUGHNESS WAS SMALLER WHEN CALCULATED FROM THE PIN METER DATA THAN FROM THE TLS DATA. BOTH METHODS INDICATED THAT ROUGHNESS INCREASED IN THE BANKS OF THE DITCH WITH A THIN PEAT LAYER. TLS DATA SHOWED INCREASED ROUGHNESS ALSO IN THE PEAT DITCH. THE INCREASE IN SURFACE ROUGHNESS WAS ATTRIBUTED TO EROSION AND GROWTH OF VEGETATION. BOTH METHODS WERE SUITABLE FOR THE MEASUREMENTS OF SURFACE ROUGHNESS AND MICROTOPOGRAPHY AT THE DITCH CROSS-SECTION SCALE, BUT THE APPLICABILITY, RIGOUR, AND EASE OF ACQUISITION OF TLS DATA WERE MORE EVIDENT. THE MAIN DISADVANTAGE OF THE TLS INSTRUMENT (LEICA SCANSTATION 2) COMPARED WITH PIN METER WAS THAT EVEN A SHALLOW LAYER OF HUMIC (DARK BROWN) WATER PREVENTED DETECTION OF THE DITCH BED. THE GEOMORPHOLOGICAL POTENTIAL OF THE METHODS WAS SHOWN TO BE LIMITED TO DETECTION OF SURFACE ELEVATION CHANGES >SIMILAR TO 0.1 M. COPYRIGHT (C) 2016 JOHN WILEY & SONS, LTD.","EVALUATION OF EROSION AND SURFACE ROUGHNESS IN PEATLAND FOREST DITCHES USING PIN METER MEASUREMENTS AND TERRESTRIAL LASER SCANNING","EARTH SURFACE PROCESSES AND LANDFORMS","ARTICLE","AUG",2016,"10.1002/esp.3897","GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY","WOS:000380886400001"
"157","BELL MC, 2018, GEODERMA","BELL MC;RITSON JP;VERHOEF A;BRAZIER RE;TEMPLETON MR;GRAHAM NJD;FREEMAN C;CLARK JM","CHANGES TO CLIMATE ARE PROJECTED OVER THE NEXT 50 YEARS FOR MANY PEATLAND AREAS. AS DECOMPOSITION OF PEAT FORMING VEGETATION IS LIKELY TO BE INTRINSICALLY LINKED TO THESE CHANGES IN CLIMATE, A CLEAR UNDERSTANDING OF CLIMATE-PEAT DYNAMICS IS REQUIRED. THERE IS CONCERN THAT INCREASED TEMPERATURE AND DECREASED PRECIPITATION COULD INCREASE THE RATE OF DECOMPOSITION AND PUT THE CARBON SINK STATUS OF MANY PEATLANDS AT RISK, YET FEW STUDIES HAVE EXAMINED THE IMPACT OF BOTH CLIMATIC FACTORS TOGETHER. TO BETTER UNDERSTAND THE SENSITIVITY OF PEATLAND DECOMPOSITION TO CHANGES IN BOTH TEMPERATURE AND PRECIPITATION AND THEIR INTERACTION, WE CONDUCTED A SHORT-TERM LABORATORY EXPERIMENT IN WHICH PLANT LITTERS AND PEAT SOIL WERE INCUBATED, IN ISOLATION, IN A FACTORIAL DESIGN. TREATMENTS SIMULATED BASELINE AND PROJECTED CLIMATE AVERAGES DERIVED FROM THE LATEST UK CLIMATE CHANGE PROJECTIONS (UKCP09) FOR EXMOOR, A CLIMATICALLY MARGINAL PEATLAND IN SW ENGLAND. REGULAR CARBON DIOXIDE FLUX MEASUREMENTS WERE MADE THROUGHOUT THE SIMULATION, AS WELL AS TOTAL MASS LOSS AND TOTAL DISSOLVED ORGANIC CARBON (DOC) LEACHED. THE LARGEST EFFECT ON CARBON LOSS IN THIS MULTIFACTOR EXPERIMENT WAS FROM SUBSTRATE, WITH SPHAGNUM/PEAT RELEASING SIGNIFICANTLY LESS C IN TOTAL DURING THE EXPERIMENT THAN DWARF SHRUBS/GRAMINOIDS. CLIMATE EFFECTS WERE SUBSTRATE SPECIFIC, WITH THE DRIER RAINFALL TREATMENT INCREASING THE DOC LEACHING FROM CALLUM, BUT DECREASING IT FROM SPHAGNUM. PARTITIONING BETWEEN CO2 AND DOC WAS ALSO AFFECTED BY CLIMATE, BUT ONLY FOR THE PEAT AND SPHAGNUM SAMPLES, WHERE THE FUTURE CLIMATE SCENARIOS (WARMER AND DRIER) RESULTED IN A GREATER PROPORTION OF C LOST IN GASEOUS FORM. THESE RESULTS SUGGEST THAT INDIRECT EFFECTS OF CLIMATE THROUGH CHANGES IN SPECIES COMPOSITION IN PEATLANDS COULD ULTIMATELY TURN OUT TO BE MORE IMPORTANT FOR LITTER DECOMPOSITION THAN DIRECT EFFECTS OF CLIMATE CHANGE FROM INCREASED TEMPERATURES AND DECREASED RAINFALL.","SENSITIVITY OF PEATLAND LITTER DECOMPOSITION TO CHANGES IN TEMPERATURE AND RAINFALL","GEODERMA","ARTICLE","DEC 1",2018,"10.1016/j.geoderma.2018.06.002","SOIL SCIENCE","WOS:000439675200004"
"158","RITSON JP, 2017, BIOGEOSCIENCES","RITSON JP;BRAZIER RE;GRAHAM NJD;FREEMAN C;TEMPLETON MR;CLARK JM","DROUGHT CONDITIONS ARE EXPECTED TO INCREASE IN FREQUENCY AND SEVERITY AS THE CLIMATE CHANGES, REPRESENTING A THREAT TO CARBON SEQUESTERED IN PEAT SOILS. DOWNSTREAM WATER TREATMENT WORKS ARE ALSO AT RISK OF REGULATORY COMPLIANCE FAILURES AND HIGHER TREATMENT COSTS DUE TO THE INCREASE IN RIVERINE DISSOLVED ORGANIC CARBON (DOC) OFTEN OBSERVED AFTER DROUGHTS. MORE FREQUENT DROUGHTS MAY ALSO SHIFT DOMINANT VEGETATION IN PEATLANDS FROM SPHAGNUM MOSS TO MORE DROUGHT-TOLERANT SPECIES. THIS PAPER EXAMINES THE IMPACT OF DROUGHT ON THE PRODUCTION AND TREATABILITY OF DOC FROM FOUR VEGETATION LITTERS (CALLUNA VULGARIS, JUNCUS EFFUSUS, MOLINIA CAERULEA AND SPHAGNUM SPP.) AND A PEAT SOIL. WE FOUND THAT MILD DROUGHTS CAUSED A 39.6% INCREASE IN DOC PRODUCTION FROM PEAT AND THAT PEAT DOC THAT HAD BEEN EXPOSED TO OXYGEN WAS HARDER TO REMOVE BY CONVENTIONAL WATER TREATMENT PROCESSES (COAGULATION/FLOCCULATION). DROUGHT HAD NO EFFECT ON THE AMOUNT OF DOC PRODUCTION FROM VEGETATION LITTERS; HOWEVER LARGE VARIATION WAS OBSERVED BETWEEN TYPICAL PEATLAND SPECIES (SPHAGNUM AND CALLUNA) AND DROUGHT-TOLERANT GRASSLAND SPECIES (JUNCUS AND MOLINIA), WITH THE LATTER PRODUCING MORE DOC PER UNIT WEIGHT. THIS WOULD THEREFORE SUGGEST THE INCREASE IN RIVERINE DOC OFTEN OBSERVED POST-DROUGHT IS DUE ENTIRELY TO SOIL MICROBIAL PROCESSES AND DOC SOLUBILITY RATHER THAN LITTER LAYER EFFECTS. LONG-TERM SHIFTS IN SPECIES DIVERSITY MAY, THEREFORE, BE THE MOST IMPORTANT IMPACT OF DROUGHT ON LITTER LAYER DOC FLUX, WHEREAS PULSES RELATED TO DROUGHT MAY BE OBSERVED IN PEAT SOILS AND ARE LIKELY TO BECOME MORE COMMON IN THE FUTURE. THESE RESULTS PRO-VIDE EVIDENCE IN SUPPORT OF CATCHMENT MANAGEMENT WHICH INCREASES THE RESILIENCE OF PEAT SOILS TO DROUGHT, SUCH AS DITCH BLOCKING TO RAISE WATER TABLES.","THE EFFECT OF DROUGHT ON DISSOLVED ORGANIC CARBON (DOC) RELEASE FROM PEATLAND SOIL AND VEGETATION SOURCES","BIOGEOSCIENCES","ARTICLE","JUN 16",2017,"10.5194/bg-14-2891-2017","ECOLOGY; GEOSCIENCES, MULTIDISCIPLINARY","WOS:000403787100002"
"159","HOLDEN J, 2017, HYDROL PROCESS","HOLDEN J;GREEN SM;BAIRD AJ;GRAYSON RP;DOOLING GP;CHAPMAN PJ;EVANS CD;PEACOCK M;SWINDLES G","DITCH BLOCKING IN BLANKET PEATLANDS IS COMMON AS PART OF PEATLAND RESTORATION. THE EFFECTS OF DITCH BLOCKING ON FLOW REGIMES AND NEARBY WATER TABLES WERE EXAMINED IN A FIELD TRIAL. AFTER AN INITIAL 6-MONTH MONITORING PERIOD, EIGHT DITCHES HAD PEAT DAMS INSTALLED 10M APART ALONG THEIR ENTIRE LENGTH (DAMMED), FOUR OF THESE DITCHES WERE ALSO PARTIALLY INFILLED THROUGH BANK REPROFILING (REPROFILED). FOUR DITCHES WERE LEFT OPEN WITH NO DAMS OR REPROFILING (OPEN). THESE 12 DITCHES AND THE SURROUNDING PEAT WERE MONITORED FOR 4MORE YEARS. AN INITIAL FIVE-FOLD REDUCTION IN DISCHARGE OCCURRED IN THE DAMMED AND THE REPROFILED DITCHES WITH THE DISPLACED WATER BEING DIVERTED TO OVERLAND FLOW AND PATHWAYS AWAY FROM THE DITCHES. HOWEVER, THERE WAS A GRADUAL CHANGE OVER TIME IN DITCH FLOW REGIME IN SUBSEQUENT YEARS, WITH THE OVERALL VOLUME OF WATER LEAVING THE DAMMED AND THE REPROFILED DITCHES INCREASING PER UNIT OF RAINFALL TO AROUND TWICE THAT WHICH OCCURRED IN THE FIRST YEAR AFTER BLOCKING. HENCE, MONITORING FOR GREATER THAN ONE YEAR IS IMPORTANT FOR UNDERSTANDING HYDROLOGICAL IMPACTS OF PEATLAND RESTORATION. OVERLAND FLOW AND FLOW IN THE UPPER SIMILAR TO 4CM OF PEAT WAS COMMON AND OCCURRED IN THE INTER-DITCH AREAS FOR OVER HALF OF THE TIME AFTER DITCH BLOCKING. THERE WAS STRONG EVIDENCE THAT TOPOGRAPHIC BOUNDARIES OF SMALL DITCH CATCHMENTS, DESPITE BEING DEFINED USING A HIGH-RESOLUTION LIGHT DETECTION AND RANGING-BASED TERRAIN MODEL, WERE NOT ALWAYS EQUIVALENT TO ACTUAL CATCHMENT AREAS. HENCE, CAUTION IS NEEDED WHEN UPSCALING AREA-BASED FLUXES, SUCH AS AQUATIC CARBON FLUXES, FROM SMALLER SCALE STUDIES INCLUDING THOSE USING DITCHES AND SMALL STREAMS. THE EFFECT OF DITCH BLOCKING ON LOCAL WATER TABLES WAS SPATIALLY HIGHLY VARIABLE BUT SMALL OVERALL (TIME-WEIGHTED MEAN EFFECT <2CM). PRACTITIONERS SEEKING TO RAISE WATER TABLES THROUGH PEATLAND RESTORATION SHOULD FIRST BE INFORMED EITHER BY PRIOR MEASUREMENT OF WATER TABLES OR BY SPATIAL MODELLING TO SHOW WHETHER THE PEATLAND ALREADY HAS SHALLOW WATER TABLES OR WHETHER THERE ARE LOCATIONS THAT COULD POTENTIALLY UNDERGO LARGE WATER-TABLE RECOVERIES.","THE IMPACT OF DITCH BLOCKING ON THE HYDROLOGICAL FUNCTIONING OF BLANKET PEATLANDS","HYDROLOGICAL PROCESSES","ARTICLE","JAN",2017,"10.1002/hyp.11031","WATER RESOURCES","WOS:000393558900003"
"160","VALDIVIA-GARCIA M, 2016, SCI REP-UK","VALDIVIA-GARCIA M;WEIR P;FROGBROOK Z;GRAHAM DW;WERNER D","TRIHALOMETHANES (THMS) ARE CONDITIONALLY CARCINOGENIC COMPOUNDS FORMED DURING CHLORINE DISINFECTION IN WATER TREATMENT PROCESSES AROUND THE WORLD. THMS OCCUR ESPECIALLY WHEN SOURCE WATERS ARE SUBJECT TO MARINE INFLUENCES, HIGH AND-OR REGULAR PRECIPITATION, AND ELEVATED LEVELS OF ORGANIC MATTER. THMS FORMATION IS THEN ROOTED IN GEOGRAPHIC, OPERATIONAL AND CLIMATIC FACTORS, THE RELATIVE IMPORTANCE OF WHICH CAN ONLY BE DERIVED FROM LARGE DATASETS AND MAY CHANGE IN THE FUTURE. NINETY THREE FULL-SCALE SCOTTISH WATER TREATMENT PLANTS (WTPS) WERE ASSESSED FROM JAN 2011 TO JAN 2013 TO IDENTIFY FACTORS THAT PROMOTE THMS FORMATION. CORRELATION ANALYSIS SHOWED THAT AMBIENT TEMPERATURE WAS THE PRIMARY THMS FORMATION PREDICTOR IN POTABLE WATER (R(2) = 0.66, P < 0.05) AND WATER DISTRIBUTION SYSTEMS (R(2) = 0.43, P = 0.04), WHILE DISSOLVED ORGANIC CARBON (R(2) = 0.55, P < 0.001) AND CHLORIDE (INDICATING MARINE INFLUENCE; R(2) = 0.41, P < 0.001) ALSO AFFECTED THMS FORMATION. GIS MAPPING OF MEDIAN THMS LEVELS INDICATED BROMINATED THMS WERE MOST PREVALENT IN COASTAL AREAS AND ON ISLANDS. THIS REAL-WORLD DATASET CONFIRMS BOTH GEOGRAPHIC AND CLIMATIC FACTORS ARE KEY TO THMS FORMATION. IF AMBIENT TEMPERATURES INCREASE, THMS CONTROL WILL BECOME MORE CHALLENGING, SUBSTANTIATING CONCERNS ABOUT THE IMPACT OF GLOBAL WARMING ON WATER QUALITY.","CLIMATIC, GEOGRAPHIC AND OPERATIONAL DETERMINANTS OF TRIHALOMETHANES (THMS) IN DRINKING WATER SYSTEMS","SCIENTIFIC REPORTS","ARTICLE","OCT 20",2016,"10.1038/srep35027","MULTIDISCIPLINARY SCIENCES","WOS:000385766900001"
"161","WARD ND, 2019, LIMNOL OCEANOGR LETT","WARD ND;MORRISON ES;LIU YN;RIVAS-UBACH A;OSBORNE TZ;OGRAM AV;BIANCHI TS","HERE, WE EXAMINE HOW MARINE MICROBIAL COMMUNITIES RESPOND WHEN DISSOLVED ORGANIC MATTER (DOM) IS MOBILIZED FROM COASTAL WETLANDS. BIOLOGICAL TRANSFORMATIONS OF THIS DOM MAY INCREASE IN THE PRESENCE OF REACTIVE SUBSTRATES, SUCH AS ALGAL-DERIVED DOM (ADOM) IN THE COASTAL ZONEA PROCESS KNOWN AS PRIMING. WE PERFORMED LABORATORY EXPERIMENTS EXAMINING TRANSFORMATIONS OF DOM DERIVED FROM COASTAL WETLAND PEAT (PDOM) WITH AND WITHOUT THE PRESENCE ADOM. ASSOCIATED SHIFTS IN MICROBIAL COMMUNITY COMPOSITION AND FUNCTIONAL GENE ABUNDANCE WERE MEASURED TO EVALUATE MECHANISMS OF PRIMING EFFECTS. ADOM PRESENCE STIMULATED CO2 PRODUCTION WHEN COMPARED TO THE SEAWATER CONTROL, WHICH WAS FURTHER ENHANCED IN THE COPRESENCE OF PDOM. DOM CHARACTERIZATION SHOWED A SUBSTANTIAL DIFFERENCE IN FEATURES PRESENT AT THE END OF THE INCUBATION WHEN PDOM WAS PRESENT WITH AND WITHOUT ADOM, WHILE METAGENOMIC SEQUENCING INDICATED SHIFTS IN MICROBIAL COMMUNITY COMPOSITION AND IDENTIFIED 23 UNIQUE FUNCTIONAL GENES ASSOCIATED WITH PATHWAYS FOR THE BREAKDOWN OF AROMATIC COMPOUNDS.","MARINE MICROBIAL COMMUNITY RESPONSES RELATED TO WETLAND CARBON MOBILIZATION IN THE COASTAL ZONE","LIMNOLOGY AND OCEANOGRAPHY LETTERS","ARTICLE","FEB",2019,"10.1002/lol2.10101","LIMNOLOGY; MARINE & FRESHWATER BIOLOGY; OCEANOGRAPHY","WOS:000456141200004"
"162","GARNETT MH, 2016, ECOHYDROLOGY-a","GARNETT MH;GULLIVER P;BILLETT MF","PEATLAND STREAMS TYPICALLY CONTAIN HIGH METHANE CONCENTRATIONS AND ACT AS CONDUITS FOR THE RELEASE OF THIS GREENHOUSE GAS TO THE ATMOSPHERE. RADIOCARBON ANALYSIS PROVIDES A UNIQUE TRACER THAT CAN BE USED TO IDENTIFY THE METHANE SOURCE, AND QUANTIFY THE TIME ELAPSED BETWEEN CARBON FIXATION AND RETURN TO THE ATMOSPHERE AS CH4. FEW STUDIES - THOSE THAT HAVE FOCUS LARGELY ON SITES WITH BUBBLE (EBULLITION) EMISSIONS - HAVE INVESTIGATED THE C-14 AGE OF METHANE IN SURFACE WATERS BECAUSE OF THE DIFFICULTY IN COLLECTING SUFFICIENT CH4 FOR ANALYSIS. HERE, WE DESCRIBE NEW SAMPLING METHODS FOR THE COLLECTION OF CH4 SAMPLES FROM CH4-OVERSATURATED PEATLAND STREAMS FOR RADIOCARBON ANALYSIS. WE REPORT THE RESULTS OF A SUITE OF TESTS, INCLUDING USING METHANE C-14 STANDARDS AND REPLICATED FIELD MEASUREMENTS, TO VERIFY THE METHODS. THE METHODS ARE NOT RESTRICTED TO EBULLITION SITES, AND CAN BE APPLIED TO PEATLAND STREAMS WITH LOWER METHANE CONCENTRATIONS. WE REPORT THE C-14 AGE OF METHANE EXTRACTED FROM SURFACE WATER SAMPLES (4-13L) AT TWO CONTRASTING LOCATIONS IN A TEMPERATE RAISED PEAT BOG. RESULTS INDICATE SUBSTANTIAL SPATIAL VARIATION WITH AGES RANGING FROM 400 (DITCH IN AFFORESTED PEATLAND) TO 3000YEARS BP (BOG PERIMETER STREAM). THESE CONTRASTING AGES SUGGEST THAT METHANE IN STREAM WATER CAN BE DERIVED FROM A WIDE RANGE OF PEAT DEPTHS. THIS NEW METHOD PROVIDES A RAPID (10-15MIN PER SAMPLE) AND CONVENIENT APPROACH, WHICH SHOULD MAKE (CH4)-C-14 DATING OF SURFACE WATER MORE ACCESSIBLE AND LEAD TO AN INCREASED UNDERSTANDING OF CARBON CYCLING WITHIN THE SOIL-WATER-ATMOSPHERE SYSTEM. (C) 2015 THE AUTHORS. ECOHYDROLOGY PUBLISHED BY JOHN WILEY & SONS LTD.","A RAPID METHOD TO COLLECT METHANE FROM PEATLAND STREAMS FOR RADIOCARBON ANALYSIS","ECOHYDROLOGY","ARTICLE","JAN",2016,"10.1002/eco.1617","ECOLOGY; ENVIRONMENTAL SCIENCES; WATER RESOURCES","WOS:000368820200010"
