"","grp","keyword"
"345",6,"matter"
"346",6,"northern sweden"
"347",6,"forest drainage"
"348",6,"lake"
"349",6,"tamarack"
"350",6,"northern quebec"
"351",6,"alberta peatland"
"352",6,"finnish lapland"
"353",6,"norway"
"354",6,"ontario"
"355",6,"solubility"
"356",6,"substrate-temperature"
"357",6,"united-states"
"358",6,"alberta peatlands"
"359",6,"aluminum"
"360",6,"climate change"
"361",6,"community"
"362",6,"intensity"
"363",6,"metals"
"364",6,"minerotrophic peatland"
"365",6,"water-level"
"366",7,"scots pine"
"367",7,"water-level drawdown"
"368",7,"finland"
"369",7,"organic-matter"
"370",7,"boreal"
"371",7,"norway spruce"
"372",7,"soil respiration"
"373",7,"mires"
"374",7,"balance"
"375",7,"methane fluxes"
"376",7,"carbon balance"
"377",7,"co2 exchange"
"378",7,"carbon accumulation"
"379",7,"photosynthesis"
"380",7,"carbon-dioxide exchange"
"381",7,"dioxide exchange"
"382",7,"net primary production"
"383",7,"northern"
"384",7,"biomass equations"
"385",7,"co2 fluxes"
"386",7,"flux measurements"
"387",7,"greenhouse-gas fluxes"
"388",7,"interannual variability"
"389",7,"litter decomposition"
"390",7,"long-term"
"391",7,"accumulation rates"
"392",7,"coniferous forests"
"393",7,"drained pine mires"
"394",7,"eddy covariance"
"395",7,"holocene"
"396",7,"mineral subsoil"
"397",7,"root respiration"
"398",7,"western canada"
"399",7,"acids"
"400",7,"chemical-composition"
"401",7,"ecosystem respiration"
"402",7,"forested peatland"
"403",7,"fungal"
"404",7,"holocene carbon"
"405",7,"leaf-litter"
"406",7,"microbial biomass"
"407",7,"stomatal conductance"
"408",7,"temperature sensitivity"
"409",7,"atmospheric co2"
"410",7,"canopy conductance"
"411",7,"cycle"
"412",7,"deciduous forest"
"413",7,"ecosystem co2 exchange"
"414",7,"fine-root production"
"415",7,"heterotrophic soil respiration"
"416",7,"jack pine"
"417",7,"level drawdown"
"418",7,"mass-loss"
"419",7,"ombrotrophic bogs"
"420",7,"plant biomass"
"421",7,"rhizosphere"
"422",7,"rich fen"
"423",7,"seasonal dynamics"
"424",7,"surface conductance"
"425",7,"table drawdown"
"426",7,"turnover rates"
"427",7,"wood ash application"
"428",8,"lakes"
"429",8,"atmosphere"
"430",8,"dioxide"
"431",8,"boreal catchments"
"432",8,"c-14"
"433",8,"co2 efflux"
"434",8,"doc"
"435",8,"fluorescence spectroscopy"
"436",8,"forested catchments"
"437",8,"humic substances"
"438",8,"inorganic carbon"
"439",8,"radiocarbon"
"440",9,"drainage"
"441",9,"model"
"442",9,"hydrology"
"443",9,"hydraulic conductivity"
"444",9,"basin"
"445",9,"blanket peat"
"446",9,"dissolved organic-matter"
"447",9,"generation"
"448",9,"groundwater"
"449",9,"water-balance"
"450",9,"water-content"
"451",9,"environments"
"452",9,"leaf-area index"
"453",9,"soil-water"
"454",9,"abandoned cutover bog"
"455",9,"active-layer"
"456",9,"components"
"457",9,"ditch network"
"458",9,"groundwater-flow"
"459",9,"latch"
"460",9,"maintenance"
"461",9,"terrestrial carbon"
"462",9,"agricultural field"
"463",10,"carbon"
"464",10,"decomposition"
"465",10,"temperature"
"466",10,"peat"
"467",10,"bog"
"468",10,"wetlands"
"469",10,"northern peatlands"
"470",10,"pine"
"471",10,"respiration"
"472",10,"mineralization"
"473",10,"forests"
"474",10,"land-cover"
"475",10,"litter"
"476",10,"methane production"
"477",10,"nitrous-oxide emissions"
"478",10,"level"
"479",10,"methane emission"
"480",10,"stand"
"481",10,"carbon-cycle"
"482",10,"greenhouse-gas"
"483",10,"logging residue"
"484",10,"permafrost"
"485",10,"sensitivity"
"486",10,"carbon dynamics"
"487",10,"evaporation"
"488",10,"gradient"
"489",10,"hardwood forest"
"490",10,"inventory"
"491",10,"methane exchange"
"492",10,"minnesota"
"493",10,"plants"
"494",10,"resolution"
"495",10,"soil organic-matter"
"496",10,"stable carbon"
"497",10,"age"
"498",10,"bacterial community"
"499",10,"canonical correspondence-analysis"
"500",10,"carbon-isotope discrimination"
"501",10,"chamber system"
"502",10,"early-stage"
"503",10,"emission"
"504",10,"energy fluxes"
"505",10,"extraction method"
"506",10,"fine roots"
"507",10,"forest types"
"508",10,"life-span"
"509",10,"mountains"
"510",10,"pine forest"
"511",10,"ratios"
"512",10,"sar"
"513",10,"soil-nitrogen"
"514",10,"soil-temperature"
"515",10,"temperate"
"516",10,"terrestrial ecosystems"
"517",10,"time-series"
"518",10,"transformation"
"519",10,"turnover"
"520",10,"water repellency"
"521",10,"2 grassland soils"
"522",11,"north-america"
"523",11,"atmospheric deposition"
"524",11,"surface-water chemistry"
"525",11,"neutralizing capacity"
"526",11,"riparian zone"
"527",11,"spring flood"
"528",12,"climate-change"
"529",12,"climate"
"530",12,"northwest-territories"
"531",12,"storage"
"532",12,"discontinuous permafrost"
"533",12,"degradation"
"534",12,"alaska"
"535",12,"connectivity"
"536",12,"continental western canada"
"537",12,"flux"
"538",12,"surface"
"539",12,"fragmentation"
"540",12,"peat plateau"
"541",12,"frequency-response corrections"
"542",12,"northern peatland"
"543",12,"radiation"
"544",12,"snowmelt"
"545",12,"soil carbon"
"546",12,"surface soil-moisture"
"547",12,"synthetic-aperture radar"
"548",12,"thaw"
"549",12,"vegetation history"
"550",13,"germination"
"551",13,"lignin"
"552",13,"roots"
"553",14,"combustion"
"554",14,"coal"
"555",14,"pahs"
"556",14,"sulfur"
"557",15,"aboveground biomass"
"558",15,"airborne lidar"
"559",16,"spruce picea-mariana"
"560",16,"tamarack larix-laricina"
"561",16,"chlorophyll fluorescence"
"562",16,"seasonal-variation"
"563",16,"soil-moisture"
"564",16,"oxygen-transport"
"565",16,"plant-responses"
"566",16,"water relations"
"567",17,"peat swamp forest"
"568",17,"short-term"
"569",17,"actinobacterial communities"
"570",17,"nitrogen deposition"
"571",17,"arbuscular mycorrhizal fungi"
"572",17,"carbon sink"
"573",17,"drawdown"
"574",17,"extramatrical mycelium"
"575",17,"aerobic decomposers"
"576",18,"cesium"
"577",18,"chernobyl accident"
"578",18,"cs-137"
"579",18,"fallout"
"580",18,"lichens"
"581",18,"soil properties"
"582",19,"sites"
"583",19,"disturbance"
"584",19,"bulk-density"
"585",19,"physical-properties"
"586",19,"mortality"
"587",19,"compaction"
"588",19,"media"
"589",19,"particle-size"
"590",19,"selection"
"591",19,"water-retention"
"592",19,"alaskan moose"
"593",20,"distributions"
"594",20,"identification"
"595",20,"associations"
"596",20,"bacterial communities"
"597",20,"fungi"
"598",21,"classification"
"599",21,"products"
"600",21,"air-pollution"
"601",21,"modis"
"602",21,"satellite"
"603",21,"accuracy"
"604",21,"air"
"605",21,"ammonia"
"606",21,"fires"
"607",21,"instrument"
"608",21,"moscow"
"609",22,"optical-properties"
"610",22,"aeronet"
"611",22,"global distribution"
"612",22,"inversion algorithm"
"613",22,"a-train"
"614",22,"aerosol-particles"
"615",22,"agricultural fires"
"616",23,"behavior"
"617",23,"fuzzy ahp"
"618",23,"kathmandu metropolitan city"
"619",23,"vulnerability"
"620",24,"coastal-plain"
"621",24,"late pleistocene"
"622",24,"maputaland"
"623",24,"state"
"624",24,"subsidence"
"625",25,"heavy-metals"
"626",25,"plantations"
"627",25,"fertilizer"
"628",25,"sewage-sludge"
"629",25,"acid digestion"
"630",26,"climatic-change"
"631",26,"fens"
"632",26,"swamp"
"633",27,"jura mountains"
"634",27,"geochemistry"
"635",27,"northern poland"
"636",27,"rare-earth-elements"
"637",27,"switzerland"
"638",27,"trace-elements"
"639",28,"central bohemia"
"640",28,"continental basins"
"641",28,"paleoecology"
"642",28,"swamp vegetation"
"643",28,"usa"
"644",28,"age herrin coal"
"645",29,"foliar responses"
"646",29,"volatilization"
"647",30,"16s ribosomal-rna"
"648",30,"acidic sphagnum-peat"
"649",30,"acidobacteria"
