"","grp","label"
"35",3,"CARBON STOCK CHANGES OF FOREST LAND IN FINLAND UNDER DIFFERENT LEVELS OF WOOD USE AND CLIMATE CHANGE"
"36",3,"DRAINAGE DITCHES FACILITATE FROG MOVEMENTS IN A HOSTILE LANDSCAPE"
"37",3,"MODELLING FINE ROOT BIOMASS OF BOREAL TREE STANDS USING SITE AND STAND VARIABLES"
"38",3,"VEGETATION HETEROGENEITY AND DITCHES CREATE SPATIAL VARIABILITY IN METHANE FLUXES FROM PEATLANDS DRAINED FOR FORESTRY"
"39",3,"USING FUNCTIONAL DIVERSITY AS AN INDICATOR OF RESTORATION SUCCESS OF A CUT-OVER BOG"
"40",3,"EFFECT OF FERTILISATION ON THE POTASSIUM AND RADIOCAESIUM DISTRIBUTION IN TREE STANDS (PINUS SYLVESTRIS L.) AND PEAT ON A PINE MIRE"
"41",3,"""SOIL CO2, CH4 AND N2O FLUXES FROM AN AFFORESTED LOWLAND RAISED PEAT BOG IN SCOTLAND: IMPLICATIONS FOR DRAINAGE AND RESTORATION"""
"42",3,"MANAGING RUNOFF, WATER QUALITY AND EROSION IN PEATLAND FORESTRY BY PEAK RUNOFF CONTROL"
"43",3,"GREENHOUSE IMPACT ASSESSMENT OF PEAT-BASED FISCHER-TROPSCH DIESEL LIFE-CYCLE"
"44",3,"GROWTH OF ECTOMYCORRHIZAL FUNGI IN DRAINED PEATLAND FORESTS WITH VARIABLE P AND K AVAILABILITY"
"45",3,"DIFFERENTIAL GROWTH AND ROOTING OF UPLAND AND PEATLAND BLACK SPRUCE, PICEA MARIANA, IN DRAINED AND FLOODED SOILS"
"46",4,"CHANGES IN DISSOLVED ORGANIC MATTER QUALITY IN A PEATLAND AND FOREST HEADWATER STREAM AS A FUNCTION OF SEASONALITY AND HYDROLOGIC CONDITIONS"
"47",4,"CHARACTERISTICS OF SELECTED PEATLAND USES AND SOIL MOISTURE BASED ON TVDI"
"48",4,"HILLSLOPE RUNOFF FROM AN ICE-CORED PEAT PLATEAU IN A DISCONTINUOUS PERMAFROST BASIN, NORTHWEST TERRITORIES, CANADA"
"49",4,"PEATLAND AFFORESTATION IN THE UK AND CONSEQUENCES FOR CARBON STORAGE"
"50",4,"USUAL ALGA FROM UNUSUAL HABITATS: BIODIVERSITY OF KLEBSORMIDIUM (KLEBSORMIDIOPHYCEAE, STREPTOPHYTA) FROM THE PHYLOGENETIC SUPERCLADE G ISOLATED FROM BIOLOGICAL SOIL CRUSTS"
"51",4,"THE ROLE OF HUMMOCKS IN RE-ESTABLISHING BLACK SPRUCE FOREST FOLLOWING PERMAFROST THAW"
"52",4,"THE INFLUENCE OF ANTHROPOGENIC LAND USE ON FINNISH PEATLAND AREA AND CARBON STORES 1950-2015"
"53",4,"RESPONSES OF PEATLAND VEGETATION TO 15-YEAR WATER LEVEL DRAWDOWN AS MEDIATED BY FERTILITY LEVEL"
"54",4,"SPHAGNUM PEATLAND DEVELOPMENT AT THEIR SOUTHERN CLIMATIC RANGE IN WEST SIBERIA: TRENDS AND PEAT ACCUMULATION PATTERNS"
"55",4,"SPATIALLY-INTEGRATED ESTIMATES OF NET ECOSYSTEM EXCHANGE AND METHANE FLUXES FROM CANADIAN PEATLANDS"
"56",4,"THE EFFECTS OF PERMAFROST THAW ON SOIL HYDROLOGIC, THERMAL, AND CARBON DYNAMICS IN AN ALASKAN PEATLAND"
"57",4,"AIRBORNE SMALL-FOOTPRINT DISCRETE-RETURN LIDAR DATA IN THE ASSESSMENT OF BOREAL MIRE SURFACE PATTERNS, VEGETATION, AND HABITATS"
"58",4,"CHAMBER MEASURED SOIL RESPIRATION: A USEFUL TOOL FOR ESTIMATING THE CARBON BALANCE OF PEATLAND FOREST SOILS?"
"59",4,"OBTAINING HIGH-QUALITY PLANTING MATERIAL OF FOREST BERRY PLANTS BY CLONAL MICROPROPAGATION FOR RESTORATION OF CUTOVER PEATLANDS"
"60",4,"ON THE RELATIONSHIP BETWEEN DISTRIBUTION AND ABUNDANCE IN BIRDS BREEDING ON FINNISH MIRES - THE EFFECT OF HABITAT SPECIALIZATION"
"61",5,"DEPTH OF WATER TABLE PRIOR TO DITCH NETWORK MAINTENANCE IS A KEY FACTOR FOR TREE GROWTH RESPONSE"
"62",5,"BIOGEOGRAPHIC ASPECTS OF THE DISTRIBUTION OF BIRD SPECIES BREEDING IN QUEBEC'S PEATLANDS"
"63",5,"THE COSTS AND PROFITABILITY OF USING GRANULATED WOOD ASH AS A FOREST FERTILIZER IN DRAINED PEATLAND FORESTS"
"64",5,"COMBINED USE OF SATELLITE IMAGE ANALYSIS, LAND-USE STATISTICS, AND LAND-USE-SPECIFIC EXPORT COEFFICIENTS TO PREDICT NUTRIENTS IN DRAINED PEATLAND CATCHMENT"
"65",5,"THE USE OF FOLIAGE AND SOIL INFORMATION FOR MANAGING THE NUTRITION OF SITKA AND NORWAY SPRUCE ON CUTAWAY PEATLANDS"
"66",5,"EFFECT OF PEAK RUNOFF CONTROL METHOD ON GROWTH OF SCOTS PINE STANDS ON DRAINED PEATLANDS IN CENTRAL FINLAND"
"67",5,"SEASONAL FLUCTUATION IN MICROBIAL BIOMASS AND ACTIVITY ALONG A NATURAL NITROGEN GRADIENT IN A DRAINED PEATLAND"
"68",5,"CHANGES IN MINERAL ELEMENT CONCENTRATIONS IN PEAT SOILS DRAINED FOR FORESTRY IN FINLAND"
"69",5,"THE EFFECTS OF DRAINAGE ON SUBSTRATE WATER CONTENT AT SEVERAL FORESTED ALBERTA PEATLANDS"
"70",5,"MAPPING SMOULDERING FIRE POTENTIAL IN BOREAL PEATLANDS AND ASSESSING INTERACTIONS WITH THE WILDLAND-HUMAN INTERFACE IN ALBERTA, CANADA"
"71",5,"REDUCED GLOBAL WARMING POTENTIAL AFTER WOOD ASH APPLICATION IN DRAINED NORTHERN PEATLAND FORESTS"
"72",5,"STAND STRUCTURAL DYNAMICS ON DRAINED PEATLANDS DOMINATED BY SCOTS PINE"
"73",5,"ASSESSING THE POTENTIAL FOR MOBILIZATION OF OLD SOIL CARBON AFTER PERMAFROST THAW: A SYNTHESIS OF C-14 MEASUREMENTS FROM THE NORTHERN PERMAFROST REGION"
"74",5,"WOOD ANATOMICAL TRAITS REVEAL DIFFERENT STRUCTURE OF PEAT BOG AND LOWLAND POPULATIONS OF PINUS SYLVESTRIS L. IN THE CARPATHIAN REGION"
"75",5,"THE EFFECTS OF FOREST CLEARANCE FOR PEATLAND RESTORATION ON WATER QUALITY"
"76",6,"FERTILIZATION EFFECTS ON SURFACE PEAT OF PINE BOGS"
"77",6,"WILDFIRE CONSUMPTION AND INTERANNUAL IMPACTS BY LAND COVER IN ALASKAN BOREAL FOREST"
"78",6,"MODELLING VOLUME GROWTH RESPONSE OF YOUNG SCOTS PINE (PINUS SYLVETRIS) STANDS TO N, P, AND K FERTILIZATION IN DRAINED PEATLAND SITES IN FINLAND"
"79",6,"PEAT CARBON STOCKS IN THE SOUTHERN MACKENZIE RIVER BASIN: UNCERTAINTIES REVEALED IN A HIGH-RESOLUTION CASE STUDY"
"80",6,"PALAEOECOLOGICAL EVIDENCE FOR HOLOCENE VEGETATION, CLIMATE AND LANDUSE CHANGE IN THE LOW DON BASIN AND KALMUK AREA, SOUTHERN RUSSIA"
"81",6,"DETERMINANTS OF CONIFER DISTRIBUTIONS ACROSS PEATLAND TO FOREST GRADIENTS IN THE COASTAL TEMPERATE RAINFOREST OF SOUTHEAST ALASKA"
"82",6,"FOLIAR NITROGEN, PHOSPHORUS AND POTASSIUM CONCENTRATIONS OF SCOTS PINE IN DRAINED MIRES IN FINLAND"
"83",6,"CONTRASTING RESPONSES TO ENVIRONMENTAL CHANGES BY PINE (PINUS SYLVESTRIS L.) GROWING ON PEAT AND MINERAL SOIL: AN EXAMPLE FROM A POLISH BALTIC BOG"
"84",6,"MOSS PRODUCTION IN A BOREAL, FORESTRY-DRAINED PEATLAND"
"85",6,"ENVIRONMENTAL FACTORS RESPONSIBLE FOR SHAPING AN OPEN PEATLAND - FOREST COMPLEX ON THE HYPERMARITIME NORTH COAST OF BRITISH COLUMBIA"
"86",6,"A PEATLAND PRODUCTIVITY AND DECOMPOSITION PARAMETER DATABASE"
"87",6,"USING FOREST STRUCTURE TO PREDICT THE DISTRIBUTION OF TREED BOREAL PEATLANDS IN CANADA"
"88",6,"REWETTING OF DRAINED BOREAL SPRUCE SWAMP FORESTS RESULTS IN RAPID RECOVERY OF SPHAGNUM PRODUCTION"
"89",6,"GREENHOUSE GAS BALANCES OF MANAGED PEATLANDS IN THE NORDIC COUNTRIES -PRESENT KNOWLEDGE AND GAPS"
"90",6,"HEIGHT-DIAMETER CURVES WITH RANDOM INTERCEPTS AND SLOPES FOR TREES GROWING ON DRAINED PEATLANDS"
"91",7,"STRUCTURE AND FUNCTION OF PEATLAND-FOREST ECOTONES IN SOUTHEASTERN ALASKA"
"92",7,"CHANGES IN PORE WATER QUALITY AFTER PEATLAND RESTORATION: ASSESSMENT OF A LARGE-SCALE, REPLICATED BEFORE-AFTER CONTROL-IMPACT STUDY IN FINLAND"
"93",7,"INITIATION OF A SLOPING MIRE COMPLEX IN SOUTHWESTERN FINLAND: AUTOGENIC VERSUS ALLOGENIC CONTROLS"
"94",7,"THE EFFECT OF FORESTRY DRAINAGE ON VERTICAL DISTRIBUTIONS OF MAJOR PLANT NUTRIENTS IN PEAT SOILS"
"95",7,"SPRING-SEASON FLOODING IS A PRIMARY CONTROL OF VEGETATION SUCCESSION TRAJECTORIES IN PRIMARY MIRES"
"96",7,"ANNUAL GASEOUS CARBON BUDGETS OF FOREST-TO-BOG RESTORATION SITES ARE STRONGLY DETERMINED BY VEGETATION COMPOSITION"
"97",7,"WINTER CO2, CH4 AND N2O FLUXES ON SOME NATURAL AND DRAINED BOREAL PEATLANDS"
"98",7,"ANIMAL AND VEGETATION PATTERNS IN NATURAL AND MAN-MADE BOG POOLS: IMPLICATIONS FOR RESTORATION"
"99",7,"BLUE CONSEQUENCES OF THE GREEN BIOECONOMY: CLEAR-CUTTING INTENSIFIES THE HARMFUL IMPACTS OF LAND DRAINAGE ON STREAM INVERTEBRATE BIODIVERSITY"
"100",7,"IMPACT OF LAND USE CHANGE ON PROFILE DISTRIBUTIONS OF ORGANIC CARBON FRACTIONS IN PEAT AND MINERAL SOILS IN NORTHEAST CHINA"
"101",7,"ORDINATION AND HYPERSPECTRAL REMOTE SENSING APPROACH TO CLASSIFY PEATLAND BIOTOPES ALONG SOIL MOISTURE AND FERTILITY GRADIENTS"
"102",7,"RESPONSES OF CARBON DIOXIDE FLUX AND PLANT BIOMASS TO WATER TABLE DRAWDOWN IN A TREED PEATLAND IN NORTHERN ALBERTA: A CLIMATE CHANGE PERSPECTIVE"
"103",7,"GEOGRAPHIC DISTRIBUTION OF THE STRIPED OR VARIEGATED TOAD NANNOPHRYNE VARIEGATA GUNTHER, 1870, NEW LOCALITIES AND COMMENTS ON ITS HABITAT IN CHILE AND ARGENTINA"
"104",7,"EFFECT OF CLIMATE CHANGES IN THE HOLOCENE ON THE DISTRIBUTION OF HUMIC SUBSTANCES IN THE PROFILE OF FOREST-TUNDRA PEAT MOUNDS"
"105",7,"GREENHOUSE GAS FLUX MEASUREMENTS IN A FORESTRY-DRAINED PEATLAND INDICATE A LARGE CARBON SINK"
"106",8,"A FINE-SCALE EXAMINATION OF LARIX LARICINA AND PICEA MARIANA ABUNDANCES ALONG ABIOTIC GRADIENTS IN AN ADIRONDACK PEATLAND"
"107",8,"INTERACTIVE EFFECTS OF FIRE, SOIL CLIMATE, AND MOSS ON CO2 FLUXES IN BLACK SPRUCE ECOSYSTEMS OF INTERIOR ALASKA"
"108",8,"LINKS BETWEEN RIVER WATER ACIDITY, LAND USE AND HYDROLOGY"
"109",8,"MICROBIAL COMMUNITY STRATIFICATION LINKED TO UTILIZATION OF CARBOHYDRATES AND PHOSPHORUS LIMITATION IN A BOREAL PEATLAND AT MARCELL EXPERIMENTAL FOREST, MINNESOTA, USA"
"110",8,"THE BIOGENIC AND PYROGENIC FACTORS OF HEAVY METAL AND RADIONUCLIDE ACCUMULATION IN THE PEAT SOIL OF THE CENTRAL PART OF THE EAST EUROPEAN PLAIN"
"111",8,"GROWTH AND YIELD MODELS FOR FOREST STANDS ON DRAINED PEATLAND SITES IN SOUTHERN FINLAND"
"112",8,"BIOCHAR AS ADSORBENT IN PURIFICATION OF CLEAR-CUT FOREST RUNOFF WATER: ADSORPTION RATE AND ADSORPTION CAPACITY"
"113",8,"EFFECT OF THINNING ON WOOD DENSITY AND TRACHEID PROPERTIES OF SCOTS PINE ON DRAINED PEATLAND STANDS"
"114",8,"CFD BASED ASH DEPOSITION PREDICTION IN A BFBC FIRING MIXTURES OF PEAT AND FOREST RESIDUE"
"115",8,"PEAT DEPOSITS STORE MORE CARBON THAN TREES IN FORESTED PEATLANDS OF THE BOREAL BIOME"
"116",8,"MERCURY AND ORGANIC CARBON RELATIONSHIPS IN STREAMS DRAINING FORESTED UPLAND PEATLAND WATERSHEDS"
"117",8,"CARBON STOCKS AND THEIR SPATIAL DISTRIBUTION IN DRAINED AND REWETTED PEATLAND FORESTS IN A LOW MOUNTAIN RANGE AREA, GERMANY"
"118",9,"DEVELOPMENT OF FINNISH PEATLAND AREA AND CARBON STORAGE 1950-2000"
"119",9,"DIOXINS, PCBS, AND HCB IN SOIL AND PEAT PROFILES FROM A PRISTINE BOREAL CATCHMENT"
"120",9,"LONG-TERM PATTERNS IN DISSOLVED ORGANIC CARBON, MAJOR ELEMENTS AND TRACE METALS IN BOREAL HEADWATER CATCHMENTS: TRENDS, MECHANISMS AND HETEROGENEITY"
"121",9,"MODELLING BIRD HABITAT SUITABILITY BASED ON LANDSCAPE PARAMETERS AT DIFFERENT SCALES"
"122",9,"LONG-TERM EFFECT OF WOOD AND PEAT ASH FERTILIZATION ON NUTRIENT CONTENT IN PEAT AND TREES ON A DRAINED PEATLAND"
"123",9,"EFFECTS OF DRAINAGE ON THE GROWTH AND NUTRITIVE STATUS OF A BLACK SPRUCE POPULATION OF UNEVEN-AGED STRUCTURE : RESULTS FROM 10 YEARS"
"124",9,"PHYSICAL AND HYDROLOGICAL PROPERTIES OF PEAT AS PROXIES FOR DEGRADATION OF SOUTH AFRICAN PEATLANDS: IMPLICATIONS FOR CONSERVATION AND RESTORATION"
"125",9,"A HISTORY OF KAIPARORO CLEARING AND THE LIMITS OF NOTHOFAGUS IN THE NORTHERN TARARUA RANGE, NEW-ZEALAND"
"126",9,"GLACIAL-RELICT SYMPTOMS IN THE WESTERN CARPATHIAN FLORA"
"127",9,"MODELS FOR DIAMETER AND HEIGHT GROWTH OF SCOTS PINE, NORWAY SPRUCE AND PUBESCENT BIRCH IN DRAINED PEATLAND SITES IN FINLAND"
"128",9,"SHORT-TERM IMPACTS OF SOIL PREPARATION ON GREENHOUSE GAS FLUXES: A CASE STUDY IN NUTRIENT-POOR, CLEARCUT PEATLAND FOREST"
"129",9,"MAPPING FOREST AND PEAT FIRES USING HYPERSPECTRAL AIRBORNE REMOTE-SENSING DATA"
"130",9,"FOREST FLOOR PHOTOSYNTHESIS AND RESPIRATION IN A DRAINED PEATLAND FOREST IN SOUTHERN FINLAND"
"131",9,"RECOVERY OF UNDERSTOREY VEGETATION AFTER STEM-ONLY AND WHOLE-TREE HARVESTING IN DRAINED PEATLAND FORESTS"
"132",9,"SPATIAL PATTERNS OF CULTURAL ECOSYSTEM SERVICES PROVISION IN SOUTHERN PATAGONIA"
"133",10,"CHARACTERIZATION OF SURFACE STORAGE AND RUNOFF PATTERNS FOLLOWING PEATLAND RESTORATION, QUEBEC, CANADA"
"134",10,"WHOLE-TREE HARVESTING AND GRASS SEEDING AS POTENTIAL MITIGATION METHODS FOR PHOSPHORUS EXPORT IN PEATLAND CATCHMENTS"
"135",10,"LONG-TERM DRAINAGE FOR FORESTRY INHIBITS EXTRACELLULAR PHENOL OXIDASE ACTIVITY IN FINNISH BOREAL MIRE PEAT"
"136",10,"THE EFFECTS OF PEATLAND RESTORATION ON WATER-TABLE DEPTH, ELEMENTAL CONCENTRATIONS, AND VEGETATION: 10 YEARS OF CHANGES"
"137",10,"PEATLAND LEAF-AREA INDEX AND BIOMASS ESTIMATION WITH ULTRA-HIGH RESOLUTION REMOTE SENSING"
"138",10,"MULTIDIMENSIONAL SITE DESCRIPTION OF PEATLANDS DRAINED FOR FORESTRY"
"139",10,"CLIMATE VARIABILITY AND LONG-TERM EXPANSION OF PEATLANDS IN ARCTIC NORWAY DURING THE LATE PLIOCENE (ODP SITE 642, NORWEGIAN SEA)"
"140",10,"WATER OR SOIL-WHAT IS THE DOMINANT DRIVER CONTROLLING THE VEGETATION PATTERN OF DEGRADED SHALLOW MOUNTAIN PEATLANDS?"
"141",10,"PEATLAND PROTECTION AND RESTORATION ARE KEY FOR CLIMATE CHANGE MITIGATION"
"142",10,"WHOLE-TREE HARVESTING WITH STUMP REMOVAL VERSUS STEM-ONLY HARVESTING IN PEATLANDS WHEN WATER QUALITY, BIODIVERSITY CONSERVATION AND CLIMATE CHANGE MITIGATION MATTER"
"143",10,"STAND STRUCTURE AND VEGETATION DYNAMICS OF A SUBALPINE TREED FEN IN ROCKY MOUNTAIN NATIONAL PARK, COLORADO"
"144",10,"CONTRASTING EFFECTS OF WOOD ASH APPLICATION ON MICROBIAL COMMUNITY STRUCTURE, BIOMASS AND PROCESSES IN DRAINED FORESTED PEATLANDS"
"145",10,"PATTERNS IN SPECIFIC LEAF AREA AND THE STRUCTURE OF A TEMPERATE HEATH COMMUNITY"
"146",10,"LATE HOLOCENE PALAEOCLIMATE VARIABILITY: THE SIGNIFICANCE OF BOG PINE DENDROCHRONOLOGY RELATED TO PEAT STRATIGRAPHY. THE PUSCIZNA WIELKA RAISED BOG CASE STUDY (ORAWA - NOWY TARG BASIN, POLISH INNER CARPATHIANS)"
"147",10,"NEBELA JIUHUENSIS NOV SP (AMOEBOZOA; ARCELLINIDA; HYALOSPHENIIDAE): A NEW MEMBER OF THE NEBELA SACCIFERA - EQUICALCEUS - ANSATA GROUP DESCRIBED FROM SPHAGNUM PEATLANDS IN SOUTH-CENTRAL CHINA"
"148",11,"SHORT-TERM EFFECTS OF ALKALINE BIOSOLIDS ON PH AND TRACE METALS IN OLIGOTROPHIC FOREST PEAT AND ON GROWTH OF PICEA SITCHENSIS"
"149",11,"HOLOCENE VEGETATIONAL AND LIMNOLOGICAL CHANGES IN THE FENNOSCANDIAN TREE-LINE AREA AS DOCUMENTED BY POLLEN AND DIATOM RECORDS FROM LAKE TSUOLBMAJAVRI, FINLAND"
"150",11,"DIVERSITY AND COMPOSITION OF BEETLES OF BERNARDO O'HIGGINS NATIONAL PARK (REGION OF MAGALLANES, CHILE)"
"151",11,"REGENERATION RESULT OF EXCAVATOR-MOUNTED ROTOTILLER IN DIRECT SEEDING OF SCOTS PINE ON FORESTRY-DRAINED PEATLAND"
"152",11,"CARBON STORAGE IN FOREST SOIL OF FINLAND .2. SIZE AND REGIONAL PATTERNS"
"153",11,"CANOPY STRATIFICATION IN PEATLAND FORESTS IN FINLAND"
"154",12,"PROFITABILITY OF ALTERNATIVE MANAGEMENT REGIMES IN SCOTS PINE STANDS ON DRAINED PEATLANDS"
"155",12,"WATER-TABLE-DEPENDENT HYDROLOGICAL CHANGES FOLLOWING PEATLAND FORESTRY DRAINAGE AND RESTORATION: ANALYSIS OF RESTORATION SUCCESS"
"156",12,"RESPONSE OF DIATOMS AND OTHER SILICEOUS INDICATORS TO THE DEVELOPMENTAL HISTORY OF A PEATLAND IN THE TIKSI FOREST, SIBERIA, RUSSIA"
"157",12,"CARBON BALANCE OF AFFORESTED PEATLAND IN SCOTLAND"
"158",12,"TOTAL AND SIZE FRACTIONATED CONCENTRATIONS OF METALS IN COMBUSTION ASH FROM FOREST RESIDUES AND PEAT"
"159",12,"THE CHARCOAL RECORD IN PEAT AND MINERAL SOIL ACROSS A BOREAL LANDSCAPE AND POSSIBLE LINKAGES TO CLIMATE CHANGE AND RECENT FIRE HISTORY"
"160",12,"RECOVERY OF PLANT COMMUNITIES AFTER ECOLOGICAL RESTORATION OF FORESTRY-DRAINED PEATLANDS"
"161",12,"CLIMATE CHANGE MITIGATION THROUGH LAND USE ON REWETTED PEATLANDS -CROSS-SECTORAL SPATIAL PLANNING FOR PALUDICULTURE IN NORTHEAST GERMANY"
"162",12,"THE IMPACT OF BEAVER DAM REMOVAL ON THE CHEMICAL PROPERTIES OF WATER IN DRAINAGE DITCHES IN PEATLAND FORESTS"
"163",12,"CLIMATIC FEEDBACKS IN THE GLOBAL CARBON-CYCLE"
"164",12,"ESTIMATING RELEASE OF CARBON FROM 1990 AND 1991 FOREST-FIRES IN ALASKA"
"165",12,"POST-RESTORATION DEVELOPMENT OF ORGANIC CARBON AND NUTRIENT LEACHING FROM TWO ECOHYDROLOGICALLY DIFFERENT PEATLAND SITES"
"166",12,"DRAINAGE FOR FORESTRY INCREASES N, P AND TOC EXPORT TO BOREAL SURFACE WATERS"
"167",12,"LICHEN OCCURRENCE AND THREAT STATUS IN GERMANY"
"168",12,"MODEL-BASED EVALUATION OF SEDIMENT CONTROL IN A DRAINED PEATLAND FOREST AFTER DITCH NETWORK MAINTENANCE"
"169",13,"ASSOCIATION OF POLYPHAGY IN LEAFHOPPERS (AUCHENORRHYNCHA, HEMIPTERA) WITH UNPREDICTABLE ENVIRONMENTS"
"170",13,"CHANGES IN LEACHING PATTERNS OF NITROGEN AND PHOSPHORUS AFTER ARTIFICIAL DRAINAGE OF A BOREAL FOREST - A PAIRED CATCHMENT STUDY IN LAPPAJARVI, WESTERN FINLAND"
"171",13,"CONIFER SEEDLING DISTRIBUTION IN RELATION TO MICROSITE CONDITIONS IN A CENTRAL NEW-YORK FORESTED MINEROTROPHIC PEATLAND"
"172",14,"COMPARISON OF THE CHARACTERISTICS OF BOTTOM ASH AND FLY ASH FROM A MEDIUM-SIZE (32 MW) MUNICIPAL DISTRICT HEATING PLANT INCINERATING FOREST RESIDUES AND PEAT IN A FLUIDIZED-BED BOILER"
"173",14,"PARTICIPATION OF PLANTS IN THE FORMATION OF POLYCYCLIC AROMATIC HYDROCARBONS IN PEATLANDS"
"174",14,"GREENHOUSE GAS FLUXES FROM THE EUTROPHIC TEMMESJOKI RIVER AND ITS ESTUARY IN THE LIMINGANLAHTI BAY (THE BALTIC SEA)"
