"","grp","keyword"
"177",1,"raised-bog"
"178",1,"services"
"179",1,"stoichiometry"
"180",1,"wet"
"181",1,"wetland soils"
"182",1,"wood-ash"
"183",1,"zones"
"184",1,"budgets"
"185",1,"discoloration"
"186",1,"element concentrations"
"187",1,"imagery"
"188",1,"lake-agassiz peatlands"
"189",1,"larix-laricina"
"190",1,"naphthenic acids"
"191",1,"peat-bog"
"192",1,"red lake peatland"
"193",1,"root decomposition"
"194",1,"se norway"
"195",1,"seasonal-changes"
"196",1,"shifts"
"197",1,"simulated environmental-change"
"198",1,"site preparation"
"199",1,"vegetation changes"
"200",1,"abandoned cutover bog"
"201",1,"blocking"
"202",1,"boreal bog"
"203",1,"calcium"
"204",1,"constructed wetland"
"205",1,"drivers"
"206",1,"elevated atmospheric co2"
"207",1,"fresh"
"208",1,"landforms"
"209",1,"light responses"
"210",1,"macrophytes"
"211",1,"metaanalysis"
"212",1,"mexico"
"213",1,"n-2 fixation"
"214",1,"oil sands region"
"215",1,"oligochaeta"
"216",1,"organic-matter lost"
"217",1,"plant colonization"
"218",1,"plant functional types"
"219",1,"poor"
"220",1,"protocol"
"221",1,"radiation"
"222",1,"redox"
"223",1,"sar data"
"224",1,"shoot biomass"
"225",1,"topography"
"226",1,"topsoil removal"
"227",1,"aapa mires"
"228",1,"accuracy"
"229",1,"additions"
"230",1,"annotated list"
"231",1,"atmospheric ammonia"
"232",1,"beta-diversity"
"233",1,"biodegradability"
"234",1,"boreal western canada"
"235",1,"breakdown"
"236",1,"carbon fluxes"
"237",1,"carex"
"238",1,"challenges"
"239",1,"connectivity"
"240",1,"deep peat"
"241",1,"drawdown"
"242",1,"ecoenzymatic stoichiometry"
"243",1,"enzyme"
"244",1,"fertility"
"245",1,"fertilizer application"
"246",1,"fumigation"
"247",1,"gas"
"248",1,"herbivory"
"249",1,"ion-exchange"
"250",1,"long-term decomposition"
"251",1,"massachusetts"
"252",1,"mesotrophic fens"
"253",1,"mire ecosystems"
"254",1,"nitrate removal"
"255",1,"northern japan"
"256",1,"ozone"
"257",1,"plant-material"
"258",1,"pressure"
"259",1,"raised mire"
"260",1,"random forest"
"261",1,"relevance"
"262",1,"restored peatland"
"263",1,"rocky-mountains"
"264",1,"scots pine forest"
"265",1,"seasonal allocation"
"266",1,"seasonal variability"
"267",1,"shallow lakes"
"268",1,"soil microbial biomass"
"269",1,"south"
"270",1,"south-eastern alps"
"271",1,"species control"
"272",1,"spectral reflectance measurements"
"273",1,"sphagnum litter"
"274",1,"sphagnum recolonization"
"275",1,"sphagnum regeneration"
"276",1,"surface water interactions"
"277",1,"surfaces"
"278",1,"swedish"
"279",1,"tailings"
"280",1,"temperate zone"
"281",1,"territories"
"282",1,"translocation"
"283",1,"water level"
"284",1,"zonation"
"285",1,"acid organic soils"
"286",1,"acid sulfate soils"
"287",1,"alpine vegetation"
"288",1,"antioxidant activity"
"289",1,"areas"
"290",1,"aspen"
"291",1,"atmospheric carbon"
"292",1,"bog growth"
"293",1,"carex-rostrata"
"294",1,"cation-exchange"
"295",1,"coniferous forest"
"296",1,"crop"
"297",1,"cut-over bogs"
"298",1,"cutover peatland"
"299",1,"cyanobacteria"
"300",1,"decomposition rate"
"301",1,"detrended correspondence-analysis"
"302",1,"developmental history"
"303",1,"discontinuities"
"304",1,"dominated peatlands"
"305",1,"drained mires"
"306",1,"dwarf shrubs"
"307",1,"empodisma-minus"
"308",1,"eriophorum"
"309",1,"european fens"
"310",1,"fertilizers"
"311",1,"flooding tolerance"
"312",1,"foliar responses"
"313",1,"growth efficiency"
"314",1,"growth forms"
"315",1,"harvested peatlands"
"316",1,"hummock"
"317",1,"hyperspectral data"
"318",1,"indicator values"
"319",1,"inorganic fertilizers"
"320",1,"lignocellulose"
"321",1,"logistic-regression"
"322",1,"magellanicum"
"323",1,"mediated controls"
"324",1,"microbial biomass c"
"325",1,"milled peatlands"
"326",1,"mineral soil"
"327",1,"modis"
"328",1,"n-deposition"
"329",1,"n-fertilization"
"330",1,"n-p ratios"
"331",1,"nitrogen accumulation"
"332",1,"northern kisselbergmosen"
"333",1,"organic-carbon loss"
"334",1,"partial least-squares"
"335",1,"polytrichum-strictum"
"336",1,"potential decay"
"337",1,"pvc tape"
"338",1,"radar"
"339",1,"regime shifts"
"340",1,"resource-allocation"
"341",1,"rich-fen"
"342",1,"rubus-chamaemorus"
"343",1,"sedge"
"344",1,"sediment transport"
"345",1,"species assemblages"
"346",1,"stoichiometric controls"
"347",1,"sub-arctic heath"
"348",1,"synonyms"
"349",1,"upland"
"350",1,"valley mire"
"351",1,"vitis-idaea"
"352",1,"water-flow"
"353",1,"water-use efficiency"
"354",1,"wetland hay meadows"
"355",1,"wisconsin"
"356",1,"acadia national-park"
"357",1,"acetylene-reduction"
"358",1,"acid forest soils"
"359",1,"aerial vehicle uav"
"360",1,"alberta peatland"
"361",1,"alnus-japonica"
"362",1,"aquifer"
"363",1,"backscatter"
"364",1,"bare peat surface"
"365",1,"below-ground biomass"
"366",1,"boreal forest soils"
"367",1,"boreal plains"
"368",1,"carbon-nutrient balance"
"369",1,"carbon decomposition"
"370",1,"carnivorous plants"
"371",1,"central united-states"
"372",1,"channelization"
"373",1,"chloroform fumigation"
"374",1,"colobanthus-quitensis"
"375",1,"condensed tannins"
"376",1,"constructed fen"
"377",1,"cuspidatum"
"378",1,"cutover bogs"
"379",1,"dairy"
"380",1,"databases"
"381",1,"decomposition processes"
"382",1,"deicing salts"
"383",1,"different nutrient conditions"
"384",1,"dinitrogen-fixation"
"385",1,"distance"
"386",1,"ditch network maintenance"
"387",1,"document climate"
"388",1,"drainage water"
"389",1,"driven"
"390",1,"dune slack"
"391",1,"dystrophic lake"
"392",1,"ecological data"
"393",1,"economy"
"394",1,"elevation"
"395",1,"eurasian watermilfoil"
"396",1,"evergreen"
"397",1,"feeding guilds"
"398",1,"fen restoration"
"399",1,"festuca-ovina l"
"400",1,"fired boiler ash"
"401",1,"floating raft formation"
"402",1,"floodplain forest"
"403",1,"floodplain wetland"
"404",1,"flowering phenology"
"405",1,"forest-fire"
"406",1,"forest stands"
"407",1,"forest structure"
"408",1,"frost hardiness"
"409",1,"fumigation-extraction"
"410",1,"gap models"
"411",1,"genus"
"412",1,"germination characteristics"
"413",1,"grazed grassland"
"414",1,"great bog"
"415",1,"groundwater nitrate"
"416",1,"habitat requirements"
"417",1,"heathland ecosystems"
"418",1,"hokkaido"
"419",1,"humus"
"420",1,"ice sheets"
"421",1,"image classification"
"422",1,"images"
"423",1,"interception"
"424",1,"inventory"
"425",1,"ir spectroscopy"
"426",1,"kushiro mire"
"427",1,"l-band"
"428",1,"labrador"
"429",1,"lake agassiz peatlands"
"430",1,"lake peatland"
"431",1,"land snails"
"432",1,"leaf life-span"
"433",1,"lichen"
"434",1,"lignin control"
"435",1,"litter chemistry"
"436",1,"livestock"
"437",1,"matter mineralization"
"438",1,"mesofauna"
"439",1,"microbial carbon"
"440",1,"mild acid-hydrolysis"
"441",1,"mine drainage"
"442",1,"mined peatland"
"443",1,"mineral-content"
"444",1,"minerotrophic fen"
"445",1,"mounds"
"446",1,"myrica-gale"
"447",1,"needle"
"448",1,"needle litter"
"449",1,"niche"
"450",1,"nitrate reduction"
"451",1,"northern scotland"
"452",1,"nutrient removal"
"453",1,"ostrobothnia"
"454",1,"p ratios"
"455",1,"palsa mires"
"456",1,"papillosum"
"457",1,"peat characteristics"
"458",1,"peat surfaces"
"459",1,"pendula roth"
"460",1,"penetrating radar"
"461",1,"phosphorus release"
"462",1,"phytomass"
"463",1,"picea-glehnii forest"
"464",1,"pinus-banksiana seedlings"
"465",1,"plant decomposition"
"466",1,"plant litter decomposition"
"467",1,"plant zonation"
"468",1,"plantation"
"469",1,"pond"
"470",1,"poor-mire"
"471",1,"rain"
"472",1,"reed phragmites-australis"
"473",1,"regional variation"
"474",1,"resource availability"
"475",1,"response surfaces"
"476",1,"restionaceae"
"477",1,"retardation"
"478",1,"rhizomes"
"479",1,"root-nodules"
"480",1,"satellite imagery"
"481",1,"saturation"
"482",1,"seasonal growth"
"483",1,"shallow basins"
"484",1,"shield"
"485",1,"shrubs"
"486",1,"silicon"
"487",1,"somerset moors"
"488",1,"southeastern alaska"
"489",1,"southern rocky-mountains"
"490",1,"species interactions"
"491",1,"spontaneous succession"
"492",1,"submergence"
"493",1,"success"
"494",1,"swedish peat-bog"
"495",1,"throughfall"
"496",1,"tissue concentrations"
"497",1,"tomenthypnum-nitens"
"498",1,"trade-offs"
"499",1,"transitions"
"500",1,"travertines"
"501",1,"trin-ex-steudel"
"502",1,"tundra plants"
"503",1,"tussocks"
"504",1,"typha-latifolia"
"505",1,"upland blanket peat"
"506",1,"water column"
"507",1,"western boreal"
"508",1,"wetland ecosystems"
"509",1,"willow"
"510",1,"2 mediterranean ecosystems"
"511",1,"2 sphagnum mosses"
"512",1,"5 soils"
"513",1,"abandoned extracted peatlands"
"514",1,"above-ground productivity"
"515",1,"abts"
"516",1,"acari oribatida"
"517",1,"acetylene"
"518",1,"acidic peat bog"
"519",1,"adventitious root-formation"
"520",1,"aerial photographs"
"521",1,"affects litter decomposition"
"522",1,"agassiz peatlands"
"523",1,"agreement"
"524",1,"agricultural nitrogen"
"525",1,"alder alnus-japonica"
"526",1,"american"
"527",1,"ammonium uptake"
"528",1,"anaerobiosis"
"529",1,"aquatic humus"
"530",1,"aquatic plants"
"531",1,"arable soil"
"532",1,"arctic canadian shield"
"533",1,"argentine islands"
"534",1,"arid ecosystems"
"535",1,"aspen seedlings"
"536",1,"atlantic multidecadal oscillation"
"537",1,"avicennia-marina"
"538",1,"bartsia-alpina"
"539",1,"bearberry"
"540",1,"beaver dams"
"541",1,"beech nothofagus forest"
"542",1,"beet vinasse"
"543",1,"below-ground biodiversity"
"544",1,"big-run-bog"
"545",1,"biological-activities"
"546",1,"biological nitrogen-fixation"
"547",1,"biomass c"
"548",1,"birch hummock tundra"
"549",1,"black spruce growth"
"550",1,"boreal ecosystems"
"551",1,"boreal poor fen"
"552",1,"bottom-up"
"553",1,"bottomland hardwood forest"
"554",1,"breadth"
"555",1,"bryophyte response surfaces"
"556",1,"buffer areas"
"557",1,"c-13 cpmas nmr"
"558",1,"c-13/c-12 ratios"
"559",1,"c dynamics"
"560",1,"ca"
"561",1,"cadmium concentrations"
"562",1,"calcifuge"
"563",1,"calliergonaceae"
"564",1,"cambridgeshire"
"565",1,"canada sedimentary basin"
"566",1,"carbon-dioxide enrichment"
"567",1,"carbon-use efficiency"
"568",1,"cassiope-tetragona"
"569",1,"cattail typha-domingensis"
"570",1,"cellular-automata"
"571",1,"cellulose decomposition"
"572",1,"central new-england"
"573",1,"central norway"
"574",1,"central otago"
"575",1,"central saskatchewan"
"576",1,"ceratophyllum-demersum"
"577",1,"character"
"578",1,"china plain"
"579",1,"chlorophyll-a fluorescence"
"580",1,"chlorophyll content"
"581",1,"chromatography mass-spectrometry"
"582",1,"climatic influence"
"583",1,"coagulation"
"584",1,"coastal marshes"
"585",1,"coastal peatlands"
"586",1,"common reed"
"587",1,"community-development"
"588",1,"concord"
"589",1,"controlled-release fertilizer"
"590",1,"conversion factor"
"591",1,"cordillera-blanca"
"592",1,"cpmas c-13"
"593",1,"crabs"
"594",1,"created wetlands"
"595",1,"cumulative impacts"
"596",1,"current knowledge"
"597",1,"cuttings"
"598",1,"dajiuhu"
"599",1,"data set"
"600",1,"decay-rates"
"601",1,"deepened snow"
"602",1,"defoliation"
"603",1,"del-ruiz volcano"
"604",1,"delta plain"
"605",1,"demography"
"606",1,"dependent oxidation"
"607",1,"desmids"
"608",1,"detritus"
"609",1,"developmental stability"
"610",1,"diatom assemblages"
"611",1,"dietary flavonoids"
"612",1,"different spatial scales"
"613",1,"differential growth"
"614",1,"dimethylsulfoxide"
"615",1,"dioxide emissions"
"616",1,"dispersal limitation"
"617",1,"dissimilarity"
"618",1,"dissolved nitrogen"
"619",1,"distances"
"620",1,"ditches"
"621",1,"dominated peat bog"
"622",1,"dormancy cycles"
"623",1,"drainage ditches"
"624",1,"drained minerotrophic peatland"
"625",1,"dronning maud land"
"626",1,"drought-induced acidification"
"627",1,"dry-matter content"
"628",1,"dryas-octopetala"
"629",1,"duckweed"
"630",1,"dutch"
"631",1,"dutch salt-marsh"
"632",1,"dwarf shrub"
"633",1,"early growth"
"634",1,"early warning signal"
"635",1,"east-anglia"
"636",1,"eastern larch"
"637",1,"ecohydrological feedbacks"
"638",1,"ecological-systems"
"639",1,"ecological boundaries"
"640",1,"electrical-impedance analysis"
"641",1,"elevated carbon-dioxide"
"642",1,"energy-flow"
"643",1,"environmental limits"
"644",1,"epigeios"
"645",1,"eriophorum-vaginatum l"
"646",1,"eubacterium-ramulus"
"647",1,"eutrophic lakes"
"648",1,"everglades ridge"
"649",1,"experimental gradient"
"650",1,"experimental plant-communities"
"651",1,"experimental tests"
"652",1,"fallax"
"653",1,"fatty-acid profiles"
"654",1,"finnish-lapland"
"655",1,"flow-injection"
"656",1,"foliar uptake"
"657",1,"footprint lidar"
"658",1,"forest health"
"659",1,"forest types"
"660",1,"forested bogs"
"661",1,"forested wetland"
"662",1,"form"
"663",1,"frankia"
"664",1,"free amino-acids"
"665",1,"freeze-thaw injury"
"666",1,"ft-ir spectroscopy"
"667",1,"fumigation-extraction method"
"668",1,"fungal"
"669",1,"fungal laccases"
"670",1,"future fire"
"671",1,"general-circulation model"
"672",1,"genetic-variation"
"673",1,"gentiana-pneumonanthe"
"674",1,"glutinosa"
"675",1,"grazed salt-marsh"
"676",1,"great barrier-island"
"677",1,"gross nitrogen transformations"
"678",1,"groundwater quality"
"679",1,"growth-rate"
"680",1,"growth dynamics"
"681",1,"gurbantunggut desert"
"682",1,"habitat conditions"
"683",1,"habitat extent"
"684",1,"hamatocaulis-vernicosus"
"685",1,"hamatocaulis-vernicosus calliergonaceae"
"686",1,"harvard forest"
"687",1,"harvest residue needles"
"688",1,"height-increment"
"689",1,"hekla-4 ash"
"690",1,"herb"
"691",1,"herbivore-optimization"
"692",1,"heterogeneous hillslopes"
"693",1,"hibiscus-rosa-sinensis"
"694",1,"hills"
"695",1,"hydrolysis"
"696",1,"hydrosere"
"697",1,"induced resistance"
"698",1,"industrial effluent"
"699",1,"inorganic phosphorus"
"700",1,"interannual climate variation"
"701",1,"inundation"
"702",1,"ion-exchange membranes"
"703",1,"iron toxicity"
"704",1,"irradiances"
"705",1,"kaitoke swamp"
"706",1,"laboratory measurements"
"707",1,"land uplift coast"
"708",1,"lateral flow"
"709",1,"leaf economics spectrum"
"710",1,"leucine"
"711",1,"light-absorption"
"712",1,"lignin content"
"713",1,"lime"
"714",1,"limitations"
"715",1,"lithology"
"716",1,"litter production"
"717",1,"load estimation"
"718",1,"lolium-perenne"
"719",1,"long-term acidification"
"720",1,"long-term carbon"
"721",1,"long-term exposure"
"722",1,"long-term fertilization"
"723",1,"lupinus"
"724",2,"european catchments"
"725",2,"high-elevation catchment"
"726",2,"integrated nitrogen"
"727",3,"diversity"
"728",3,"management"
"729",3,"communities"
"730",3,"plant"
"731",3,"ecology"
"732",3,"species richness"
"733",3,"grassland"
"734",3,"plant-communities"
"735",3,"succession"
"736",3,"biodiversity"
"737",3,"conservation"
"738",3,"carbon sequestration"
"739",3,"forests"
"740",3,"fen vegetation"
"741",3,"regeneration"
"742",3,"establishment"
"743",3,"fresh-water"
"744",3,"disturbance"
"745",3,"impacts"
"746",3,"phragmites-australis"
"747",3,"united-states"
"748",3,"germination"
"749",3,"nutrient limitation"
"750",3,"sea-level rise"
"751",3,"habitat"
"752",3,"lakes"
"753",3,"nutrient availability"
"754",3,"salinity"
"755",3,"richness"
"756",3,"salt-marsh"
"757",3,"recovery"
"758",3,"grasslands"
"759",3,"vegetation change"
"760",3,"density"
"761",3,"moorland"
"762",3,"size"
"763",3,"identification"
"764",3,"survival"
"765",3,"meadows"
"766",3,"ontario"
"767",3,"population"
"768",3,"populations"
"769",3,"abundance"
"770",3,"national-park"
"771",3,"sequences"
"772",3,"species-diversity"
"773",3,"calluna-vulgaris"
"774",3,"environmental-factors"
"775",3,"soil properties"
"776",3,"bacterial"
"777",3,"ecosystem services"
"778",3,"dispersal"
"779",3,"ecological restoration"
"780",3,"ectomycorrhizal fungi"
"781",3,"everglades"
"782",3,"land"
"783",3,"protozoa"
"784",3,"vegetation patterns"
"785",3,"database"
"786",3,"spring fen vegetation"
"787",3,"stream"
"788",3,"vegetation succession"
"789",3,"consequences"
"790",3,"new-england"
"791",3,"new-york"
"792",3,"norway"
"793",3,"standing crop"
"794",3,"accretion"
"795",3,"calcareous fens"
"796",3,"community composition"
"797",3,"florida"
"798",3,"great-britain"
"799",3,"increases"
"800",3,"recruitment"
"801",3,"spartina-alterniflora"
"802",3,"wetland restoration"
"803",3,"bay"
"804",3,"britain"
"805",3,"ellenberg indicator values"
"806",3,"heathland"
"807",3,"heterogeneity"
"808",3,"organic nitrogen"
"809",3,"population-dynamics"
"810",3,"season"
"811",3,"wet meadows"
"812",3,"16s ribosomal-rna"
"813",3,"heather moorland"
"814",3,"marshes"
"815",3,"mitigation"
"816",3,"n-mineralization"
"817",3,"new-york-state"
"818",3,"sp-nov"
"819",3,"species-richness"
"820",3,"emergence"
"821",3,"fire regimes"
"822",3,"fragmentation"
"823",3,"habitats"
"824",3,"intensity"
"825",3,"louisiana"
"826",3,"plant diversity"
"827",3,"salt marshes"
"828",3,"seed banks"
"829",3,"term"
"830",3,"vegetation development"
"831",3,"associations"
"832",3,"biology"
"833",3,"blanket-bog"
"834",3,"cattle"
"835",3,"coastal wetlands"
"836",3,"coleoptera"
"837",3,"colonization"
"838",3,"functional diversity"
"839",3,"indexes"
"840",3,"life-history traits"
"841",3,"prescribed fire"
"842",3,"ribosomal-rna"
"843",3,"seed"
"844",3,"selection"
"845",3,"sheep"
"846",3,"species traits"
"847",3,"wind"
"848",3,"acidity"
"849",3,"community biomass"
"850",3,"deficiency"
"851",3,"dna"
"852",3,"hill vegetation"
"853",3,"knowledge"
"854",3,"litter decomposition rates"
"855",3,"lowland england"
"856",3,"maine"
"857",3,"minnesota river-basin"
"858",3,"phosphorus mobilization"
"859",3,"plant-species richness"
"860",3,"primary succession"
"861",3,"resilience"
"862",3,"stand structure"
"863",3,"strategies"
"864",3,"tidal marsh"
"865",3,"tool"
"866",3,"tree islands"
"867",3,"vegetation response"
"868",3,"bacterial community"
"869",3,"banks"
"870",3,"blue carbon"
"871",3,"calcareous grassland"
"872",3,"conservation management"
"873",3,"die-off"
"874",3,"encroachment"
"875",3,"evenness"
"876",3,"evolutionary"
"877",3,"extinction"
"878",3,"framework"
"879",3,"genetic-structure"
"880",3,"global change"
"881",3,"gradient gel-electrophoresis"
"882",3,"habitat fragmentation"
"883",3,"harvest"
"884",3,"heathlands"
"885",3,"herbaceous vegetation"
"886",3,"internal eutrophication"
"887",3,"landscapes"
"888",3,"lepidoptera"
"889",3,"macroinvertebrates"
"890",3,"methanotrophs"
"891",3,"niche diversification"
"892",3,"north york moors"
"893",3,"pennine blanket bog"
"894",3,"phylogeny"
"895",3,"ponds"
"896",3,"recolonization"
"897",3,"reproduction"
"898",3,"rich-fen vegetation"
"899",3,"riparian vegetation"
"900",3,"rna"
"901",3,"seeds"
"902",3,"south-carolina"
"903",3,"sp nov."
"904",3,"sphagnum peatlands"
"905",3,"sylvestris"
"906",3,"tests"
"907",3,"vertical accretion"
"908",3,"vertical microdistribution"
"909",3,"whole soil"
"910",3,"agricultural area"
"911",3,"agricultural land"
"912",3,"alternative stable states"
"913",3,"alterniflora"
"914",3,"amebas"
"915",3,"amebas protozoa"
"916",3,"amphibians"
"917",3,"anaerobic conditions"
"918",3,"aquatic ecosystems"
"919",3,"aquatic macrophytes"
"920",3,"archaea"
"921",3,"bacterial diversity"
"922",3,"bank"
"923",3,"biodiversity loss"
"924",3,"biotic homogenization"
"925",3,"bog pools"
"926",3,"boreal spruce forests"
"927",3,"broadland"
"928",3,"canopy structure"
"929",3,"chesapeake bay"
"930",3,"coarse woody debris"
"931",3,"coexistence"
"932",3,"defense"
"933",3,"diet"
"934",3,"diversification"
"935",3,"eastern poland"
"936",3,"ecosystem function"
"937",3,"effluent"
"938",3,"equilibrium"
"939",3,"fen-meadow"
"940",3,"field-measurements"
"941",3,"field performance"
"942",3,"flow country"
"943",3,"gen. nov."
"944",3,"genes"
"945",3,"gpr"
"946",3,"groundwater discharge"
"947",3,"habitat diversity"
"948",3,"herbicides"
"949",3,"herbivores"
"950",3,"homogenization"
"951",3,"humped relationship"
"952",3,"land plants"
"953",3,"large herbivores"
"954",3,"light"
"955",3,"mangrove forests"
"956",3,"methanogenic populations"
"957",3,"microbial biomass-c"
"958",3,"microbial diversity"
"959",3,"microfungi"
"960",3,"mire-grasslands"
"961",3,"mycorrhiza"
"962",3,"natural regeneration"
"963",3,"network"
"964",3,"old-growth"
"965",3,"old-growth forests"
"966",3,"oligotrophic fen"
"967",3,"pattern"
"968",3,"pcr amplification"
"969",3,"peat collapse"
"970",3,"peat mosses"
"971",3,"persistence"
"972",3,"phylogenetic analysis"
"973",3,"phytosociology"
"974",3,"plant traits"
"975",3,"red deer"
"976",3,"red list"
"977",3,"reproductive success"
"978",3,"requirements"
"979",3,"rich fen vegetation"
"980",3,"riparian zone"
"981",3,"river restoration"
"982",3,"seed dispersal"
"983",3,"soil microbial communities"
"984",3,"south-island"
"985",3,"south florida"
"986",3,"south park"
"987",3,"sp-nov."
"988",3,"spring fens"
"989",3,"stable isotopes"
"990",3,"taxa"
"991",3,"taxonomy"
"992",3,"trajectories"
"993",3,"trin"
"994",3,"understory vegetation"
"995",3,"vegetation responses"
"996",3,"water levels"
"997",3,"white-tailed deer"
"998",3,"3 decades"
"999",3,"aboveground biomass"
"1000",3,"acidic peat"
"1001",3,"adaptation"
"1002",3,"agricultural landscapes"
"1003",3,"altitude"
"1004",3,"amino-acid enantiomers"
"1005",3,"anticosti island"
"1006",3,"aquatic fungi"
"1007",3,"aspen seedling establishment"
"1008",3,"assembly processes"
"1009",3,"assembly rules"
"1010",3,"bacteriological composition"
"1011",3,"balsam fir"
"1012",3,"base-richness"
"1013",3,"beaver"
"1014",3,"beta diversity"
"1015",3,"birds"
"1016",3,"brachypodium-pinnatum"
"1017",3,"bracken"
"1018",3,"breeding success"
"1019",3,"brittany heathlands"
"1020",3,"bryophyta"
"1021",3,"byron-bergen swamp"
"1022",3,"calcareous grasslands"
"1023",3,"canary-islands"
"1024",3,"carbon-source utilization"
"1025",3,"carpathian spring fens"
"1026",3,"catchment characteristics"
"1027",3,"cattail"
"1028",3,"central florida"
"1029",3,"change mitigation"
"1030",3,"coastal habitats"
"1031",3,"cold-storage"
"1032",3,"competition intensity"
"1033",3,"connecticut"
"1034",3,"coral-reefs"
"1035",3,"cordgrass"
"1036",3,"cordillera blanca"
"1037",3,"culture"
"1038",3,"curculionidae"
"1039",3,"decomposability"
"1040",3,"dieback"
"1041",3,"discharges"
"1042",3,"distance seed dispersal"
"1043",3,"dutch chalk grassland"
"1044",3,"ecological consequences"
"1045",3,"ecosystem development"
"1046",3,"ecosystem processes"
"1047",3,"ectomycorrhizal"
"1048",3,"environment relationships"
"1049",3,"environmental-control"
"1050",3,"ericaceae"
"1051",3,"european forests"
"1052",3,"extracellular enzyme-activities"
"1053",3,"facilitation"
"1054",3,"field experiments"
"1055",3,"fire intensity"
