"","grp","keyword"
"208",1,"northern ontario"
"209",1,"organic soil"
"210",1,"peatland complex"
"211",1,"peatland soils"
"212",1,"phenology"
"213",1,"photochemical reflectance index"
"214",1,"pinus-sylvestris"
"215",1,"plant geography"
"216",1,"primary succession"
"217",1,"radiation-use efficiency"
"218",1,"reflectance measurements"
"219",1,"root respiration"
"220",1,"sensitivity-analysis"
"221",1,"soil co2 efflux"
"222",1,"southern boreal alberta"
"223",1,"stress"
"224",1,"sub-arctic peatland"
"225",1,"subsidence rates"
"226",1,"subsurface peat"
"227",1,"surface-energy balance"
"228",1,"table drawdown"
"229",1,"time-domain reflectometry"
"230",1,"transpiration"
"231",1,"vegetation index"
"232",1,"vegetation types"
"233",1,"water-table manipulation"
"234",1,"water-vapor exchange"
"235",1,"zoige peatland"
"236",1,"abandoned cutover bog"
"237",1,"abies l karst"
"238",1,"aboveground primary production"
"239",1,"acidic peatlands"
"240",1,"aerobic decomposers"
"241",1,"agricultural ecosystems"
"242",1,"agricultural land-use"
"243",1,"america north"
"244",1,"annual co2"
"245",1,"atmosphere exchange"
"246",1,"atmospheric boundary-layer"
"247",1,"autotrophic respiration"
"248",1,"below-ground biomass"
"249",1,"biological flora"
"250",1,"bog development"
"251",1,"boreal north-america"
"252",1,"branch order"
"253",1,"canopy"
"254",1,"carbon-dioxide balance"
"255",1,"carbon-dioxide efflux"
"256",1,"carbon-dioxide flux"
"257",1,"changing climate"
"258",1,"chiloe island"
"259",1,"closed-path"
"260",1,"coniferous forests"
"261",1,"continental fens"
"262",1,"covariance"
"263",1,"dark septate endophytes"
"264",1,"different fertility"
"265",1,"drawdown"
"266",1,"dry tropical forest"
"267",1,"eastern siberia"
"268",1,"experimental drought"
"269",1,"false discovery rate"
"270",1,"forestry"
"271",1,"functional-group"
"272",1,"grass eriophorum-vaginatum"
"273",1,"heat-flux"
"274",1,"holocene carbon accumulation"
"275",1,"ice-core record"
"276",1,"internal pressurization"
"277",1,"james bay"
"278",1,"land-management"
"279",1,"land-surface scheme"
"280",1,"light use efficiency"
"281",1,"microsites"
"282",1,"modern methane emissions"
"283",1,"n-2 fixation"
"284",1,"net co2 exchange"
"285",1,"net ecosystem"
"286",1,"net photosynthesis"
"287",1,"oil palm plantations"
"288",1,"pasture"
"289",1,"peat temperature"
"290",1,"peatland development"
"291",1,"peatland forest"
"292",1,"ph gradient"
"293",1,"photosynthetic capacity"
"294",1,"pine forest"
"295",1,"plant functional-group"
"296",1,"plant functional types"
"297",1,"polytrichum-commune"
"298",1,"poor fen"
"299",1,"postglacial development"
"300",1,"potentials"
"301",1,"process-oriented model"
"302",1,"quality-control"
"303",1,"rainfall events"
"304",1,"river estuary"
"305",1,"seasonal variability"
"306",1,"simulation-model"
"307",1,"size distribution"
"308",1,"snow depth"
"309",1,"soil temperatures"
"310",1,"species control"
"311",1,"species richness"
"312",1,"sphagnum-derived peat"
"313",1,"sphagnum bogs"
"314",1,"sphagnum regeneration"
"315",1,"spruce picea-abies"
"316",1,"sulfur deposition"
"317",1,"surface-energy fluxes"
"318",1,"table draw-down"
"319",1,"table level"
"320",1,"taiga soils"
"321",1,"terrestrial biosphere model"
"322",1,"thermal-conductivity"
"323",1,"tree growth"
"324",1,"united-states"
"325",1,"wet grasslands"
"326",1,"wetland plant"
"327",1,"wetland restoration"
"328",1,"white spruce"
"329",1,"wood ash application"
"330",1,"2-source model"
"331",1,"3-year field measurement"
"332",1,"abisko area"
"333",1,"active-layer thickness"
"334",1,"active layer dynamics"
"335",1,"active radiation"
"336",1,"additions"
"337",1,"agricultural peatlands"
"338",1,"algorithms"
"339",1,"altitude peatland"
"340",1,"annual carbon balance"
"341",1,"annual cycle"
"342",1,"annual growth variation"
"343",1,"annual sums"
"344",1,"aquatic humic substances"
"345",1,"arable crops"
"346",1,"arbuscular mycorrhizal fungi"
"347",1,"arctic permafrost site"
"348",1,"atmosphere transfer scheme"
"349",1,"atmospheric contamination"
"350",1,"australis"
"351",1,"bayesian calibration"
"352",1,"beaver"
"353",1,"beech forest"
"354",1,"betula-pubescens"
"355",1,"biogeochemical cycles"
"356",1,"biomass turnover rates"
"357",1,"biotic factors"
"358",1,"birch"
"359",1,"black spruce ecosystems"
"360",1,"bog restoration"
"361",1,"british-isles"
"362",2,"peatlands"
"363",2,"dynamics"
"364",2,"vegetation"
"365",2,"temperature"
"366",2,"decomposition"
"367",2,"accumulation"
"368",2,"climate"
"369",2,"peat"
"370",2,"carbon-cycle"
"371",2,"responses"
"372",2,"growth"
"373",2,"nitrogen"
"374",2,"respiration"
"375",2,"boreal"
"376",2,"wetlands"
"377",2,"forest"
"378",2,"variability"
"379",2,"cycle"
"380",2,"ecosystems"
"381",2,"carbon accumulation"
"382",2,"atmospheric co2"
"383",2,"model"
"384",2,"sensitivity"
"385",2,"biomass"
"386",2,"photosynthesis"
"387",2,"tundra"
"388",2,"ecosystem"
"389",2,"permafrost"
"390",2,"patterns"
"391",2,"storage"
"392",2,"water-content"
"393",2,"soil carbon"
"394",2,"rates"
"395",2,"mires"
"396",2,"fire"
"397",2,"holocene"
"398",2,"sequestration"
"399",2,"plants"
"400",2,"productivity"
"401",2,"evolution"
"402",2,"canada"
"403",2,"soil organic-matter"
"404",2,"peat accumulation"
"405",2,"finland"
"406",2,"moisture"
"407",2,"alberta"
"408",2,"quality"
"409",2,"record"
"410",2,"mosses"
"411",2,"holocene carbon"
"412",2,"black spruce"
"413",2,"bogs"
"414",2,"calibration"
"415",2,"emission"
"416",2,"management"
"417",2,"testate amebas"
"418",2,"history"
"419",2,"reconstruction"
"420",2,"sink"
"421",2,"stocks"
"422",2,"turnover"
"423",2,"consumption"
"424",2,"vulnerability"
"425",2,"alaska"
"426",2,"precipitation"
"427",2,"classification"
"428",2,"age"
"429",2,"global distribution"
"430",2,"land"
"431",2,"last glacial maximum"
"432",2,"lateral expansion"
"433",2,"leaf-litter"
"434",2,"metabolism"
"435",2,"uncertainty"
"436",2,"biodiversity"
"437",2,"depth"
"438",2,"feedbacks"
"439",2,"mire"
"440",2,"north-america"
"441",2,"plant community"
"442",2,"pools"
"443",2,"quebec"
"444",2,"scale"
"445",2,"forests"
"446",2,"ice"
"447",2,"impacts"
"448",2,"late holocene"
"449",2,"atmospheric ch4"
"450",2,"carbon storage"
"451",2,"database"
"452",2,"water-balance"
"453",2,"competition"
"454",2,"conservation"
"455",2,"feedback"
"456",2,"fertilization"
"457",2,"gradients"
"458",2,"initiation"
"459",2,"interior alaska"
"460",2,"antarctica"
"461",2,"increased nitrogen deposition"
"462",2,"increases"
"463",2,"nitrogen-fertilization"
"464",2,"pollen"
"465",2,"region"
"466",2,"spruce forest"
"467",2,"terrestrial biosphere"
"468",2,"vegetation dynamics"
"469",2,"bryophytes"
"470",2,"disturbance"
"471",2,"elevated atmospheric co2"
"472",2,"enrichment"
"473",2,"fuscum"
"474",2,"gas"
"475",2,"global patterns"
"476",2,"greenland"
"477",2,"hummocks"
"478",2,"leaves"
"479",2,"mechanisms"
"480",2,"pine"
"481",2,"products"
"482",2,"sea"
"483",2,"simulations"
"484",2,"southern-ocean"
"485",2,"southern quebec"
"486",2,"spectroscopy"
"487",2,"taylor-dome"
"488",2,"trees"
"489",2,"tussock tundra"
"490",2,"wildfire"
"491",2,"abundance"
"492",2,"allocation"
"493",2,"ammonium"
"494",2,"atlantic"
"495",2,"atmospheric ch4 gradient"
"496",2,"behavior"
"497",2,"bomb c-14"
"498",2,"bryophyte"
"499",2,"burial"
"500",2,"burn severity"
"501",2,"carbon-nutrient balance"
"502",2,"climatic changes"
"503",2,"cultivation"
"504",2,"deglaciation"
"505",2,"delta-d values"
"506",2,"ecosystem model"
"507",2,"equations"
"508",2,"generation"
"509",2,"great-britain"
"510",2,"ice core"
"511",2,"intermediate complexity"
"512",2,"moss"
"513",2,"ombrotrophic peatlands"
"514",2,"organic-matter lost"
"515",2,"origin"
"516",2,"paleoecology"
"517",2,"pb-210"
"518",2,"plant-growth"
"519",2,"raised-bog"
"520",2,"resolution"
"521",2,"severity"
"522",2,"spectral reflectance measurements"
"523",2,"stoichiometry"
"524",2,"swedish raised bog"
"525",2,"antarctic ice"
"526",2,"area"
"527",2,"asian summer monsoon"
"528",2,"bare peat"
"529",2,"biosphere"
"530",2,"blue carbon"
"531",2,"britain"
"532",2,"canadian boreal forest"
"533",2,"carbon accumulation rates"
"534",2,"carbon stocks"
"535",2,"circulation"
"536",2,"co2 concentrations"
"537",2,"conversion"
"538",2,"cover"
"539",2,"deep-sea"
"540",2,"density"
"541",2,"desiccation-tolerance"
"542",2,"discrimination"
"543",2,"drivers"
"544",2,"forest management"
"545",2,"frequency"
"546",2,"global vegetation model"
"547",2,"ground vegetation"
"548",2,"ice-sheet"
"549",2,"increase"
"550",2,"index"
"551",2,"indicator"
"552",2,"last millennium"
"553",2,"limits"
"554",2,"mass-balance"
"555",2,"methyl mercury"
"556",2,"models"
"557",2,"mortality"
"558",2,"n-alkanes"
"559",2,"n-deposition"
"560",2,"netherlands"
"561",2,"organic-matter accumulation"
"562",2,"part ii"
"563",2,"plant respiration"
"564",2,"plateau"
"565",2,"present state"
"566",2,"radar"
"567",2,"raised mire"
"568",2,"regeneration"
"569",2,"seasonal-variations"
"570",2,"shrub expansion"
"571",2,"sinks"
"572",2,"soil fauna"
"573",2,"soil properties"
"574",2,"sweden"
"575",2,"system model"
"576",2,"temperatures"
"577",2,"tillage"
"578",2,"tree"
"579",2,"tundra soils"
"580",2,"wisconsin"
"581",2,"ages"
"582",2,"aggradation"
"583",2,"agriculture"
"584",2,"arbuscular mycorrhizal"
"585",2,"arctic soils"
"586",2,"arctic vegetation"
"587",2,"biomass allocation"
"588",2,"blanket-bog"
"589",2,"canadian peatlands"
"590",2,"carbon-dioxide evolution"
"591",2,"carbon burial"
"592",2,"carbon release"
"593",2,"co2 assimilation"
"594",2,"colorado"
"595",2,"cryoturbation"
"596",2,"dark respiration"
"597",2,"deep"
"598",2,"deposits"
"599",2,"diatoms"
"600",2,"diffusion"
"601",2,"disequilibrium"
"602",2,"environmental-conditions"
"603",2,"events"
"604",2,"evergreen"
"605",2,"exchanges"
"606",2,"fire severity"
"607",2,"flammability"
"608",2,"forest ecosystems"
"609",2,"fragmentation"
"610",2,"future fire"
"611",2,"gas budget"
"612",2,"genetic-structure"
"613",2,"geographical variation"
"614",2,"glacial maximum"
"615",2,"global wetland extent"
"616",2,"governance"
"617",2,"growth-response"
"618",2,"harvest"
"619",2,"human land-use"
"620",2,"humification"
"621",2,"ice-age"
"622",2,"inversion"
"623",2,"isotope constraints"
"624",2,"isotope discrimination"
"625",2,"knowledge"
"626",2,"lake naivasha"
"627",2,"land plants"
"628",2,"late-holocene"
"629",2,"late pleistocene"
"630",2,"leaf respiration"
"631",2,"light responses"
"632",2,"lignin control"
"633",2,"lolium-perenne"
"634",2,"long-term experiments"
"635",2,"manitoba"
"636",2,"maps"
"637",2,"microtopography"
"638",2,"n-alkane distributions"
"639",2,"new-jersey"
"640",2,"north-atlantic climate"
"641",2,"north york moors"
"642",2,"northern hardwoods"
"643",2,"norway"
"644",2,"old-growth"
"645",2,"organic-matter quality"
"646",2,"pacific"
"647",2,"particles"
"648",2,"past 2 centuries"
"649",2,"peat mosses"
"650",2,"peat samples"
"651",2,"phosphorus mobilization"
"652",2,"picea-mariana"
"653",2,"pine forests"
"654",2,"plant litter decomposition"
"655",2,"plantations"
"656",2,"pore-size"
"657",2,"proxy"
"658",2,"pyrolysis"
"659",2,"radiocarbon calibration"
"660",2,"radiocarbon measurements"
"661",2,"random forests"
"662",2,"range"
"663",2,"ratio"
"664",2,"recolonization"
"665",2,"red edge"
"666",2,"representation"
"667",2,"reservoirs"
"668",2,"resource availability"
"669",2,"rice agriculture"
"670",2,"rich fens"
"671",2,"root biomass"
"672",2,"russia"
"673",2,"scorpidium-scorpioides"
"674",2,"sector"
"675",2,"sedimentation"
"676",2,"siberian peatlands"
"677",2,"soil electrical-conductivity"
"678",2,"southeast alaska"
"679",2,"species-diversity"
"680",2,"sphagnaceae"
"681",2,"sphagnum litter"
"682",2,"stratigraphy"
"683",2,"swamp"
"684",2,"taiga"
"685",2,"temperature variability"
"686",2,"tephra"
"687",2,"thermal-acclimation"
"688",2,"thermal state"
"689",2,"thresholds"
"690",2,"time"
"691",2,"tundra plants"
"692",2,"vapor"
"693",2,"vitis-idaea"
"694",2,"vostok ice core"
"695",2,"walton moss"
"696",2,"winter"
"697",2,"2 sphagnum mosses"
"698",2,"20th-century"
"699",2,"acclimation"
"700",2,"accretion"
"701",2,"accuracy"
"702",2,"adaptation"
"703",2,"affects litter decomposition"
"704",2,"african monsoon"
"705",2,"age calibration"
"706",2,"age scale"
"707",2,"agri-environment schemes"
"708",2,"agricultural land"
"709",2,"ahvenainen"
"710",2,"alaskan tussock tundra"
"711",2,"allopolyploidy"
"712",2,"alpine"
"713",2,"alpine ecosystems"
"714",2,"alternative nitrogenases"
"715",2,"alterniflora"
"716",2,"ancient sediments"
"717",2,"andes"
"718",2,"annually laminated sediments"
"719",2,"anomalies"
"720",2,"arctic alaska"
"721",2,"arctic dwarf shrubs"
"722",2,"arctic lake"
"723",2,"arctic lakes"
"724",2,"arctic peat plateaus"
"725",2,"arctic wetland"
"726",2,"asian monsoon"
"727",2,"aspen"
"728",2,"assessing fire severity"
"729",2,"atlantic-ocean"
"730",2,"atmosphere methane exchange"
"731",2,"atmospheric co2 variations"
"732",2,"atmospheric transport"
"733",2,"atmospheric transport model"
"734",2,"atp synthesis"
"735",2,"avhrr data"
"736",2,"bacterial nanoforms"
"737",2,"basal ice"
"738",2,"base-richness"
"739",2,"bearberry"
"740",2,"big-run-bog"
"741",2,"biochemically based model"
"742",2,"biogenic methane"
"743",2,"biological nitrogen-fixation"
"744",2,"biomass estimation"
"745",2,"biomes"
"746",2,"black spruce forests"
"747",2,"bog growth"
"748",2,"bolshoy lyakhovsky island"
"749",2,"bootstrap"
"750",2,"boreal aspen"
"751",2,"boreal western canada"
"752",2,"bp event"
"753",2,"breakdown"
"754",3,"co2"
"755",3,"fluxes"
"756",3,"carbon-dioxide"
"757",3,"emissions"
"758",3,"ch4"
"759",3,"methane"
"760",3,"organic-carbon"
"761",3,"peatland"
"762",3,"exchange"
"763",3,"dioxide"
"764",3,"soils"
"765",3,"flux"
"766",3,"lakes"
"767",3,"n2o"
"768",3,"atmosphere"
"769",3,"grassland"
"770",3,"atmospheric methane"
"771",3,"gas-exchange"
"772",3,"radiocarbon"
"773",3,"natural wetlands"
"774",3,"thaw"
"775",3,"inorganic carbon"
"776",3,"greenhouse gases"
"777",3,"methane dynamics"
"778",3,"permafrost thaw"
"779",3,"boreal forests"
"780",3,"surface"
"781",3,"surface waters"
"782",3,"efflux"
"783",3,"evasion"
"784",3,"tibetan plateau"
"785",3,"oxygen"
"786",3,"c-14"
"787",3,"profiles"
"788",3,"terrestrial carbon"
"789",3,"waters"
"790",3,"active layer"
"791",3,"extraction"
"792",3,"nitrous-oxide fluxes"
"793",3,"polygonal tundra"
"794",3,"sanjiang plain"
"795",3,"thermokarst"
"796",3,"carbon turnover"
"797",3,"dissolved inorganic carbon"
"798",3,"europe"
"799",3,"lena delta"
"800",3,"simulation"
"801",3,"agricultural soils"
"802",3,"grasslands"
"803",3,"northern wisconsin"
"804",3,"anemometer (co)sine response"
"805",3,"bioenergy"
"806",3,"carbon sink"
"807",3,"mer-bleue peatland"
"808",3,"modis"
"809",3,"air"
"810",3,"boreal lakes"
"811",3,"calluna-vulgaris"
"812",3,"chamber"
"813",3,"co2 emissions"
"814",3,"co2 evasion"
"815",3,"complex"
"816",3,"environment simulator jules"
"817",3,"european forests"
"818",3,"flux measurement"
"819",3,"food webs"
"820",3,"global carbon-cycle"
"821",3,"hydroelectric reservoirs"
"822",3,"major elements"
"823",3,"marsh"
"824",3,"natural revegetation"
"825",3,"northern lakes"
"826",3,"ontario"
"827",3,"seasonal patterns"
"828",3,"stratification"
"829",3,"ultraviolet-radiation"
"830",3,"validation"
"831",3,"winter fluxes"
"832",3,"abundances"
"833",3,"alpine wetland"
"834",3,"amino-acid"
"835",3,"areas"
"836",3,"bubbles"
"837",3,"carbon-dioxide emissions"
"838",3,"ch4 flux"
"839",3,"ch4 oxidation"
"840",3,"co2 emission"
"841",3,"collection"
"842",3,"croplands"
"843",3,"cyclic development"
"844",3,"earth system model"
"845",3,"environmental services"
"846",3,"eutrophic lake"
"847",3,"fuel"
"848",3,"gas-bubbles"
"849",3,"heathland"
"850",3,"isotope"
"851",3,"isotope composition"
"852",3,"larch forest"
"853",3,"large humic lake"
"854",3,"metal concentration"
"855",3,"micrometeorological techniques"
"856",3,"northern siberia"
"857",3,"ozone"
"858",3,"palsa mires"
"859",3,"payments"
"860",3,"pco(2)"
"861",3,"peatland stream"
"862",3,"policy"
"863",3,"ponds"
"864",3,"regression"
"865",3,"river delta"
"866",3,"sediment respiration"
"867",3,"siberia"
"868",3,"solar-radiation"
"869",3,"stands"
"870",3,"sulfate deposition"
"871",3,"upland grassland"
"872",3,"wind-speed"
"873",3,"winter co2"
"874",3,"winter methane dynamics"
"875",3,"1st-order stream"
"876",3,"absorption-spectroscopy"
"877",3,"agrilus-planipennis"
"878",3,"albedo"
"879",3,"allochthonous organic-carbon"
"880",3,"ambient ozone"
"881",3,"ancient"
"882",3,"aquatic conduit"
"883",3,"arylsulfatase activity"
"884",3,"atmospheric nitrogen"
"885",3,"bacterioplankton communities"
"886",3,"balsam fir"
"887",3,"beiluhe basin"
"888",3,"biodiversity conservation"
"889",3,"biogenic gas"
"890",3,"boreal organic soil"
"891",3,"boreal wetland"
"892",3,"branched gdgts"
"893",4,"dissolved organic-carbon"
"894",4,"water"
"895",4,"matter"
"896",4,"export"
"897",4,"humic substances"
"898",4,"deposition"
"899",4,"peat soils"
"900",4,"phosphorus"
"901",4,"dissolved organic-matter"
"902",4,"release"
"903",4,"land-use"
"904",4,"blanket peat"
"905",4,"transport"
"906",4,"doc"
"907",4,"catchment"
"908",4,"drought"
"909",4,"hydrology"
"910",4,"river"
"911",4,"terrestrial"
"912",4,"chemical-composition"
"913",4,"uk"
"914",4,"chemistry"
"915",4,"hydraulic conductivity"
"916",4,"indicators"
"917",4,"lake"
"918",4,"groundwater"
"919",4,"sediment"
"920",4,"groundwater-flow"
"921",4,"drainage"
"922",4,"raised bogs"
"923",4,"trends"
"924",4,"flow"
"925",4,"fluorescence"
"926",4,"fresh-water"
"927",4,"ocean"
"928",4,"pore-water"
"929",4,"stream"
"930",4,"biogeochemistry"
"931",4,"erosion"
"932",4,"phenol oxidase activity"
"933",4,"rivers"
"934",4,"black carbon"
"935",4,"iron"
"936",4,"minnesota"
"937",4,"phenol oxidase"
"938",4,"streams"
"939",4,"acidification"
"940",4,"atmospheric deposition"
"941",4,"budget"
"942",4,"lost river peatland"
"943",4,"microbial activity"
"944",4,"basin"
"945",4,"china"
"946",4,"drain-blocking"
"947",4,"isotopic composition"
"948",4,"moorland"
"949",4,"northern minnesota"
"950",4,"phytoplankton"
"951",4,"temporal variations"
"952",4,"arctic-ocean"
"953",4,"catchments"
"954",4,"drinking-water"
"955",4,"field"
"956",4,"fluorescence spectroscopy"
"957",4,"geochemistry"
"958",4,"inland waters"
"959",4,"isotope fractionation"
"960",4,"lignin"
"961",4,"new-zealand"
"962",4,"nitrogen dynamics"
"963",4,"nutrients"
"964",4,"stream water"
"965",4,"aquatic carbon"
"966",4,"delta-c-13"
"967",4,"marine"
"968",4,"membrane-lipids"
"969",4,"molecular-weight"
"970",4,"physical-properties"
"971",4,"samples"
"972",4,"size"
"973",4,"soil-water"
"974",4,"solute transport"
"975",4,"systems"
"976",4,"atmospheric carbon"
"977",4,"blanket bog"
"978",4,"chlorophyll"
"979",4,"compaction"
"980",4,"constructed wetlands"
"981",4,"dual-porosity"
"982",4,"england"
"983",4,"humic-acid"
"984",4,"lena river"
"985",4,"national-park"
"986",4,"natural-waters"
"987",4,"ombrotrophic peat"
"988",4,"retention"
"989",4,"runoff generation"
"990",4,"spatial-distribution"
"991",4,"sulfate"
"992",4,"bioavailability"
"993",4,"british rivers"
"994",4,"bulk-density"
"995",4,"doc flux"
"996",4,"elemental carbon"
"997",4,"ground-penetrating radar"
"998",4,"hydraulic-properties"
"999",4,"induced acidification"
"1000",4,"isotopes"
"1001",4,"jura mountains"
"1002",4,"land management"
"1003",4,"leaf"
"1004",4,"matter decomposition"
"1005",4,"matter fluorescence"
"1006",4,"nutrient accumulation"
"1007",4,"nutrient limitation"
"1008",4,"particulate"
"1009",4,"patterned mires"
"1010",4,"peat bogs"
"1011",4,"river water"
"1012",4,"southern pennines"
"1013",4,"sphagnum moss"
"1014",4,"state c-13 nmr"
"1015",4,"summer"
"1016",4,"surface-water"
"1017",4,"surface-water chemistry"
"1018",4,"trace-elements"
"1019",4,"ultraviolet absorbency"
"1020",4,"water color"
"1021",4,"algorithm"
"1022",4,"amino-acids"
"1023",4,"anaerobic oxidation"
"1024",4,"bacterioplankton"
"1025",4,"beaufort sea"
"1026",4,"blocking"
"1027",4,"budgets"
"1028",4,"california"
"1029",4,"carbon fluxes"
"1030",4,"coastal"
"1031",4,"conductivity"
"1032",4,"dialkyl glycerol tetraethers"
"1033",4,"discharge"
"1034",4,"disturbed catchments"
"1035",4,"doc production"
"1036",4,"eastern north-america"
"1037",4,"enzyme-activity"
"1038",4,"exports"
"1039",4,"fish"
"1040",4,"fluctuations"
"1041",4,"food-web structure"
"1042",4,"fulvic-acid"
"1043",4,"fulvic-acids"
"1044",4,"gaseous carbon"
"1045",4,"gully erosion"
"1046",4,"heterotrophic bacteria"
"1047",4,"hyperspectral data"
"1048",4,"lake-agassiz peatlands"
"1049",4,"lake-sediments"
"1050",4,"long-term records"
"1051",4,"mackenzie river"
"1052",4,"mass-spectrometry"
"1053",4,"methylmercury"
"1054",4,"microbial-degradation"
"1055",4,"mobilization"
"1056",4,"molecular-size distribution"
"1057",4,"new-york"
