"","grp","label"
"18",2,"PEAT EXTRACTION, CONSERVATION AND THE RURAL ECONOMY IN NORTHERN-IRELAND"
"19",2,"GREENHOUSE IMPACT DUE TO DIFFERENT PEAT FUEL UTILISATION CHAINS IN FINLAND - A LIFE-CYCLE APPROACH"
"20",2,"EFFECT OF DISTURBANCE ON THE VEGETATION OF PEAT BOGS WITH PINUS ROTUNDATA IN THE TREBON BASIN, CZECH REPUBLIC"
"21",2,"RESTORATION OF PEATLAND BY SPONTANEOUS REVEGETATION AFTER ROAD CONSTRUCTION"
"22",2,"PEAT DECOMPOSITION IN A TRANSITIONAL MIRE IN CENTRAL POLAND"
"23",2,"AN EVALUATION OF PEAT LOSS FROM AN EVERGLADES TREE ISLAND, FLORIDA, USA"
"24",2,"REVEGETATION OF HARVESTED PEAT SURFACES IN RELATION TO SUBSTRATE QUALITY"
"25",2,"FINNISH FOREST ENERGY SYSTEMS AND CO2 CONSEQUENCES"
"26",2,"QUALITY OF DOC PRODUCED DURING LITTER DECOMPOSITION OF PEATLAND PLANT DOMINANTS"
"27",2,"AN EVALUATION OF MITIGATION MEASURES TO REDUCE IMPACTS OF PEAT HARVESTING ON THE AQUATIC HABITAT OF THE EAST BRANCH PORTAGE RIVER, NEW BRUNSWICK, CANADA"
"28",2,"USING MULTITEMPORAL AND MULTISPECTRAL AIRBORNE LIDAR TO ASSESS DEPTH OF PEAT LOSS AND CORRESPONDENCE WITH A NEW ACTIVE NORMALIZED BURN RATIO FOR WILDFIRES"
"29",2,"THE APPLICATION OF THERMAL-ANALYSIS TO THE STUDY OF THE OXIDATION OF SOLID FUELS"
"30",2,"THE IMPACT OF PEAT HARVESTING AND NATURAL REGENERATION ON THE WATER BALANCE OF AN ABANDONED CUTOVER BOG, QUEBEC"
"31",3,"PALUDICULTURE ON FORMER BOG GRASSLAND: PROFITABILITY OF SPHAGNUM FARMING IN NORTH WEST GERMANY"
"32",3,"ALLELOPATHIC EFFECT OF ORGANIC MULCHES ON VEGETABLE GERMINATION AND EARLY DEVELOPMENT"
"33",3,"ASSESSING THE QUALITY OF THE SAMPLING OF FUEL PEAT USING COMPUTER-SIMULATION"
"34",3,"THE HISTORY, PRESENT STATUS AND FUTURE PROSPECTS OF THE RUSSIAN FUEL PEAT INDUSTRY"
"35",3,"PALAEO-HYDROLOGICAL RECONSTRUCTION OF A MANAGED FEN AREA IN THE NETHERLANDS"
"36",3,"SUBSIDENCE AND DEGRADATION OF AGRICULTURAL PEATLANDS IN THE FENLANDS OF NORFOLK, UK"
"37",3,"EFFECTIVENESS OF RESTORATION OF A DEGRADED SHALLOW MOUNTAIN FEN AFTER FIVE YEARS"
"38",3,"ALTERATION OF PEAT BOG SOILS BY CROPPING WITH PERENNIAL GRASSES"
"39",3,"THE FLUX OF ORGANIC MATTER THROUGH A PEATLAND ECOSYSTEM: THE ROLE OF CELLULOSE, LIGNIN, AND THEIR CONTROL OF THE ECOSYSTEM OXIDATION STATE"
"40",3,"EFFECT OF ADDING WHEAT PEAT AND SPRAYING WITH ITS EXTRACT AND ORGANIC NUTRIENT VEGEAMINO ON GROWTH AND YIELD OF RED CABBAGE"
"41",3,"DEGRADATION OF BTEX COMPOUNDS IN LIQUID MEDIA AND IN PEAT BIOFILTERS"
"42",3,"RATE OF BIOCHEMICAL DECOMPOSITION OF ORGANIC MATTER IN DRAINED PEATY SOILS AT DIFFERENT SANDING MODES"
"43",3,"SWITCH OF FUNGAL TO BACTERIAL DEGRADATION IN NATURA DRAINED AND REWETTED OLIGOTROPHIC PEATLANDS REFLECTED IN DELTA N-15 AND FATTY ACID COMPOSITION"
"44",3,"VEGETATION FEEDBACKS OF NUTRIENT ADDITION LEAD TO A WEAKER CARBON SINK IN AN OMBROTROPHIC BOG"
"45",3,"ARCHAEAL COMMUNITIES IN HIGH ARCTIC WETLANDS AT SPITSBERGEN, NORWAY (78 DEGREES N) AS CHARACTERIZED BY 16S RRNA GENE FINGERPRINTING"
"46",4,"ACTION OF WATER EXTRACT FROM POMORIE MUD ON THE SPONTANEOUS CONTRACTILE ACTIVITY OF SMOOTH-MUSCLE STRIPS OF GUINEA PIG STOMACH"
"47",4,"DEGRADATION OF ISOPROTURON AND BENTAZONE IN PEAT- AND COMPOST-BASED BIOMIXTURES"
"48",4,"OPTIMIZATION OF GRAVITY-DRIVEN HYDRAULIC FLOCCULATORS TO TREAT PEAT EXTRACTION RUNOFF WATER"
"49",4,"PEAT PRODUCTION IN HIGH-EMISSION LEVEL PEATLANDS - A KEY TO REDUCING CLIMATIC IMPACTS?"
"50",4,"STUDY OF EMISSIONS FROM DOMESTIC SOLID-FUEL STOVE COMBUSTION IN IRELAND"
"51",4,"CARBOFURAN DEGRADATION AND METABOLITE INCORPORATION DURING SOLID STATE FERMENTATION"
"52",4,"SENSITIVITY OF PEATLAND CARBON LOSS TO ORGANIC MATTER QUALITY"
"53",4,"IMPACT OF PAHOKEE PEAT HUMIC ACID AND BUFFER IDENTITY ON GOETHITE AGGREGATION AND REACTIVITY"
"54",4,"CHANGES IN AMINO ACIDS CONTENT OF HUMIC ACIDS SEQUENTIALLY EXTRACTED FROM PEAT AND SOD-PODZOLIC SOIL"
"55",4,"GEOCHEMICAL STABILITY OF FINE-GRAINED SILICIC HOLOCENE TEPHRA IN ICELAND AND SCOTLAND"
"56",4,"ADSORPTION OF HUMIC ACIDS FROM AQUEOUS SOLUTIONS ONTO POWDERED ACTIVE CARBON"
"57",4,"IRON AVAILABILITY IN PEAT SUBSTRATES AS ASSESSED BY WATER, CALCIUM CHLORIDE, AMMONIUM ACETATE, DTPA AND CALCIUM CHLORIDE DTPA"
"58",4,"NATURAL AND ANTHROPOGENIC INFLUENCES ON PEAT DEVELOPMENT IN WAIKATO/HAURAKI PLAINS RESTIAD BOGS"
"59",4,"EARLY PENNSYLVANIAN OMBROTROPHIC MIRE OF THE PROKOP COAL (UPPER SILESIAN BASIN); WHAT DOES IT SAY ABOUT CLIMATE?"
"60",4,"THE DEPENDENCE OF NET SOIL CO2 EMISSIONS ON WATER TABLE DEPTH IN BOREAL PEATLANDS DRAINED FOR FORESTRY"
"61",5,"EFFECTS OF NATURALLY-OCCURRING IRON-CARRIERS ON CONTINUOUSLY CULTIVATED ESCHERICHIA-COLI"
"62",5,"CARBON BALANCE OF A RESTORED AND CUTOVER RAISED BOG: IMPLICATIONS FOR RESTORATION AND COMPARISON TO GLOBAL TRENDS"
"63",5,"DO LOGGING RESIDUE PILES TRIGGER EXTRA DECOMPOSITION OF SOIL ORGANIC MATTER?"
"64",5,"HYDROLOGIC CONTROLS ON APERIODIC SPATIAL ORGANIZATION OF THE RIDGE-SLOUGH PATTERNED LANDSCAPE"
"65",5,"TRENDS IN BIOMASS BURNING IN THE CARPATHIAN REGION OVER THE LAST 15,000 YEARS"
"66",5,"THE EFFECTS OF BLACK SPRUCE FUEL MANAGEMENT ON SURFACE FUEL CONDITION AND PEAT BURN SEVERITY IN AN EXPERIMENTAL FIRE"
"67",5,"THE SENSITIVITY OF PEAT-COVERED UPLAND LANDSCAPES"
"68",5,"SUBSTRATE QUALITY OF DRAINED ORGANIC SOILS - IMPLICATIONS FOR CARBON DIOXIDE FLUXES"
"69",5,"SUPPLEMENTATION WITH A PROPRIETARY BLEND OF ANCIENT PEAT AND APPLE EXTRACT MAY IMPROVE BODY COMPOSITION WITHOUT AFFECTING HEMATOLOGY IN RESISTANCE-TRAINED MEN"
"70",5,"THE COMPLEXATION OF CALCIUM BY HS EXTRACTED FROM TT COULD THEN ENHANCING THE EFFICIENCE OF THE PHOSPHATIC NUTRITION PLANTS."
"71",5,"STEADY AND EBULLITIVE METHANE FLUXES FROM ACTIVE, RESTORED AND UNRESTORED HORTICULTURAL PEATLANDS"
"72",5,"FACTORS BEHIND THE DEVELOPMENT OF FOREST CHIPS USE AND PRICING IN FINLAND"
"73",5,"EFFECT OF ANISOTROPY ON SOLUTE TRANSPORT IN DEGRADED FEN PEAT SOILS"
"74",5,"EXPORT OF PHOSPHORUS AND NITROGEN FROM LODGEPOLE PINE (PINUS CONTORTA) BRASH WINDROWS ON HARVESTED BLANKET PEAT FORESTS"
"75",5,"YEAST COMMUNITIES OF SECONDARY PEAT SWAMP FORESTS IN THAILAND AND THEIR ANTAGONISTIC ACTIVITIES AGAINST FUNGAL PATHOGENS CAUSE OF PLANT AND POSTHARVEST FRUIT DISEASES"
"76",6,"ECOHYDROLOGICAL FEATURES OF SOME CONTRASTING MIRES IN TIERRA DEL FUEGO, ARGENTINA"
"77",6,"SULFUR MINERALIZATION IN SPHAGNUM PEAT"
"78",6,"ARSENIC IN GROUNDWATER: TESTING POLLUTION MECHANISMS FOR SEDIMENTARY AQUIFERS IN BANGLADESH"
"79",6,"CAPILLARY ELECTROPHORESIS OF HUMIC ACID FRACTIONS"
"80",6,"DEFINITION OF TROPHIC CLASSES IN WOODED PEATLANDS BY MEANS OF VEGETATION TYPES AND PLANT INDICATORS"
"81",6,"DRAINING EFFECTS ON RECENT ACCUMULATION RATES OF C AND N IN ZOIGE ALPINE PEATLAND IN THE TIBETAN PLATEAU"
"82",6,"FORMATION AND DYNAMICS OF THE BIOTOPE OF PINE PLANTATIONS ON PEAT SOILS AFTER IRRIGATION IMPROVEMENT"
"83",6,"CHARACTERISTICS OF SULFIDE BEARING SOIL MATERIALS IN PEAT EXTRACTION AREAS IN N-FINLAND"
"84",6,"MECHANISMS REGULATING BIOAVAILABILITY OF PHENANTHRENE SORBED ON A PEAT SOIL-ORIGIN HUMIC SUBSTANCE"
"85",6,"DELETION OF THE SCLEROTOME-ENRICHED LNCRNA PEAT AUGMENTS RIBOSOMAL PROTEIN EXPRESSION"
"86",6,"COMPLEX-FORMING OF SILVER(I) WITH HUMUS ACIDS AND THE GEOCHEMICAL ROLE OF THUS PROCESS"
"87",6,"BIOGEOCHEMISTRY OF SOIL INORGANIC AND ORGANIC PHOSPHORUS: A COMPOSITIONAL ANALYSIS WITH BALANCES"
"88",6,"ADSORPTION OF NATURAL ORGANIC POLYELECTROLYTES BY ACTIVATED CARBON: A SIZE-EXCLUSION CHROMATOGRAPHY STUDY"
"89",6,"DUAL POLYMER SYSTEM IN PEAT DEWATERING"
"90",6,"CHARACTERIZATION OF STRUCTURAL DISTURBANCES IN PEATS BY X-RAY CT-BASED DENSITY DETERMINATIONS"
"91",7,"RESPIRATION AND EMISSIONS OF METHANE AND NITROUS OXIDE FROM A BOREAL PEATLAND COMPLEX COMPRISING DIFFERENT LAND-USE TYPES"
"92",7,"ANNUAL GREENHOUSE GAS BUDGET FOR A BOG ECOSYSTEM UNDERGOING RESTORATION BY REWETTING"
"93",7,"EXTRACTION OF HUMIC ACIDS AND THEIR FRACTIONS IN POLY(ETHYLENE GLYCOL)-BASED AQUEOUS BIPHASIC SYSTEMS"
"94",7,"DISTINCT ANAEROBIC BACTERIAL CONSUMERS OF CELLOBIOSE-DERIVED CARBON IN BOREAL FENS WITH DIFFERENT CO2/CH4 PRODUCTION RATIOS"
"95",7,"FERTILIZER SOURCE AND MEDIUM COMPOSITION AFFECT VEGETATIVE GROWTH AND MINERAL NUTRITION OF A HYBRID MOTH ORCHID"
"96",7,"THE CONSTRUCTION OF A RELIABLE ABSOLUTE CHRONOLOGY FOR THE LAST TWO MILLENNIA IN AN ANTHROPOGENICALLY DISTURBED PEAT BOG: LIMITATIONS AND ADVANTAGES OF USING A RADIO-ISOTOPIC PROXY AND AGE-DEPTH MODELLING"
"97",7,"DISSOLVED ORGANIC MATTER PROPERTIES AND THEIR RELATIONSHIP TO CARBON DIOXIDE EFFLUX FROM RESTORED PEAT BOGS"
"98",7,"COMMUNITY-IDENTIFIED KEY RESEARCH QUESTIONS FOR THE FUTURE OF UK AFFORESTED PEATLANDS"
"99",7,"GREENHOUSE GAS EMISSIONS FROM CANADIAN PEAT EXTRACTION, 1990-2000: A LIFE-CYCLE ANALYSIS"
"100",7,"PEAT OXIDATION IN AN ABANDONED CUTOVER PEATLAND"
"101",7,"TRANSFORMATIONS OF MINERAL NITROGEN APPLIED TO PEAT SOIL DURING SEQUENTIAL OXIC/ANOXIC CYCLING"
"102",7,"HYDROLOGICAL MANAGEMENT OF A CUTOVER PEATLAND"
"103",7,"EVALUATION OF THE IMPLEMENTATION OF A GOAL-ORIENTED PEATLAND REHABILITATION PLAN"
"104",7,"RESIDENTIAL SOLID FUEL USE: MODELLING THE IMPACTS AND POLICY IMPLICATIONS OF NATURAL RESOURCE ACCESS, TEMPERATURE, INCOME, GAS INFRASTRUCTURE AND GOVERNMENT REGULATION"
"105",7,"RELATIONSHIP BETWEEN THE SEED RAIN AND THE ESTABLISHMENT OF VEGETATION IN 2 AREAS ABANDONED AFTER PEAT HARVESTING"
"106",8,"SPECIES DIVERSITY, NICHE METRICS AND SPECIES ASSOCIATIONS IN HARVESTED AND UNDISTURBED BOGS"
"107",8,"DEVELOPMENT OF FINNISH PEATLAND AREA AND CARBON STORAGE 1950-2000"
"108",8,"EFFECTS OF ARTIFICIAL PLANT COVER ON PLANT COLONIZATION OF A BARE PEAT SURFACE"
"109",8,"NITROUS OXIDE EMISSION FROM FEN MIRES IN DEPENDENCE OF ANTHROPOGENIC ACTIVITIES"
"110",8,"A MODEL OF GROSS PRIMARY PRODUCTIVITY BASED ON SATELLITE DATA SUGGESTS FORMERLY AFFORESTED PEATLANDS UNDERGOING RESTORATION REGAIN FULL PHOTOSYNTHESIS CAPACITY AFTER FIVE TO TEN YEARS"
"111",8,"STUDY OF THE ACID-BASE PROPERTIES OF A PEAT SOIL AND ITS HUMIN AND HUMIC ACID FRACTIONS"
"112",8,"REED CANARY GRASS YIELD AND FUEL QUALITY IN ESTONIAN FARMERS' FIELDS"
"113",8,"SPONTANEOUS REVEGETATION OF CUTAWAY FENS: CAN IT RESULT IN VALUABLE HABITATS?"
"114",8,"MOLECULAR CHARACTERIZATION OF MICROBIAL COMMUNITIES IN A PEAT-RICH AQUIFER SYSTEM CONTAMINATED WITH CHLORINATED ALIPHATIC COMPOUNDS"
"115",8,"MUD-BOTTOM HOLLOWS: EXCEPTIONAL FEATURES IN CARBON-ACCUMULATING BOGS?"
"116",8,"ARSENIC RELEASE AND SPECIATION IN A DEGRADED FEN AS AFFECTED BY SOIL REDOX POTENTIAL AT VARIED MOISTURE REGIME"
"117",8,"VEGETATION CONTROLS METHANE EMISSIONS IN A COASTAL BRACKISH FEN"
"118",8,"BIRCH BOG ON ANTHROPOGENICALLY TRANSFORMED RAISED BOGS. A CASE STUDY FROM POMERANIA (POLAND)"
"119",8,"DISSOLVED ORGANIC MATTER PHOTOLYSIS IN CANADIAN ARCTIC THAW PONDS"
"120",8,"INFLUENCE OF HOLOCENE PERMAFROST AGGRADATION AND THAW ON THE PALEOECOLOGY AND CARBON STORAGE OF A PEATLAND COMPLEX IN NORTHWESTERN CANADA"
"121",9,"IMPLICATIONS OF ALTERED HYDROLOGY FOR SUBSTRATE QUALITY AND TRACE GAS PRODUCTION IN A POOR FEN PEATLAND"
"122",9,"DOUBLE TROUBLE: SUBSIDENCE AND CO2 RESPIRATION DUE TO 1,000 YEARS OF DUTCH COASTAL PEATLANDS CULTIVATION"
"123",9,"THE INFLUENCE OF LAND-USE ON THE SEDIMENTATION OF THE RIVER DELTA IN THE KYRONJOKI DRAINAGE-BASIN"
"124",9,"HIGH METHANE EMISSIONS DOMINATED ANNUAL GREENHOUSE GAS BALANCES 30 YEARS AFTER BOG REWETTING"
"125",9,"MODEL-BASED ANALYSES OF OPTIONS TO STABILIZE THE WATER BALANCE IN THE CATCHMENT OF THE FEN IN THE NATURE RESERVE ,,LAKE LUCHSEE"""
"126",9,"SORPTION OF HEAVY METALS AND METAL-PRECURRORS OF LONG-LIVED RADIONUCLIDES ON HUMIC ACIDS .1. SORPTION OF CESIUM(I), STRONTIUM(II), CERIUM(III), AND RUTHENIUM(IV)"
"127",9,"DRASTIC TURNOVER OF BRYOPHYTE VEGETATION ON BOG MICROFORMS INITIATED BY AIR POLLUTION IN NORTHEASTERN ESTONIA AND BORDERING RUSSIA"
"128",9,"BENCHMARKING ENVIRONMENTAL IMPACTS OF PEAT USE FOR ELECTRICITY GENERATION IN IRELAND-A LIFE CYCLE ASSESSMENT"
"129",9,"OZONATION AND FENTON TREATMENT FOR REMEDIATION OF DIESEL FUEL CONTAMINATED SOIL"
"130",9,"NATURAL BITUMENS VERSUS OIL POLLUTION IN THE VLASINA LAKE PEAT"
"131",10,"ISOLATION AND SORPTION BEHAVIOR OF HUMIC ACID FROM ZHONGDIAN PEAT OF YUNNAN PROVINCE, CHINA"
"132",10,"CHARACTERIZATION OF HUMIC FERTILIZERS FROM HORSE, SHEEP AND CATTLE DUNG BY THEIR DENSITY"
"133",10,"A CRITICAL RE-EXAMINATION OF THE PETROLOGY OF THE NO. 5 BLOCK COAL IN EASTERN KENTUCKY WITH SPECIAL ATTENTION TO THE ORIGIN OF INERTINITE MACERALS IN THE SPLINT LITHOTYPES"
"134",10,"ESTABLISHING SPHAGNUM CULTURES ON BOG GRASSLAND, CUT-OVER BOGS, AND FLOATING MATS: PROCEDURES, COSTS AND AREA POTENTIAL IN GERMANY"
"135",10,"EVALUATION OF COPPER(II)-BINDING ABILITY OF HUMIC ACIDS IN PEAT USING SULPHOPROPYL-SEPHADEX C-25 CATION EXCHANGER"
"136",10,"THE EMISSIONS AND CONTROL OF NO(X) AND N2O IN PRESSURIZED FLUIDIZED-BED COMBUSTION"
"137",10,"EFFICIENCY OF HUMIC ACID FROM VARIOUS ORGANIC SOURCES FOR REDUCING HEXAVALENT CHROMIUM IN AQUEOUS SOLUTIONS"
"138",10,"ASSESSING WOOD AND SOIL CARBON LOSSES FROM A FOREST-PEAT FIRE IN THE BOREO-NEMORAL ZONE"
"139",10,"SEQUENTIALLY EXTRACTED PHOSPHORUS FRACTIONS IN PEAT-DERIVED SOILS"
"140",10,"COST-EFFECTIVE LAND-USE OPTIONS OF DRAINED PEATLANDS-INTEGRATED BIOPHYSICAL-ECONOMIC MODELING APPROACH"
"141",10,"COALIFICATION REACTIONS OF VITRINITE DERIVED FRONT COALIFIED WOOD -TRANSFORMATIONS TO RANK OF BITUMINOUS COAL"
"142",10,"DECISION SUPPORT SYSTEM FOR PEAT FIRE PREVENTION"
"143",10,"LOSS OF ENVIRONMENTAL HETEROGENEITY AND AQUATIC MACROINVERTEBRATE DIVERSITY FOLLOWING LARGE-SCALE RESTORATION MANAGEMENT"
"144",10,"FEN GRASSLAND VEGETATION UNDER DIFFERENT LAND USES (BIEBRZA NATIONAL PARK, POLAND)"
"145",10,"BOG BREATHING: THE EXTENT OF PEAT SHRINKAGE AND EXPANSION ON BLANKET BOGS IN RELATION TO WATER TABLE, HEATHER MANAGEMENT AND DOMINANT VEGETATION AND ITS IMPLICATIONS FOR CARBON STOCK ASSESSMENTS"
"146",11,"EFFECT OF PEAT QUALITY ON MICROBIAL GREENHOUSE GAS FORMATION IN AN ACIDIC FEN"
"147",11,"CULTIVATION OF TYPHA SPP. IN CONSTRUCTED WETLANDS FOR PEATLAND RESTORATION"
"148",11,"LONG-TERM WATER REGIME STUDIES OF A DEGRADED FLOATING FEN IN HUNGARY"
"149",11,"DEVELOPING A NATIONAL STRATEGY FOR THE CONSERVATION AND SUSTAINABLE USE OF PEATLANDS IN THE REPUBLIC OF BELARUS"
"150",11,"RESTORATION OF RARE BRYOPHYTES IN DEGRADED RICH FENS: THE EFFECT OF SOD-AND-MOSS REMOVAL"
"151",11,"A COMPARISON OF THE HISTORICAL LEAD POLLUTION RECORDS IN PEAT AND FRESHWATER LAKE SEDIMENTS FROM CENTRAL SCOTLAND"
"152",11,"LINKING ECOSYSTEM FUNCTION AND HYDROLOGIC REGIME TO INFORM RESTORATION OF A FORESTED PEATLAND"
"153",11,"PLANT RHIZOSPHERE OXIDATION REDUCES METHANE PRODUCTION AND EMISSION IN REWETTED PEATLANDS"
"154",11,"USE OF HYDRIDE GENERATION-ATOMIC ABSORPTION SPECTROMETRY TO DETERMINE THE EFFECTS OF HARD IONS, IRON SALTS AND HUMIC SUBSTANCES ON ARSENIC SORPTION TO SORGHUM BIOMASS"
"155",12,"EFFECTS OF BIOCHAR AND PEAT ON SALT-AFFECTED SOIL EXTRACT SOLUTION AND WHEAT SEEDLING GERMINATION IN THE YELLOW RIVER DELTA"
"156",12,"SEDIMENTOLOGY OF THE CONTINENTAL END-PERMIAN EXTINCTION EVENT IN THE SYDNEY BASIN, EASTERN AUSTRALIA"
"157",12,"CAN TREATMENT WETLANDS BE CONSTRUCTED ON DRAINED PEATLANDS FOR EFFICIENT PURIFICATION OF PEAT EXTRACTION RUNOFF?"
"158",12,"FUTURE OPTIONS FOR CULTIVATED NORDIC PEAT SOILS: CAN LAND MANAGEMENT AND REWETTING CONTROL GREENHOUSE GAS EMISSIONS?"
"159",12,"APPLICATION OF SHUMANN AND JOOSTEN CLASSIFICATION IN FEN PEATLAND DEGRADATION STAGE ASSESSMENT - A CASE STUDY FROM SOUTHERN POLAND"
"160",12,"AEROBIC RELEASE AND BIODEGRADATION OF DISSOLVED ORGANIC MATTER FROM FROZEN PEAT: EFFECTS OF TEMPERATURE AND HETEROTROPHIC BACTERIA"
"161",12,"AN OVERVIEW OF THE PROGRESS AND CHALLENGES OF PEATLAND RESTORATION IN WESTERN EUROPE"
"162",12,"MULTI-SCALE ANALYSIS OF ELECTRICAL CONDUCTIVITY OF PEATLANDS FOR THE ASSESSMENT OF PEAT PROPERTIES"
"163",12,"PALAEOHYDROLOGY AND THE HUMAN IMPACT ON ONE OF THE LARGEST RAISED BOGS COMPLEX IN THE WESTERN CARPATHIANS (CENTRAL EUROPE) DURING THE LAST TWO MILLENNIA"
"164",13,"FUNCTIONING OF THE FUEL-ENERGY COMPLEX OF LVIV OBLAST IN MODERN CONDITIONS"
"165",13,"BLACK CARBON IN SOILS AND SEDIMENTS: ANALYSIS, DISTRIBUTION, IMPLICATIONS, AND CURRENT CHALLENGES"
"166",13,"AN INTEGRATED GEOPHYSICAL AND GIS BASED APPROACH IMPROVES ESTIMATION OF PEATLAND CARBON STOCKS"
"167",13,"DEVELOPMENT OF THE PRESS EXTRACTION METHOD FOR PLUG SUBSTRATE ANALYSIS: QUANTITATIVE RELATIONSHIPS BETWEEN SOLUTION EXTRACTION TECHNIQUES"
"168",13,"APPLICATION OF PALAEOECOLOGY FOR PEATLAND CONSERVATION AT MOSSDALE MOOR, UK"
"169",13,"PHYSICAL AND HYDROLOGICAL PROPERTIES OF PEAT AS PROXIES FOR DEGRADATION OF SOUTH AFRICAN PEATLANDS: IMPLICATIONS FOR CONSERVATION AND RESTORATION"
"170",14,"CORRELATION BETWEEN BIOLOGICAL AND PHYSICAL AVAILABILITIES OF PHENANTHRENE IN SOILS AND SOIL HUMIN IN AGING EXPERIMENTS"
"171",14,"BIODIESEL PRODUCTION FROM WASTE COOKING OIL USING HETEROGENEOUS CATALYST: BIODIESEL PRODUCT DATA AND ITS CHARACTERIZATION"
"172",14,"STORAGE PROCEDURES AFFECT PH, ELECTRICAL CONDUCTIVITY, AND NUTRIENT CONCENTRATIONS OF POUR-THROUGH LEACHATE FROM PINE BARK AND PEAT-BASED SUBSTRATES"
"173",14,"THE EFFECTS OF WATER TABLE DRAW-DOWN (AS A SURROGATE FOR CLIMATE CHANGE) ON THE HYDROLOGY OF A FEN PEATLAND, CANADA"
"174",14,"THE CHANGING LANDSCAPE OF CANADA'S WESTERN BOREAL FOREST: THE CURRENT DYNAMICS OF PERMAFROST"
"175",14,"OVERCOMING ESTABLISHMENT THRESHOLDS FOR PEAT MOSSES IN HUMAN-MADE BOG POOLS"
"176",14,"OBJECT-BASED CLASSIFICATION OF VERY HIGH RESOLUTION PANCHROMATIC IMAGES FOR EVALUATING RECENT CHANGE IN THE STRUCTURE OF PATTERNED PEATLANDS"
"177",15,"DIFFERENT EFFECTS OF PEAT DEGRADATION ON DISSOLVED ORGANIC CARBON AND NITROGEN"
"178",15,"PROPERTIES OF PYROGENIC EUTROPHIC PEAT SOIL OF TAGAN MIRE (SOUTH OF TOMSK OBLAST)"
"179",15,"STIMULATORY EFFECT OF PEAT ON SPORE GERMINATION AND HYPHAL GROWTH OF ARBUSCULAR MYCORRHIZAL FUNGUS GIGASPORA MARGARITA"
"180",16,"TRANSPLANTING SUCCESS OF TWO ALPINE PLANT SPECIES IN COMBINATION WITH MULCHING DURING RESTORATION OF A HIGH-ELEVATION PEATLAND"
"181",16,"ADSORPTION OF GLYPHOSATE BY HUMIC SUBSTANCES"
"182",16,"IN VITRO PROPAGATION OF RHODODENDRON TOMENTOSUM - AN ENDANGERED ESSENTIAL OIL BEARING PLANT FROM PEATLAND"
"183",16,"EVALUATION OF TWO GREEN COMPOSTS FOR PEAT SUBSTITUTION IN GERANIUM (PELARGONIUM ZONALE L.) CULTIVATION: EFFECT ON PLANT GROWTH, QUALITY, NUTRITION, AND PHOTOSYNTHESIS"
"184",16,"BOREAL PEATLAND C FLUXES UNDER VARYING PERMAFROST REGIMES"
