"","grp","keyword"
"346",1,"blanket peat erosion"
"347",1,"bog waters"
"348",1,"boreal humic river"
"349",1,"boreal streams"
"350",1,"burial efficiency"
"351",1,"by-product precursors"
"352",1,"bylot island"
"353",1,"capacity"
"354",1,"carbon stocks"
"355",1,"catchment-scale"
"356",1,"catchment characteristics"
"357",1,"catskill mountains"
"358",1,"cd"
"359",1,"central interior"
"360",1,"clay-minerals"
"361",1,"co2 consumption"
"362",1,"depression"
"363",1,"dissolved carbon-dioxide"
"364",1,"dissolved co2"
"365",1,"district"
"366",1,"doc concentrations"
"367",1,"double paradox"
"368",1,"drinking-water treatment"
"369",1,"driven"
"370",1,"drought-induced acidification"
"371",1,"eastern north-america"
"372",1,"economic-analysis"
"373",1,"ecosystem metabolism"
"374",1,"ecosystem processes"
"375",1,"enhanced coagulation"
"376",1,"equilibria"
"377",1,"eroded peatland"
"378",1,"estuarine waters"
"379",1,"experimental acidification"
"380",1,"extracellular products"
"381",1,"fen area"
"382",1,"finnish lakes"
"383",1,"flocculation"
"384",1,"flow path"
"385",1,"flow paths"
"386",1,"food-web structure"
"387",1,"forestry drainage operations"
"388",1,"geochemical controls"
"389",1,"gonyostomum-semen raphidophyceae"
"390",1,"gulf"
"391",1,"gully erosion"
"392",1,"haloacetic acids"
"393",1,"headwater catchments"
"394",1,"hg"
"395",1,"hokkaido"
"396",1,"holocene lateral expansion"
"397",1,"hot-spots"
"398",1,"hubbard-brook"
"399",1,"humic matter"
"400",1,"hydropedological units"
"401",1,"infiltration rates"
"402",1,"inorganic nutrients"
"403",1,"iron concentrations"
"404",1,"lake water"
"405",1,"landscape characteristics"
"406",1,"lead pollution"
"407",1,"low ph"
"408",1,"magic model"
"409",1,"matter dynamics"
"410",1,"mesoscale catchment"
"411",1,"microbial-metabolism"
"412",1,"micropollutants"
"413",1,"mineral soil"
"414",1,"mixing behavior"
"415",1,"modeling streamwater chemistry"
"416",1,"molecular signatures"
"417",1,"mor humus"
"418",1,"multiple source assessment"
"419",1,"ne scotland"
"420",1,"neutral sugars"
"421",1,"nitrate time-series"
"422",1,"nitrogen model"
"423",1,"nitrogen saturation"
"424",1,"nom"
"425",1,"northern lakes"
"426",1,"northern taiga"
"427",1,"nutrient enrichment"
"428",1,"nutrient export"
"429",1,"ob river"
"430",1,"ontario lakes"
"431",1,"optical-absorption"
"432",1,"parameterization"
"433",1,"particle-size"
"434",1,"pco(2)"
"435",1,"percent aromatic carbon"
"436",1,"ph decline"
"437",1,"phosphorus limitation"
"438",1,"precursors"
"439",1,"pristine"
"440",1,"process conceptualization"
"441",1,"purification"
"442",1,"quantification"
"443",1,"radiation"
"444",1,"rain project"
"445",1,"reduced sulfur"
"446",1,"regulators"
"447",1,"reservoir"
"448",1,"residence times"
"449",1,"riparian buffer zones"
"450",1,"riparian wetland"
"451",1,"river continuum"
"452",1,"river nidd"
"453",1,"river systems"
"454",1,"sandy soil"
"455",1,"sediment yield"
"456",1,"sewage-sludge"
"457",1,"sheep"
"458",1,"silicate rocks"
"459",1,"soil-solution"
"460",1,"soil horizons"
"461",1,"solid-phase extraction"
"462",1,"southeast alaska"
"463",1,"spectrophotometric determination"
"464",1,"spring fen vegetation"
"465",1,"streamflow"
"466",1,"streamwater chemistry"
"467",1,"sub-arctic catchment"
"468",1,"thaw depth"
"469",1,"tio2"
"470",1,"trace-element concentrations"
"471",1,"transit-time distributions"
"472",1,"trihalomethanes"
"473",1,"turbidity"
"474",1,"unmanaged forested catchments"
"475",1,"upland peat system"
"476",1,"upland sediment yields"
"477",1,"upland welsh streams"
"478",1,"velocity"
"479",1,"water-chemistry"
"480",1,"waters monitoring network"
"481",1,"westland"
"482",1,"yorkshire"
"483",1,"2 upland perennials"
"484",1,"3-component"
"485",1,"50 degrees c"
"486",1,"8 arctic catchments"
"487",1,"absorbency properties"
"488",1,"accurate"
"489",1,"acer-saccharum"
"490",1,"acid-base properties"
"491",1,"acid-neutralizing capacity"
"492",1,"acid forest soils"
"493",1,"acid treatment"
"494",1,"acidic brownwater streams"
"495",1,"acidic episodes"
"496",1,"acidified lakes"
"497",1,"acids reduce"
"498",1,"active-layer hydrology"
"499",1,"adirondack mountains"
"500",1,"advanced oxidation processes"
"501",1,"agricultural soil"
"502",1,"air-temperature"
"503",1,"air-temperature reconstruction"
"504",1,"akaike information criterion"
"505",1,"aluminum chemistry"
"506",1,"american flagfish"
"507",1,"ancient permafrost"
"508",1,"andean ecosystems"
"509",1,"appalachian stream"
"510",1,"aquatic humic matter"
"511",1,"aquatic sediments"
"512",1,"aqueous-phase ethylation"
"513",1,"arable farmland"
"514",1,"arctic permafrost"
"515",1,"arctic pond"
"516",1,"atlantic salmon"
"517",1,"atmosphere model forsva"
"518",1,"atmospheric correction"
"519",1,"atmospheric nitrogen-deposition"
"520",1,"atmospheric selenium"
"521",1,"atomic-force microscopy"
"522",1,"atomic fluorescence spectrometry"
"523",1,"attributes"
"524",1,"bacterial-populations"
"525",1,"bacterial metabolism"
"526",1,"bacterial utilization"
"527",1,"baseflow"
"528",1,"basin scales"
"529",1,"beaver castor-canadensis"
"530",1,"bed-sediment"
"531",1,"biofilms"
"532",1,"biogeochemical controls"
"533",1,"biogeochemical hot-spots"
"534",1,"blanket peatlands"
"535",1,"blue-mountains"
"536",1,"bogong high-plains"
"537",1,"boreal forest watersheds"
"538",1,"bothnia"
"539",1,"brown trout"
"540",1,"brownification"
"541",1,"bulk-decay models"
"542",1,"by-products"
"543",1,"c-14 activity"
"544",1,"c-14 data"
"545",1,"calcium-carbonate"
"546",1,"cape vera"
"547",1,"carbon-dioxide concentration"
"548",1,"carbon-isotope fractionation"
"549",1,"carbon content"
"550",1,"carbon isotope fractionation"
"551",1,"carbon isotopes"
"552",1,"carbon production"
"553",1,"carbon transport"
"554",1,"carcinogenicity"
"555",1,"catchment scale"
"556",1,"cathodic stripping voltammetry"
"557",1,"cdom absorption"
"558",1,"cdom fluorescence sensors"
"559",1,"cell-volume"
"560",1,"central cascades"
"561",1,"central maine"
"562",1,"central ontario lakes"
"563",1,"central sumatra"
"564",1,"chain structure"
"565",1,"channel"
"566",1,"channelization"
"567",1,"charr salvelinus-alpinus"
"568",1,"chemical-vapor generation"
"569",1,"chemical recovery"
"570",1,"chemical speciation"
"571",1,"chloral hydrate"
"572",1,"chlorinated hydrocarbons"
"573",1,"clayey"
"574",1,"clear-water lakes"
"575",1,"climate variability"
"576",1,"climatic gradient"
"577",1,"climax stage"
"578",1,"cloud-water"
"579",1,"co2 concentrations"
"580",1,"coastal-plain watersheds"
"581",1,"coastal gulf"
"582",1,"coastal river"
"583",1,"cognettia-sphagnetorum enchytraeidae"
"584",1,"colloidal interactions"
"585",1,"competitive sorption"
"586",1,"compositional changes"
"587",1,"conservation management"
"588",1,"contaminant removal"
"589",1,"copper complexation"
"590",1,"county sligo"
"591",1,"cover loss"
"592",1,"covered catchments"
"593",1,"cow-green"
"594",1,"cr(vi) reduction"
"595",1,"cu speciation"
"596",1,"cutthroat trout"
"597",1,"cycle feedbacks"
"598",1,"dbp formation"
"599",1,"dee catchment"
"600",1,"delta-o-18"
"601",1,"delta-s-34 ratio"
"602",1,"devon island"
"603",1,"dgge"
"604",1,"diagenetic state"
"605",1,"diatom communities"
"606",1,"dietary methylmercury"
"607",1,"differential absorbency"
"608",1,"differential scanning calorimetry"
"609",1,"diffusion-coefficients"
"610",1,"dioxide concentration"
"611",1,"dioxide dynamics"
"612",1,"dioxide efflux"
"613",1,"dioxide fluxes"
"614",1,"dioxide supersaturation"
"615",1,"discharges"
"616",1,"discontinuous permafrost zone"
"617",1,"disinfection by-product"
"618",1,"dissociation"
"619",1,"dissolution kinetics"
"620",1,"dissolved-organic-matter"
"621",1,"dissolved gaseous mercury"
"622",1,"dissolved organic nitrogen"
"623",1,"dna"
"624",1,"doc-dynamics"
"625",1,"doc detection"
"626",1,"dominance"
"627",1,"don"
"628",1,"double-basin lake"
"629",1,"drain blocking"
"630",1,"drained agricultural field"
"631",1,"dry-cycles"
"632",1,"dry summer"
"633",1,"ectomycorrhizal"
"634",1,"elemental stoichiometry"
"635",1,"elevated atmospheric co2"
"636",1,"elevational gradient"
"637",1,"emission matrix fluorescence"
"638",1,"energy use"
"639",1,"entrainment"
"640",1,"environmental-conditions"
"641",1,"environmental assessment"
"642",1,"equifinality"
"643",1,"equilibrium calculations"
"644",1,"ericoid mycorrhizal fungi"
"645",1,"event water"
"646",1,"evergreen oak litter"
"647",1,"exchange-rates"
"648",1,"excitation-emission matrices"
"649",1,"exclusion"
"650",1,"excretion"
"651",1,"extracts"
"652",1,"ferromanganese concretions"
"653",1,"fish status"
"654",1,"flood acid pulse"
"655",1,"floor"
"656",1,"flow-cytometry"
"657",1,"fluvial flux"
"658",1,"forest-floor"
"659",1,"forest inventory data"
"660",1,"forested stream"
"661",1,"formation potentials"
"662",1,"fort-mcmurray"
"663",1,"frequency"
"664",1,"fresh-water environment"
"665",1,"fresh-water fish"
"666",1,"from-motion photogrammetry"
"667",1,"fugacity model"
"668",1,"fujian province"
"669",1,"galloway"
"670",1,"gamma-irradiation"
"671",1,"gas transfer velocities"
"672",1,"gel-electrophoresis"
"673",1,"geochemical processes"
"674",1,"glaciers"
"675",1,"global change"
"676",1,"global emissions"
"677",1,"glucosidase activity"
"678",1,"green rust"
"679",1,"ground ice"
"680",1,"h-3 thymidine"
"681",1,"hafren forest"
"682",1,"halocline"
"683",1,"headwater peatland"
"684",1,"headwaters"
"685",1,"heathland vegetation"
"686",1,"heterotrophic respiration"
"687",1,"hexavalent chromium"
"688",1,"high-latitude lakes"
"689",1,"high-temperature"
"690",1,"hill vegetation"
"691",2,"peatlands"
"692",2,"soil"
"693",2,"fluxes"
"694",2,"peat"
"695",2,"co2"
"696",2,"decomposition"
"697",2,"temperature"
"698",2,"water-table"
"699",2,"carbon-dioxide"
"700",2,"emissions"
"701",2,"methane emissions"
"702",2,"ch4"
"703",2,"methane"
"704",2,"peat soils"
"705",2,"co2 exchange"
"706",2,"accumulation"
"707",2,"nitrous-oxide"
"708",2,"dioxide"
"709",2,"northern peatlands"
"710",2,"respiration"
"711",2,"balance"
"712",2,"exchange"
"713",2,"boreal peatlands"
"714",2,"water-level drawdown"
"715",2,"denitrification"
"716",2,"soil respiration"
"717",2,"southern finland"
"718",2,"boreal"
"719",2,"greenhouse-gas emissions"
"720",2,"oxidation"
"721",2,"n2o"
"722",2,"grassland"
"723",2,"mires"
"724",2,"organic soils"
"725",2,"methane production"
"726",2,"flux"
"727",2,"fen"
"728",2,"carbon balance"
"729",2,"litter decomposition"
"730",2,"pine mires"
"731",2,"vascular plants"
"732",2,"cycle"
"733",2,"northern peatland"
"734",2,"temperature sensitivity"
"735",2,"ecosystem"
"736",2,"nitrogen deposition"
"737",2,"atmosphere"
"738",2,"cut-away peatland"
"739",2,"interannual variability"
"740",2,"methane fluxes"
"741",2,"microbial communities"
"742",2,"community structure"
"743",2,"dioxide exchange"
"744",2,"table"
"745",2,"atmospheric co2"
"746",2,"carbon-dioxide exchange"
"747",2,"long-term"
"748",2,"methane emission"
"749",2,"bogs"
"750",2,"microbial biomass"
"751",2,"n2o fluxes"
"752",2,"nitrous-oxide emissions"
"753",2,"radiocarbon"
"754",2,"seasonal-variation"
"755",2,"carbon accumulation"
"756",2,"ch4 emissions"
"757",2,"co2 fluxes"
"758",2,"nitrous-oxide fluxes"
"759",2,"northern"
"760",2,"photosynthesis"
"761",2,"eriophorum-vaginatum"
"762",2,"methane dynamics"
"763",2,"net ecosystem exchange"
"764",2,"ecosystem respiration"
"765",2,"flux measurements"
"766",2,"minnesota"
"767",2,"reed canary grass"
"768",2,"atmospheric methane"
"769",2,"emission"
"770",2,"grasslands"
"771",2,"n2o emissions"
"772",2,"phenol oxidase activity"
"773",2,"stable carbon"
"774",2,"tundra"
"775",2,"boreal peatland"
"776",2,"climatic-change"
"777",2,"nitrification"
"778",2,"phragmites-australis"
"779",2,"agricultural soils"
"780",2,"carbon dynamics"
"781",2,"ch4 fluxes"
"782",2,"extraction method"
"783",2,"forest soil"
"784",2,"gas-exchange"
"785",2,"laboratory columns"
"786",2,"litter"
"787",2,"new-zealand"
"788",2,"sequestration"
"789",2,"short-term"
"790",2,"vegetation change"
"791",2,"consumption"
"792",2,"elevated co2"
"793",2,"litter quality"
"794",2,"16s ribosomal-rna"
"795",2,"evasion"
"796",2,"forest drainage"
"797",2,"gas emissions"
"798",2,"greenhouse-gas balances"
"799",2,"greenhouse-gas fluxes"
"800",2,"land-use change"
"801",2,"methanogenic archaea"
"802",2,"ombrotrophic bogs"
"803",2,"rewetted fens"
"804",2,"sulfate reduction"
"805",2,"tibetan plateau"
"806",2,"turnover"
"807",2,"arctic tundra"
"808",2,"net primary production"
"809",2,"sink"
"810",2,"spatial variability"
"811",2,"accumulation rates"
"812",2,"ch4 emission"
"813",2,"continental western canada"
"814",2,"cover"
"815",2,"greenhouse gases"
"816",2,"n deposition"
"817",2,"natural wetlands"
"818",2,"phenol oxidase"
"819",2,"phosphorus mobilization"
"820",2,"san-joaquin delta"
"821",2,"seasonal-changes"
"822",2,"bioenergy"
"823",2,"ch4 production"
"824",2,"ecosystem co2 exchange"
"825",2,"eddy covariance"
"826",2,"mer-bleue peatland"
"827",2,"methane flux"
"828",2,"temperate"
"829",2,"term"
"830",2,"water-vapor"
"831",2,"actinobacterial communities"
"832",2,"california"
"833",2,"carbon turnover"
"834",2,"cutaway peatlands"
"835",2,"emission factors"
"836",2,"feedbacks"
"837",2,"holocene carbon"
"838",2,"hudson-bay lowlands"
"839",2,"microbial community structure"
"840",2,"new-york-state"
"841",2,"ombrotrophic bog"
"842",2,"plant biomass"
"843",2,"primary productivity"
"844",2,"seasonal dynamics"
"845",2,"water-level"
"846",2,"atmospheric nitrogen deposition"
"847",2,"c-13"
"848",2,"carbon sequestration"
"849",2,"carbon storage"
"850",2,"co2 reduction"
"851",2,"fungal"
"852",2,"greenhouse-gas balance"
"853",2,"methane oxidation"
"854",2,"nitric-oxide"
"855",2,"nitrogen dynamics"
"856",2,"nitrous-oxide production"
"857",2,"peat accumulation"
"858",2,"plant community"
"859",2,"polygonal tundra"
"860",2,"sacramento"
"861",2,"soil organic-matter"
"862",2,"sp nov."
"863",2,"summer drought"
"864",2,"table levels"
"865",2,"agriculture"
"866",2,"anaerobic oxidation"
"867",2,"anemometer (co)sine response"
"868",2,"biomass equations"
"869",2,"co2 flux"
"870",2,"components"
"871",2,"cultivation"
"872",2,"eddy covariance measurements"
"873",2,"energy crops"
"874",2,"hydrogen concentrations"
"875",2,"level drawdown"
"876",2,"logging residue"
"877",2,"methanogenic bacteria"
"878",2,"microbial community composition"
"879",2,"organic soil"
"880",2,"paddy soil"
"881",2,"pasture"
"882",2,"russia"
"883",2,"soil fauna"
"884",2,"tillage"
"885",2,"water-table drawdown"
"886",2,"wood ash application"
"887",2,"alpine wetland"
"888",2,"archaea"
"889",2,"boreal mires"
"890",2,"carbon-isotope discrimination"
"891",2,"co2 efflux"
"892",2,"ecosystem-atmosphere exchange"
"893",2,"ecosystem productivity"
"894",2,"fatty-acid analysis"
"895",2,"ftir spectroscopy"
"896",2,"hydroelectric reservoirs"
"897",2,"lena delta"
"898",2,"microbial community"
"899",2,"mineral subsoil"
"900",2,"net carbon"
"901",2,"nitrite"
"902",2,"nitrogen-fertilization"
"903",2,"nitrous-oxide emission"
"904",2,"oxidation potentials"
"905",2,"qinghai-tibetan plateau"
"906",2,"ribosomal-rna"
"907",2,"sanjiang plain"
"908",2,"snow"
"909",2,"soil-nitrogen"
"910",2,"soil-temperature"
"911",2,"sphagnum mosses"
"912",2,"subsidence rates"
"913",2,"table drawdown"
"914",2,"upland grassland"
"915",2,"water-table level"
"916",2,"acetate"
"917",2,"anaerobic-digestion"
"918",2,"annual co2 balance"
"919",2,"archaeal community"
"920",2,"boreal alberta"
"921",2,"boreal mire"
"922",2,"carbon mineralization"
"923",2,"carbon sink"
"924",2,"carex-rostrata"
"925",2,"ch4 oxidation"
"926",2,"cognettia-sphagnetorum"
"927",2,"conifer plantations"
"928",2,"croplands"
"929",2,"decay"
"930",2,"dependence"
"931",2,"eddy-covariance"
"932",2,"eddy covariance technique"
"933",2,"efflux"
"934",2,"elevated-temperature"
"935",2,"energy-balance"
"936",2,"fields"
"937",2,"fine roots"
"938",2,"flux measurement"
"939",2,"fresh-water marsh"
"940",2,"ft-ir spectroscopy"
"941",2,"fungi"
"942",2,"grass eriophorum-vaginatum"
"943",2,"hardwood forest stream"
"944",2,"heterotrophic soil respiration"
"945",2,"hydrogen"
"946",2,"intermediary metabolism"
"947",2,"isotope evidence"
"948",2,"laboratory incubations"
"949",2,"marcell experimental forest"
"950",2,"methane yield"
"951",2,"microbial respiration"
"952",2,"microcosm experiment"
"953",2,"moisture-content"
"954",2,"moisture controls"
"955",2,"n2o emission"
"956",2,"n2o production"
"957",2,"organic-matter mineralization"
"958",2,"organic-soil"
"959",2,"oxidizing bacteria"
"960",2,"paludiculture"
"961",2,"peat decomposition"
"962",2,"plant litter"
"963",2,"potentials"
"964",2,"rhizosphere"
"965",2,"rice"
"966",2,"root respiration"
"967",2,"soda-lime"
"968",2,"sphagnum-fuscum"
"969",2,"substrate"
"970",2,"sulfate deposition"
"971",2,"supersaturation"
"972",2,"swamp"
"973",2,"taiga"
"974",2,"trace gases"
"975",2,"use efficiency"
"976",2,"water-table levels"
"977",2,"wind-speed"
"978",2,"acidic peat"
"979",2,"acidic sphagnum-peat"
"980",2,"agricultural peatlands"
"981",2,"alpine"
"982",2,"alpine meadow"
"983",2,"anaerobic carbon mineralization"
"984",2,"anaerobic conditions"
"985",2,"antibacterial activity"
"986",2,"archaeal communities"
"987",2,"arctic fen"
"988",2,"arctic tundra ecosystems"
"989",2,"atlantic blanket bog"
"990",2,"atmospheric carbon-dioxide"
"991",2,"biological-control"
"992",2,"bog restoration"
"993",2,"boreal organic soil"
"994",2,"c-13 fractionation"
"995",2,"canadian peatlands"
"996",2,"carbon-dioxide efflux"
"997",2,"carbon-dioxide flux"
"998",2,"carbon-dioxide supersaturation"
"999",2,"carbon exchange"
"1000",2,"ch4 flux"
"1001",2,"chamber system"
"1002",2,"co2 emission"
"1003",2,"coastal wetland"
"1004",2,"cold season ch4"
"1005",2,"cutover"
"1006",2,"deglaciation"
"1007",2,"different fertility"
"1008",2,"dissimilatory nitrate reduction"
"1009",2,"drained fen peatland"
"1010",2,"drying-rewetting frequency"
"1011",2,"early-stage"
"1012",2,"ecosystem exchange"
"1013",2,"expansion"
"1014",2,"experimental drought"
"1015",2,"extraction sites"
"1016",2,"false discovery rate"
"1017",2,"fen peatland"
"1018",2,"fertility"
"1019",2,"filled pore-space"
"1020",2,"filling strategies"
"1021",2,"fine-root production"
"1022",2,"food-web"
"1023",2,"ft-ir"
