"","grp","label"
"72",6,"MACERAL AND GEOCHEMICAL CHARACTERISTICS OF COAL SEAM 1 AND OIL SHALE 1 IN FAULT-CONTROLLED HUANGXIAN BASIN, CHINA"
"73",6,"CARBON FLUXES OF AN ALPINE PEATLAND IN NORTHERN ITALY"
"74",6,"STRUCTURE OF MICROBIAL COMMUNITIES IN SPHAGNUM PEATLANDS AND EFFECT OF ATMOSPHERIC CARBON DIOXIDE ENRICHMENT"
"75",6,"SEASONAL TOC EXPORT FROM SEVEN BOREAL CATCHMENTS IN NORTHERN SWEDEN"
"76",6,"TESTATE AMOEBA COMMUNITIES OF THE DRAINED HULA WETLAND (ISRAEL): IMPLICATIONS FOR ECOSYSTEM DEVELOPMENT AND CONSERVATION MANAGEMENT"
"77",6,"LATE-HOLOCENE CLIMATE DYNAMICS RECORDED IN THE PEAT BOGS OF TIERRA DEL FUEGO, SOUTH AMERICA"
"78",6,"IMPLEMENTING ANISOTROPY RATIO TO MODELING OF WATER FLOW IN LAYERED SOIL"
"79",6,"POTENTIAL IMPACTS OF CLIMATE CHANGE ON SPHAGNUM BOGS OF THE SOUTHERN APPALACHIAN MOUNTAINS"
"80",7,"EFFECTIVENESS OF UNFERTILIZED BUFF ER STRIPS FOR REDUCING NITROGEN LOADS FROM AGRICULTURAL LOWLAND TO SURFACE WATERS"
"81",7,"METHANOGEN ACTIVITY IN RELATION TO WATER TABLE LEVEL IN TWO BOREAL FENS"
"82",7,"SOURCES AND YIELDS OF DISSOLVED CARBON IN NORTHERN WISCONSIN STREAM CATCHMENTS WITH DIFFERING AMOUNTS OF PEATLAND"
"83",7,"LICHEN, MOSS AND PEAT CONTROL OF C, NUTRIENT AND TRACE METAL REGIME IN LAKES OF PERMAFROST PEATLANDS"
"84",7,"SURFACE ENERGY FLUXES AND CONTROL OF EVAPOTRANSPIRATION FROM A CAREX LASIOCARPA MIRE IN THE SANJIANG PLAIN, NORTHEAST CHINA"
"85",7,"HOW EXTREME IS AN EXTREME CLIMATIC EVENT TO A SUBARCTIC PEATLAND SPRINGTAIL COMMUNITY?"
"86",7,"LINKAGES BETWEEN ORGANIC-MATTER MINERALIZATION AND DENITRIFICATION IN 8 RIPARIAN WETLANDS"
"87",7,"EFFECT OF WATER SATURATION IN SOIL ORGANIC-MATTER ON THE PARTITION OF ORGANIC-COMPOUNDS"
"88",7,"MERCURY CYCLING IN THE ALLEQUASH CREEK WATERSHED, NORTHERN WISCONSIN"
"89",7,"INCREASING CONTRIBUTION OF PEATLANDS TO BOREAL EVAPOTRANSPIRATION IN A WARMING CLIMATE"
"90",7,"ECOHYDROLOGY AND CAUSES OF PEAT DEGRADATION AT THE VASI PEATLAND, SOUTH AFRICA"
"91",7,"THE INFLUENCES OF VEGETATION AND PEAT PROPERTIES ON THE HYDRODYNAMIC VARIABILITY OF A CONSTRUCTED FEN, FORT MCMURRAY, ALBERTA"
"92",7,"ARSENIC MOBILITY AND SPECIATION IN A GLEYSOL WITH PETROGLEYIC PROPERTIES: A FIELD AND LABORATORY APPROACH"
"93",7,"REMOVAL OF HEAVY METALS IN A FLOW-THROUGH VERTICAL MICROBIAL ELECTROLYSIS CELL"
"94",7,"ENERGY EXCHANGE AND WATER BUDGET PARTITIONING IN A BOREAL MINEROGENIC MIRE"
"95",8,"PALEOBOTANICAL AND ENVIRONMENTAL IMPLICATIONS OF A BURIED FOREST BED IN NORTHERN LOWER MICHIGAN, USA"
"96",8,"INVESTIGATION OF A RENATURED FEN ON THE BALTIC SEA COAST OF MECKLENBURG - PART I: SYSTEM DESCRIPTION AND BASIC HYDROLOGICAL CHARACTERISATION"
"97",8,"SHORT-TERM EFFECTS OF FEN PEATLAND RESTORATION THROUGH THE MOSS LAYER TRANSFER TECHNIQUE ON THE SOIL CO2 AND CH4 EFFLUX"
"98",8,"MICROTOPOGRAPHY AND METHANE FLUX IN BOREAL PEATLANDS, NORTHERN ONTARIO, CANADA"
"99",8,"LOCAL ENVIRONMENTAL CORRELATES OF VARIABILITY IN THE ORGANIC SOILS OF MOORLAND AND ALPINE VEGETATION, MT SPRENT, TASMANIA"
"100",8,"VARIATIONS IN CO2 EXCHANGE FOR DAIRY FARMS WITH YEAR-ROUND ROTATIONAL GRAZING ON DRAINED PEATLANDS"
"101",8,"EVALUATING MECHANICAL STRENGTH OF PEAT SOIL TREATED BY FIBER INCORPORATED BIO-CEMENTATION"
"102",8,"HYDROGEOCHEMICAL CONTROLS ON BROOK TROUT SPAWNING HABITATS IN A COASTAL STREAM"
"103",8,"EVALUATION OF ENGINEERING-GEOCRYOLOGICAL CONDITIONS OF THE BEREGOVOE OIL AND GAS CONDENSATE FIELD"
"104",8,"METHANE EMISSIONS FROM A GULLY MIRE IN MID-WALES, UK UNDER CONSECUTIVE SUMMER WATER TABLE DRAWDOWN"
"105",8,"INVESTIGATION AND REMEDIATION OF A 1,2-DICHLOROETHANE SPILL PART II: DOCUMENTATION OF NATURAL ATTENUATION"
"106",8,"USING HYDRAULIC CONDUCTIVITY AND MICROPETROGRAPHY TO ASSESS WATER FLOW THROUGH PEAT-CONTAINING WETLANDS"
"107",8,"INCLUDING HYDROLOGICAL SELF-REGULATING PROCESSES IN PEATLAND MODELS: EFFECTS ON PEATMOSS DROUGHT PROJECTIONS"
"108",8,"THE RELIABILITY OF MIRE WATER PH MEASUREMENTS - A STANDARD SAMPLING PROTOCOL AND IMPLICATIONS TO ECOLOGICAL THEORY"
"109",8,"HYDROLOGICAL FUNCTIONS OF A MINE-IMPACTED AND NATURAL PEATLAND-DOMINATED WATERSHED, JAMES BAY LOWLAND"
"110",9,"METHANE EMISSION THROUGH EBULLITION FROM AN ESTUARINE MUDFLAT: 2. FIELD OBSERVATIONS AND MODELING OF OCCURRENCE PROBABILITY"
"111",9,"SUPPRESSION OF DISSOLVED ORGANIC CARBON BY SULFATE INDUCED ACIDIFICATION DURING SIMULATED DROUGHTS"
"112",9,"THE EFFECTS OF CLIMATE AND CATCHMENT CHARACTERISTIC CHANGE ON STREAMFLOW IN A TYPICAL TRIBUTARY OF THE YELLOW RIVER"
"113",10,"FLUVIAL RESPONSE TO THE LATE VALDAI/HOLOCENE ENVIRONMENTAL CHANGE ON THE EAST EUROPEAN PLAIN"
"114",10,"WATER BUDGET ANALYSIS OF SMALL FORESTED BOREAL WATERSHEDS: COMPARISON OF SPHAGNUM BOG, PATTERNED FEN AND LAKE DOMINATED DOWNSTREAM AREAS IN THE LA GRANDE RIVER REGION, QUEBEC"
"115",10,"EXPERIMENTAL BURIAL INHIBITS METHANOGENESIS AND ANAEROBIC DECOMPOSITION IN WATER-SATURATED PEATS"
"116",10,"OXYGEN ISOTOPE AND DEUTERIUM INDICATION OF THE ORIGIN AND C-14 AGE OF THE MASSIVE ICE, BOVANENKOVO, CENTRAL YAMAL PENINSULA"
"117",10,"CHARACTERIZATION OF DIFFUSIVITY-BASED OXYGEN TRANSPORT IN ARCTIC ORGANIC SOIL"
"118",10,"LARGE-SCALE REGIONALIZATION OF WATER TABLE DEPTH IN PEATLANDS OPTIMIZED FOR GREENHOUSE GAS EMISSION UPSCALING"
"119",10,"ON THE POTENTIAL OF SENTINEL-1 FOR HIGH RESOLUTION MONITORING OF WATER TABLE DYNAMICS IN GRASSLANDS ON ORGANIC SOILS"
"120",10,"METHANE OXIDATION POTENTIAL OF THE ARCTIC WETLAND SOILS OF A TAIGA-TUNDRA ECOTONE IN NORTHEASTERN SIBERIA"
"121",10,"INVESTIGATION OF GAS EXCHANGE PROCESSES IN PEAT BOG ECOSYSTEMS BY MEANS OF INNOVATIVE RAMAN GAS SPECTROSCOPY"
"122",10,"ARSENIC RELEASE AND SPECIATION IN A DEGRADED FEN AS AFFECTED BY SOIL REDOX POTENTIAL AT VARIED MOISTURE REGIME"
"123",10,"SEQUENCE STRATIGRAPHIC DISTRIBUTION OF COALY ROCKS: FUNDAMENTAL CONTROLS AND PARALIC EXAMPLES"
"124",10,"THE USE OF ZOO-INDICATORS FOR THE RECONSTRUCTION OF PALEOENVIRONMENTS IN THE HOLOCENE IN THE PEAT DEPOSITS OF AN EUTROPHIC PEATLAND"
"125",10,"LARGE DIFFERENCES IN CO2 EMISSIONS FROM TWO DAIRY FARMS ON A DRAINED PEATLAND DRIVEN BY CONTRASTING RESPIRATION RATES DURING SEASONAL DRY CONDITIONS"
"126",10,"INTEGRATED ASSESSMENT OF ECOSYSTEM RECOVERY USING A MULTIFUNCTIONALITY APPROACH"
"127",10,"CULTIVATING UNCULTURED BACTERIA FROM NORTHERN WETLANDS: KNOWLEDGE GAINED AND REMAINING GAPS"
"128",11,"GENETIC DETERMINISM VS. PHENOTYPIC PLASTICITY IN PROTIST MORPHOLOGY"
"129",11,"COMPARATIVE ECOLOGY OF VASCULAR PLANT, BRYOPHYTE AND TESTATE AMOEBA COMMUNITIES IN FOUR SPHAGNUM PEATLANDS ALONG AN ALTITUDINAL GRADIENT IN SWITZERLAND"
"130",11,"FLOODPLAIN ENVIRONMENTAL CHANGE DURING THE YOUNGER DRYAS AND HOLOCENE IN NORTHWEST EUROPE: INSIGHTS FROM THE LOWER KENNET VALLEY, SOUTH CENTRAL ENGLAND"
"131",11,"HYDROCHEMISTRY AND HYDROLOGY OF FOREST RIPARIAN WETLANDS"
"132",11,"DYNAMIC ASPECTS FOR THE DEVELOPMENT OF THE FARNHAM BOG, QUEBEC"
"133",11,"STABILITY OF THE WATER REGIME FORMS A VEGETATION GRADIENT IN MINEROTROPHIC MIRE EXPANSE VEGETATION OF A BOREAL AAPA MIRE"
"134",12,"FLOODING AND GROUNDWATER DYNAMICS IN FENS IN EASTERN POLAND"
"135",12,"CENTRAL EUROPEAN PINE BOGS CHANGE ALONG AN ALTITUDINAL GRADIENT"
"136",12,"UNTANGLING CLIMATE SIGNALS FROM AUTOGENIC CHANGES IN LONG-TERM PEATLAND DEVELOPMENT"
"137",12,"PREDICTION OF LONG-TERM CHANGES IN ECOSYSTEM FUNCTIONS OF A PEATLAND SITE WITH THE SEMI-QUANTITATIVE DECISION SUPPORT SYSTEM PMDSS"
"138",12,"TRANSPORT, ANOXIA AND END-PRODUCT ACCUMULATION CONTROL CARBON DIOXIDE AND METHANE PRODUCTION AND RELEASE IN PEAT SOILS"
"139",12,"MOBILITY OF BLACK CARBON IN DRAINED PEATLAND SOILS"
"140",12,"HYDROLOGIC IMPACT OF ASPEN HARVESTING WITHIN THE SUBHUMID BOREAL PLAINS OF ALBERTA"
"141",12,"CARBON, NITROGEN, AND PHOSPHORUS ACCUMULATION IN NOVEL ECOSYSTEMS: SHALLOW LAKES IN DEGRADED FEN AREAS"
"142",12,"SATURATED HYDRAULIC CONDUCTIVITY IN SPHAGNUM-DOMINATED PEATLANDS: DO MICROFORMS MATTER?"
"143",12,"LAHAR-TRIGGERING MECHANISMS AND HAZARD AT RUAPEHU VOLCANO, NEW ZEALAND"
"144",12,"HEAVY METALS IN BOG WATERS: AN ALTERNATIVE WAY TO ASSESS ATMOSPHERIC PRECIPITATION QUALITY?"
"145",12,"A COMPARISON OF POREWATER CHEMISTRY BETWEEN INTACT, AFFORESTED AND RESTORED RAISED AND BLANKET BOGS"
"146",12,"BIOFILTRATION OF DICHLOROBENZENES"
"147",12,"ACCESS ROADS IMPACT ENZYME ACTIVITIES IN BOREAL FORESTED PEATLANDS"
"148",12,"LACK OF EVIDENCE FOR IMPACT OF THE EUROPEAN WHITE BIRCH, BETULA PENDULA, ON THE HYDROLOGY OF WAINFLEET BOG, ONTARIO"
"149",13,"GENERATING MULTI-PROXY HOLOCENE PALAEOENVIRONMENTAL RECORDS FROM BLANKET PEATLANDS"
"150",13,"PEATBOG: A BIOGEOCHEMICAL MODEL FOR ANALYZING COUPLED CARBON AND NITROGEN DYNAMICS IN NORTHERN PEATLANDS"
"151",13,"EFFECTS OF THE EXPANSION OF VASCULAR PLANTS IN SPHAGNUM-DOMINATED BOG ON EVAPOTRANSPIRATION"
"152",13,"PEATLANDS AND GREEN FROGS: A RELATIONSHIP REGULATED BY ACIDITY?"
"153",13,"EXAMINING THE EFFECT OF PORE SIZE DISTRIBUTION AND SHAPE ON FLOW THROUGH UNSATURATED PEAT USING COMPUTED TOMOGRAPHY"
"154",13,"JUNCUS EFFUSUS MONO-STANDS IN RESTORED CUTOVER PEAT BOGS - ANALYSIS OF LITTER QUALITY, CONTROLS OF ANAEROBIC DECOMPOSITION, AND THE RISK OF SECONDARY CARBON LOSS"
"155",13,"VEGETATION DIFFERENTIATION IN THE PATTERNED LANDSCAPE OF THE CENTRAL EVERGLADES: IMPORTANCE OF LOCAL AND LANDSCAPE DRIVERS"
"156",13,"IMPACTS OF OIL SANDS PROCESS WATER ON FEN PLANTS: IMPLICATIONS FOR PLANT SELECTION IN REQUIRED RECLAMATION PROJECTS"
"157",13,"RESPONSE OF HYDROLOGY AND CO2 FLUX TO EXPERIMENTALLY ALTERED RAINFALL FREQUENCY IN A TEMPERATE POOR FEN, SOUTHERN ONTARIO, CANADA"
"158",13,"IMPACT OF ISOSTATIC UPLIFT AND DITCHING OF SULFIDIC SEDIMENTS ON THE HYDROCHEMISTRY OF MAJOR AND TRACE ELEMENTS AND SULFUR ISOTOPE RATIOS IN STREAMS, WESTERN FINLAND"
"159",13,"HOLOCENE CHANGES IN CLIMATE AND LAND USE DROVE SHIFTS IN THE DIVERSITY OF TESTATE AMOEBAE IN A SUBALPINE POND"
"160",13,"HIGH UNIQUE DIVERSITY OF SULFATE-REDUCING PROKARYOTES CHARACTERIZED IN A DEPTH GRADIENT IN AN ACIDIC FEN"
"161",13,"OVERRIDING CONTROL OF METHANE FLUX TEMPORAL VARIABILITY BY WATER TABLE DYNAMICS IN A SOUTHERN HEMISPHERE, RAISED BOG"
"162",13,"PERMAFROST THAW AND CLIMATE WARMING MAY DECREASE THE CO2, CARBON, AND METAL CONCENTRATION IN PEAT SOIL WATERS OF THE WESTERN SIBERIA LOWLAND"
"163",13,"LONG-TERM EFFECTS OF LIMING ON NEEDLES, SOIL PROPERTIES, AND SOIL WATER IN A SITKA SPRUCE STAND ON DEEP PEAT"
"164",14,"VERTICAL STRATIFICATION OF TESTATE AMOEBAE IN THE ELATIA MIRES, NORTHERN GREECE: PALAEOECOLOGICAL EVIDENCE FOR A WETLAND RESPONSE TO RECENT CLIMATIC CHANGE, OR AUTOGENIC PROCESSES?"
"165",14,"CONTEXT FOR A CARNYX: EXCAVATION OF A LONG-LIVED RITUAL SITE AT LEITCHESTOWN, DESKFORD, MORAY, NORTH-EAST SCOTLAND"
"166",14,"MECHANISM AND ROLE OF SEEDED NATIVE GRASSES TO IMMOBILIZE NITROGEN ON HARVESTED BLANKET PEAT FORESTS FOR PROTECTION OF WATER COURSES"
"167",14,"EXPORT OF PHOSPHORUS AND NITROGEN FROM LODGEPOLE PINE (PINUS CONTORTA) BRASH WINDROWS ON HARVESTED BLANKET PEAT FORESTS"
"168",14,"INFLUENCE OF WATER TABLE DEPTH ON PORE WATER CHEMISTRY AND TRIHALOMETHANE FORMATION POTENTIAL IN PEATLANDS"
"169",14,"APPLICATION OF MICROCOSM EXPERIMENTS FOR QUANTIFYING LATERAL FLOW AND EVAPOTRANSPIRATION ON RECOVERING BOG ECOTYPES"
"170",14,"MODELING CARBON DYNAMICS IN TWO ADJACENT SPRUCE FORESTS WITH DIFFERENT SOIL CONDITIONS IN RUSSIA"
"171",15,"COMMUNITY AND SPECIES RESPONSES TO WATER LEVEL FLUCTUATIONS WITH REFERENCE TO SOIL LAYERS IN DIFFERENT HABITATS OF MID-BOREAL MIRE COMPLEXES"
"172",15,"HOLOCENE HYDRO-CLIMATIC CHANGE AND EFFECTS ON CARBON ACCUMULATION INFERRED FROM A PEAT BOG IN THE ATTAWAPISKAT RIVER WATERSHED, HUDSON BAY LOWLANDS, CANADA"
"173",15,"SEDGE SUCCESSION AND PEATLAND METHANE DYNAMICS: A POTENTIAL FEEDBACK TO CLIMATE CHANGE"
"174",15,"LAND USE OF DRAINED PEATLANDS: GREENHOUSE GAS FLUXES, PLANT PRODUCTION, AND ECONOMICS"
"175",15,"WATER AND NUTRIENT DISCHARGE TO A HIGH-VALUE TERRACE-FLOODPLAIN FEN: RESILIENCE AND RISK"
"176",15,"THE HOLOCENE CLIMATIC OPTIMUM IN KOREA: EVIDENCE FROM WETLAND RECORDS"
